bar,price,hodl,lp5,lp30,lpLive,lpProp,arb5,arb30,arbLive,arbProp,kLive,kProp
3132,2291400000000000000000,2751821469254822839572373,2657265620662444485848303,2685292328863909048835531,2708367208012195856364460,2741684540912145965399234,147776418311729469692908,116958860730218646204352,94844899304875342255931,80303485730903948019821,100000000000000000,50000000000000000
3144,2474809999999999934464,2892042109769803070252943,2761657413605573856016745,2791136441377636676288070,2810915268444641310144148,2848619307318250127052439,150364608240615191034414,119102318810344566191922,94978404952288189188753,80732836866474528269169,68688733277109100,17042420510565606
3156,2635389999999999803392,3014808755284749486577896,2849941997233220304706336,2880748560983125634947511,2901204250571551496330613,2939894236500303287392314,152693223653925328689985,121122471565754943446768,95909205223183204233941,82092533517251437810531,0,17204432085019226
3168,2654409999999999934464,3029349928517371376316634,2860253260534417531639990,2891328346219354258661986,2911859058216176403412789,2950788288004934870941622,153218337723953800355050,121586329778673676472812,96376600471747696920711,82309285293761564251949,0,37244617115794996
3180,2645209999999999934464,3022316343147224993443306,2855356383759065065704446,2886633780326549638213093,2907131054689750097162008,2945985994593018033947174,154408866331997398485237,122630260710071560944658,97428163615317005725227,83351677875826305710545,0,0
3192,2638119999999999737856,3016895895291324168500469,2851578161205013297711507,2882974919347904054598722,2903445958407135711647176,2942206810015125409105367,155164582424781639695064,123109072687586782935438,97910093471305520738323,83675614861308821700497,0,0
3204,2599880000000000262144,2987660644796295855201858,2830889223236921924204323,2862234104735143288471315,2882557774458802517061779,2921035944115843978515298,156148989391554372872312,123872631018339968498177,98679380647875048233238,84454306401107542788453,0,0
3216,2588999999999999737856,2979342665575953991828982,2825002915812865368110969,2856405799876470068591561,2876677403549958567047048,2915067854540523098615455,156644459594167164021638,124173889980029970468802,99005404397153638801157,84763765007827715110842,0,0
3228,2578599999999999737856,2971391656027094674712763,2819369913249284472834526,2850850468390678656043171,2871082503859567964509569,2909397494241208757848780,157113549384896747945063,124539409457669081259328,99373590320089831049243,85137270263113179112725,0,0
3240,2653559999999999737856,3028700086390779923304525,2860096849302226745200013,2892140375317988299405355,2912660769886287314677771,2951530297339640060318841,157514166491765893137230,124784570986403759259619,99625383365521206455390,85392445955082393434147,0,37438706364645873
3252,2752409999999999934464,3104272903112364729754064,2912920209541638961924349,2945671807225035852153303,2966499776293104405264020,3006695460390428194872058,157914918154680377836706,125160922371721498560363,99924726386811762450235,85491854478455579666291,56467104283082420,32852595626557113
3264,2626829999999999803392,3008264462809918115183585,2845725639394946828369035,2877813498575847324422536,2898094871570066832653486,2937219473858474440098371,158195438362331080759126,125384863844827091364626,100138950341256886645953,85652562497790134698350,50000000000000000,50000000000000000
3276,2555800000000000262144,2953960596631525481980922,2807055322215703891579774,2838945468341366907608500,2859326451605848257404700,2898158196127467047475494,159867225259924828907559,126735980923435500525179,100654097725586302142479,86051838968957861814786,20115595320162240,4102831076758873
3288,2525789999999999803392,2931017346962181347790474,2790574142616091908887777,2822421177066149244378813,2842713471748103347523160,2881411720780324771846202,160552153137975748217278,127213298061975852032220,100820677094552674468567,86384952533676881873372,0,5374496247320336
3300,2515719999999999737856,2923318629062472791819079,2785053196933099787220485,2816966988688642823536277,2837139192033866191897832,2875785425991214021333011,161274447273504824129728,127688829207943639469733,101186358970688017989689,86890212034839835989441,0,0
3312,2398829999999999803392,2833953868854216549113627,2719622612325655230765266,2750917023578830049493745,2770597334313534277083242,2808482021269702946709473,161796127165281111003974,128155017917042816266279,101661117210981459446602,87175377714091466816128,0,0
3324,2372569999999999934464,2813877569743352749674847,2704746092091833470930842,2736015102686281557187098,2755588605439119878695148,2793382924982972061719518,162399382067797498180423,128553516545596114244601,102062319449235293073851,87355093381360522885956,0,46666666674732206
3336,2296400000000000000000,2755644069999468785572504,2661026675954094583544561,2691964754783068526473660,2711088636511661188581135,2749132426758562753659141,163289818897447343831049,129332096897163977830133,102356592626716420490554,87609635195900074171629,0,15618685813341486
3348,2351260000000000131072,2797585645369687661849783,2692670714135566421168639,2724100403403228946272651,2743434713166755112338367,2782025456472542285964608,163833070888316303167116,129629459656687316613654,102713495969404108290080,87902134432936303637239,0,0
3360,2348329999999999934464,2795345601333324167068395,2691034733441474853365256,2722567254589513900785630,2741884059862298139148967,2780441476060537658503599,164323231521588919018907,129909658000847736634096,103011438590546687378332,88209093813046358252643,0,0
3372,2418010000000000458752,2848617365310665725596453,2730705313359778770144372,2762806676337471935072600,2782390178441900232666650,2821514062899643176296013,164695651147184019242105,130139689803293400373950,103266963648480699004831,88441506245798822630715,0,22257921263427933
3384,2307949999999999803392,2764474277719589612886268,2667878953440386032438989,2699361686610172484380513,2718427152763321233925574,2756598980584141999756341,165206290079908124365871,130546173205438619132010,103551520308101950487643,88666018896606936927236,0,32927648370813993
3396,2300460000000000131072,2758748021804118077285873,2663592229158628042778346,2695166591379232155670490,2714151466489227021202418,2752214098306607278351922,165837629791682900720764,131040194380244401190827,104081288657787417669576,88975999768815594439739,0,50000000000000000
3408,2545420000000000131072,2946024877485650056266081,2801873406927914896542946,2835287732241951114874606,2855256618972366072420668,2895669905944191088591487,166563302305207150177025,131703671967455045636110,105025908224130627105710,89516805149930486460126,87726112553241300,31544764170230883
3420,2580790000000000065536,2973065955153250966474332,2821308277143843008872414,2855015960903600437605362,2875111794068234856521111,2916292074597283092334951,166797942277058865515758,131824292267332200080961,105293442164007253281936,89567170996960535608559,36306037879525333,32592453642024823
3432,2636809999999999934464,3015894373896228199766668,2851803984373777711776075,2885983400443394442178254,2906255040667126539187888,2948765078301606634435360,167443677164799675170393,132317575383065191002874,105815465506389185807011,89831131303777036450923,0,20813792596156450
3444,2628590000000000327680,3009610018272034036703216,2847396445956891223234332,2881636316680753591310594,2901857721622915602874419,2944164698003711486457947,167787517239354510041015,132518247357894514663628,106047790844942615194100,89968060583550771965382,0,8472220367930196
3456,2675600000000000000000,3045550110473166413337282,2872771125740181918454580,2907382311876098262214433,2927772037619337962781487,2970658109369318106477608,167896087895050944822226,132597322959451120682733,106132061054876750742335,90058136575190328844338,0,22531229014396236
3468,2629110000000000065536,3010007568749475220766842,2847728343981618548698054,2882091197381143257856862,2902283180480400127484920,2944728083481844022563532,168041883736355279415420,132693929055073339444709,106256007969812503026077,90111098183700808534242,0,0
3480,2455179999999999606784,2877034579246337171633006,2751977276335513981024996,2785394126674643370573725,2805080043484659727054820,2846078894117066957785881,169078529648231194718324,133606625369554075927508,106989554761928295838671,90854735629411915509584,60660043951587086,30161404139100416
3492,2385800000000000262144,2823992171313678899510684,2712857010522333100590975,2745941006741712161679254,2765386837059045081406796,2806272479073173087718179,169696629455294426265544,134114917841452045948598,107957464448301004492935,91438525827650857764801,0,20678924100916630
3504,2426690000000000196608,2855253400203364656070732,2736035866632001277360993,2769464543811367798761481,2788982121684260139611805,2830133453930165268863412,169876656435015929582481,134211232329549507355544,108012666760169594011141,91527899088675968673009,0,0
3516,2438620000000000131072,2864374125580081577865451,2742790502497495697302344,2776389622920240175317866,2795925011032144980541703,2837163748901784170182003,170145409641293148217666,134409668268869400634493,108225837807798621569978,91738774126450896328800,0,0
3528,2403810000000000196608,2837761179195879040271274,2723182167250329592732614,2756635061520226812114891,2776008643148053732751014,2816945113400782147472868,170537810448690439576354,134641511858194311738012,108506554799161374436439,92017273780900054469198,0,0
3540,2451840000000000000000,2874481081948917151329689,2750282574367592984355277,2784145300247839360621743,2803703354478803220301691,2845044167087409127139655,170694732326965797390109,134760158903345276815151,108632909418465041552129,92143683106577823573614,0,0
3552,2536419999999999868928,2939144196145290900774397,2797355839886879247336386,2831893678284083955241929,2851755584192279016155344,2893804108435370007315879,171018551496565071703486,134984701782323356700905,108881953024209180047954,92367899877204075570865,50000000000000000,40164064636615870
3564,2629980000000000131072,3010672701279044092921376,2848520199826005882002605,2883813009951270890284943,2904087532112140251616370,2947478673923121339795384,171537860932618738850840,135543933701497727479782,109241758010039660840905,92440833699882334286397,27224351489828293,50000000000000000
3576,2621350000000000065536,3004074892393790677147245,2843879319770927405893379,2879198126019300398734455,2899348740681509019386471,2942721233378442394151744,171813603783124112382238,135689499818984807465042,109406254799470955913544,92568721556772524834156,0,41788091598288110
3588,2649090000000000196608,3025282681325067913959550,2858908271163364902876910,2894431629163638781579756,2914693550028928179343507,2958426931603482515907805,171877986633146876315624,135703034841920374705331,109435863213543873038922,92611387246568741158693,0,30514709284216010
3600,2630880000000000000000,3011360769413080584659770,2849102509065029427363556,2884633652573774800765760,2904705682199796220765970,2948657108128173917905618,172215434149640694485387,135988617495183587442911,109612018328244037761984,92757284558378876046333,0,0
3612,2526880000000000000000,2931850673924512563596099,2792253613722392157622772,2827179759167020381449035,2846787721449901578528763,2890227033173707907098041,172426716106567630584572,136178559380853679635449,110059954134481996101296,92861659528309623553841,47265469945442786,22154892129869480
3624,2470019999999999868928,2888380058256438395259444,2760703594744658517110758,2795376104134183937478409,2814774462863395277257408,2858023921745873260787241,172899051038531620002673,136585228709853494200585,110533661349078225143167,92981328291261444064605,0,30854530988051686
3636,2524260000000000393216,2929847631134319892042212,2790888469737272981040834,2826007554926234851290808,2845605936306019099570719,2889211179288046169206026,173166198398108744155192,136678059307710927878756,110659031280519302602575,93084464348094468726108,0,0
3648,2658230000000000065536,3032270395486274906050337,2864032788018262583384767,2900195750301313141971384,2920300316587998337256032,2965063061169220426463680,173585751421162125637856,136980821905658047784952,110981815670567445908070,93536706395410429758606,74271757902360813,33373955834217273
3660,2513500000000000131072,2921621394331849859533751,2785016350681975171509771,2820310303422378553978747,2839797364998885418053760,2883288188005099182659916,174204807843303865161380,137489386649119376758980,111485904229632914491778,93878939286677245793064,0,24195541468677176
3672,2453789999999999803392,2875971896239329707544570,2751764107249767708833846,2786685133373898721431158,2805915950937424338660893,2849060736651055670373727,174389055677450604703868,137621379496950386147195,111640256873789531364018,93962526179299226386779,86666666681726186,29165145567863306
3684,2439520000000000000000,2865062193714116003989816,2743782707260926920724841,2778680268101877325577350,2797773242079662284469213,2840895841705366695784868,174558226824351771775005,137739948590107995191882,111668072450285263708870,94003139707855838390960,0,30876456444080916
3696,2793800000000000262144,3135916392076518374262526,2936356285451545945843372,2974068118602111903376842,2996006780839672106040099,3042594886951459827471517,177471479820329847576148,140418593651301626077497,113436899361077829986747,95498947989418879651816,81166476894300926,40657821635612966
3708,3053989999999999541248,3334836889626225891324021,3070086702285687705970552,3109684168961666692713691,3138877460980936179778068,3184846245395712069796595,177814442875521047452604,140772634010455828641252,113557281763001312030495,95785708699125212230868,100000000000000000,50000000000000000
3720,3200670000000000327680,3446976705071063220089608,3143005033557280833091799,3183732301894494693363179,3217593993818663958117621,3262638943672849350858621,178480671399446979785643,141247502189481266400962,113992563095583257393041,96122138975060551349195,80000000000000000,43333333359271150
3732,3172199999999999737856,3425210816431074232255420,3129065644444621370667305,3169849694263118140943473,3204069412217916783910685,3249334397938768512804458,179515635155933257066215,142023395009976747171871,114455848870799054811875,96436119470401773837268,25678275026139913,7020797906115650
3744,3104300000000000131072,3373299898318821420220010,3095502713497218139978673,3136239360369253814682424,3170509822586518754652213,3214850191029473276470138,182411939729370870109237,144311290357494042635912,116904247441860236717856,98852790490617575132890,0,0
3756,3105409999999999672320,3374148515684137267066164,3096138029407754764693032,3137153096720414455460210,3171433307524242193022461,3215786289043906733122907,183721676210617869120775,145194159636707271734931,117796886942162948043938,99758072002975450691471,0,0
3768,3128640000000000000000,3391908318743742344010838,3107760701241158897961620,3149127971065676718919424,3183538813640796080438480,3228060811369304335090310,184668991604176089303263,145802435902076869533234,118412064666541224913952,100382180267434062723242,0,0
3780,3148979999999999868928,3407458658572953078014852,3117891640490719061189784,3159507226244579123033609,3194029223198830956277737,3238697630909529124425311,185169549600735045764538,146092369303022510318261,118710600986111314590850,100683755160141081745828,0,0
3792,3358489999999999934464,3567633274974963796878443,3220001452728273792278739,3263199290050428569666650,3298809651672418942417817,3345192575432318409115258,186156818963859042583642,147046876543368556903578,119629955481768270950965,101352778800183662286573,0,28554859868852350
3804,3475170000000000196608,3656837485951946023959191,3275532503526855304110277,3319753517563667726507013,3355980563867976603768186,3403749347129976039643707,187303804062973404820711,148022904990855110447504,120617056651658814129364,101801650530663066140111,0,50000000000000000
3816,3460690000000000196608,3645767234195465391516582,3268763436330849529378900,3313131680430210420538319,3349286266865472634729899,3396599792209214293103748,188017154307816899472419,148660253315205435737458,121261484179835772444665,102109651061090907437113,0,46666666671447780
3828,3595980000000000131072,3749199165144005790304609,3332106560304615564339621,3377547950381305793164892,3414405322450066759228797,3463711125126061935072608,188859726897111659034826,149306765277733641574640,121915319606807025540087,102227340153990188427680,0,50000000000000000
3840,3694460000000000131072,3824489109410482737530518,3377463118341201242289991,3423628000374389200061973,3460988066085978085308475,3511960466750964220762852,189181484796908672428571,149507977863237022342920,122118780827689073858537,102294892226451964103445,0,36209511999103936
3852,3614000000000000000000,3762975818227693662597558,3340537312577127193699468,3386355976916250483276708,3423286003481824183312666,3473400359597564127503936,189873491847641082947019,149946741389251747230392,122576764465364217946788,102411525498628424427691,0,13560374485666173
3864,3934409999999999934464,4007935719145884029665781,3485535137216139598116326,3533575308492599883311222,3572312762999045919922960,3626723605806499970651774,190617572744793399317352,150656139450575142091979,123108739939900714800118,102633229851384948813881,88790035514880700,50000000000000000
3876,4002670000000000327680,4060121864511750356662497,3515713414515173888216085,3564435078812853108717147,3603173849177193598803108,3658887774263639401572492,191951072466940799325912,151652338812239586072716,123642973819575350465120,102944744108563218337390,53280851328897733,33695174733450093
3888,3850460000000000131072,3943754252643335669986550,3448256433681607846515319,3496149280944465171137900,3534077814570292196123248,3588410724897394018603357,192337456047198160518808,151901318074912250223986,123953270188180746326228,103009717663419545610274,0,0
3900,3718480000000000000000,3842852883387743898464566,3388725434336681061409104,3436089817876524383056144,3473271342205277425889650,3526551888562261801472307,194111487123577379076743,153239411694206915325020,124117905968444569888025,103173288239001812785556,93333333333333333,19271186756586360
3912,3901969999999999672320,3983134685514639112535423,3471392968872053572889327,3520126139054145803323007,3558167477128376563052790,3612595587888639585676024,195052955818130147704385,153958571738279046312663,124755201354501572079773,103515551493226307061238,0,131918675852050
3924,3876659999999999868928,3963784680545255854453827,3460148369822097862632912,3508770231964199794551088,3546676209152203743821300,3600895748712366283599836,195213796536931795189995,154006295670328729446210,124826324626915304447143,103605203939393593928708,0,0
3936,3996860000000000131072,4055680002446466634377738,3513447422630608232174449,3563011946345688805882041,3601467598631517025948381,3656480663245099419848183,196143455082913847136043,154660136555010578802227,125526999007980481402815,104282677636795303055479,0,3384043191966963
3948,3703830000000000065536,3831652663205949363338037,3382270155632574561648546,3430248394120772012424971,3467266825570386743947261,3520317918183273244783840,197447875229727302783024,155833962098213841841593,126708401857176857270942,104751963913264672028822,0,29711259579150330
3960,3440690000000000196608,3630476831216895931881024,3260056947587239202169684,3306956119396715063311424,3345887315797675238999810,3399787169739902327049365,205051626202053250367211,163135841698126532439853,127797058575577468178319,108601465755009432704951,0,44286353717603530
3972,3336000000000000000000,3550439216825566216947693,3210140754969838708122397,3256548620708803380295143,3295048754038098428365322,3347661237538255637643580,205815080772771865091048,163741506110134404664128,127925295347394529970874,108807465601954113324329,51080288871557653,6318580756152163
3984,3469190000000000065536,3652265655461355498465919,3273654009767464886078846,3321140559032366475984729,3360248666456795819046991,3414048353870997377438354,206659393221705170430639,164371943079217376322703,128397880677729639496884,109343634420246501831763,0,26426252068142473
3996,3415190000000000065536,3610981567419216663390230,3248132473175272376943596,3295422614609008074516128,3334207569073852997021485,3387446739583901402227516,207413301231313595332393,164836922746499372953021,128898591990194716337380,109515627359467953045409,0,0
4008,3392550000000000065536,3593672831247472488060720,3237391115484188864053865,3284605827162932824382519,3323263850941609743154560,3376293113778656336185402,207818593856606773829373,165062292327801015520396,129130723033052732403182,109793633223933398385049,0,0
4020,3389100000000000131072,3591035236733670472829055,3235798600406739339039650,3283172210268715477288581,3321790665078402432215120,3374787856399703903904572,208553461861047907437856,165545869843369729882770,129675466431446521622540,110367085524439317349454,0,0
4032,3467280000000000000000,3650805421976904405083558,3272948485166090116714589,3320988627899646163410661,3360034841561081207989822,3413745340177978974889104,208876172959476911879120,165791833876220425738878,129923415425533838288921,110514578252970162092391,0,33970363672496720
4044,3601289999999999934464,3753258767134815496111621,3335643227572977165128141,3384720986375624568220705,3424545198348297610514353,3479816464610328845477042,209467188847252548618007,166266143665631330122850,130319170695725788097663,110736115015673672567695,56310306403450653,35366957586227980
4056,3653500000000000131072,3793174364110372338212076,3359767157758537259638518,3409256295959311242492593,3449281690434727017726271,3505501216219400881032008,209595186394804350174920,166327880148669451103373,130754753085345844492933,110848434653935298832323,7142303622789400,43333333376006766
4068,3348160000000000000000,3559735781836533163393378,3216369367554560767381729,3263987874027718334155651,3302757921973798152621296,3356189214555760955582496,211022551980745913599280,167701792284958269471456,131882221331792778701340,111113700811653293931871,13790601700438206,42587371370845380
4080,3311179999999999606784,3531463826729158343759533,3198616563551632423538054,3246174863749408500178391,3285058247710416382106902,3338639982128336538279969,212017553464050939530816,168455261647163953067300,132283210611318930551786,111915216113611510184185,62159112589171006,21602933664543916
4092,3251209999999999934464,3485615553397911350805379,3169561147955041411696091,3216791024244125118439003,3255431876625993839133663,3308405627802677092237304,212455731012767175951038,168654514955986705250780,132447957982895710978910,112056681015635105777244,64273846112595693,14031397444538073
4104,3216300000000000131072,3458926154998815907266236,3152571868276735918167321,3199833194662963152803519,3238635179514859968967701,3291463934922836322751264,214221941829833827173902,170161459039480497537264,132656051602372833958470,113170587495175244383433,72350813400104080,17470677806967313
4116,3350809999999999934464,3561761760231198000496544,3217886655100180755282916,3266347726452752927898494,3305869793485170214415124,3359643876208836655564139,215671277752437607276872,171271729540701755012061,133773608559381437337789,113927173810702719652418,0,30805708683890036
4128,3310099999999999868928,3530638144968316368944793,3198342927224783062537303,3246736027417982726252632,3286020450175214917711867,3339642547595752640564045,216651892637226240577839,172045458190124975513520,134556349737923142198137,114228747182599668597877,0,0
4140,3370800000000000000000,3577044518008277863331226,3227656512259848925577888,3276984246919618014978634,3316634318825712654754556,3370741525292933676584654,221459042394995262617724,176286156337073013311204,138848578925080979136825,118621188755640456139831,0,0
4152,3325989999999999541248,3542786370134789430379997,3206176217015953895843930,3255312136158950263254613,3294699712442200293821683,3348448712528857290620372,221915231985669436508759,176543805120025697846479,139109212199277519071892,118885895625261011184843,0,0
4164,3399689999999999934464,3599131505110824230818734,3241574042000866579041521,3291477620258207972040393,3331302512167300618566157,3385640933992872610393125,223096151298367300434023,177317222682124964212723,139891972325881270824414,119644114061496348963893,0,46666666671441803
4176,3312340000000000393216,3532350670101911562372028,3199697160178038780433186,3249030152572126607897758,3288340305248291743867543,3341930534229150262557793,223363816540099525776640,177484992592639254611358,140062389028404281892151,119759121227268222296453,0,0
4188,3186449999999999672320,3436105228553299688108467,3138388328513731998864723,3187077084281879590702577,3225518219003546313146586,3278144747554703512413648,225245047023164763027981,178922621806857436511170,141310369106679848742817,120128771109355616477519,0,20642900962158046
4200,3222499999999999868928,3463666179922176948880455,3156150459774250234872689,3205323649649979767101596,3243984512650888293302177,3297016289951471656746269,226086583338387977549281,179589668248132425706900,141984919834294040093887,120311604384101385447592,0,0
4212,3250720000000000000000,3485240938524939143067736,3170009269647015152827585,3219657573237075513602032,3258487389652181273925228,3311567222781334359866097,227286593760270093356212,180560407748107259506151,142954145787116792954069,120818059494806240253598,0,0
4224,2582599999999999737856,2974449736622810314558857,2825652570764037067765894,2870450488778894458578945,2911381161668944912925071,2959563628366053976163596,234672460469908971653056,187825122406849293599112,145095539830311703676935,127267580744125779151258,76090668897201073,38013576441373126
4236,2801480000000000262144,3141787906820287152218471,2943058412538653713358892,2990136065837673082066917,3029924078309877218119038,3082164044314798520542758,237341693303353324087702,190164771015610191962129,146511987833132242191446,127697368062038283043698,0,20095194980398286
4248,2763409999999999672320,3112682624750579289338081,2923043531280132605867756,2969964852483894179623909,3009484169497412330454134,3061303757455243050203454,238042518524607836374953,190807411060306645622496,147163383410709593803479,128339922595637916942015,0,0
4260,2655600000000000000000,3030259707494594328665537,2865507428307552425884192,2911652313212762160085989,2950395415272170858103064,3001096718761611333410570,238582938053253080277002,191208660121658578137401,147570165230108031291753,128557350152899859412022,0,4369703284521033
4272,2709120000000000000000,3071176825865246344355422,2894266278291026106946615,2940955066975166624376847,2980074503760699729900365,3031275093349142599729823,238745412541761043864765,191344589016120321505909,147711881806101775821923,128656539785803816413487,0,23725830940467683
4284,2656519999999999737856,3030963066031605953204776,2866093940989738447851224,2912556078628211486651904,2951288870213774032849550,3001945182847979665202084,239802536915219503073388,192172072341523343551074,148552438002628621391281,129481558815157050138559,0,0
4296,2708679999999999737856,3070840436999719370891402,2894130082195190203688139,2941146020790026867427832,2980258799887659987597535,3031400410516951799032997,240066866474961836761002,192345835457837910151558,148728772396618386793215,129649090792197896345323,0,0
4308,2755309999999999803392,3106490011544256277080848,2918969831861714927013608,2966482879998067423521390,3005900327878152180316310,3057479061743243806907062,240461937670183924728252,192675901760915309748768,149086543699858341200286,130013777581693586899166,0,50000000000000000
4320,2726620000000000131072,3084555928471499133588426,2903783607706104780164216,2951204215069542821546511,2990417691445415048345180,3041721579596266212981928,240972169472368996705806,193006678317345825751920,149438026250761714800870,130361966257004788236373,0,0
4332,2789880000000000262144,3132919473092715873135175,2937311058089630280909064,2985361942359986370910509,3025017006475771674609842,3076968988422375495493493,241177698386836690656663,193120394501413544518848,149559227432223235705531,130440183887459223209536,0,42925010941118036
4344,2797739999999999606784,3138928601463292017395044,2941509171721754757837095,2989855375874111610542735,3029566978516928379442934,3081466156700015443779533,242295221094464671184731,193998103352402083424106,150452543238385693238668,131247592810241542913861,0,33320537745325080
4356,2432690000000000196608,2859840521096934499550113,2742987349542907550005588,2788435703064479236838003,2825779536520875425426843,2876114640988093253096821,245012379527641916334469,196484007939637980645295,151801458500661445351965,132548508283507812002009,68850641948244720,46666666672191933
4368,2352030000000000327680,2798174325884361521109219,2697193949029874651462957,2742113081096677585616713,2779747970738767005928390,2829116127157679381401844,246628920633336800647904,197910661235942524551931,151854982864480684822746,132796014535677961122263,44314176957773646,31034285877168050
4380,2183469999999999803392,2669306809580967055945542,2598834221745947877907387,2642464310002659842852811,2682173729700430347430754,2728496678463604001443144,249520612379744186152528,200484779715025608227532,152713926466886670676438,134713333578358863532853,77940269443355886,39081743417894876
4392,2355800000000000262144,2801056566845820876560865,2699532182720039806451086,2745222403111909819639873,2784871401384167111126622,2834770418629802772018252,254293196929185839150316,205054997176242030123204,154487667467811226447482,138846603964982687729893,0,50000000000000000
4404,2217500000000000131072,2695323430249007446509139,2619190862002022829083830,2663904946072524646020608,2702338940274322123099851,2754079000935314406709402,257934013668944956403745,208431523578939929786704,157690454849669209127368,141268105984535835041007,0,0
4416,2197689999999999934464,2680178286098730860511635,2607519198842253363017947,2652248915558628833622254,2690514585841172871808441,2742028047943345428806850,258733558183094709359279,209163556617535279971251,158433506437318475520528,142025992234016245296520,0,0
4428,2146420000000000131072,2640981338063165373589589,2576968032448180346194712,2621333418040933885669843,2659152843857868068024321,2710048334317905433326187,259182857340577241486779,209573929001224097697071,158850448451845999998654,142415381148428119912683,0,0
4440,1914059999999999868928,2463337436258134623009456,2433591554773256552823387,2475923628694395376683037,2511549724113841796178391,2560784271850360746074349,263015078620577882033117,213072205031104744691646,162126751852065167693619,143555919869867586827460,0,43333333363242810
4452,1900019999999999868928,2452603573367176577360514,2424712957487182873447818,2467098988627420379161016,2502597689121755456898571,2551656206736132097920468,264090932377995609071680,213813858176456431079149,162878398216184021620496,143688647864916675399079,0,20208708402831623
4464,1929299999999999868928,2474988723327803713716557,2443363011093372799872882,2486184095286508473613590,2521957093834757884213865,2571422693914736111946193,264398119746104953874991,214009824781282949538025,163077089049489608677811,143762059980623425353249,0,0
4476,1910640000000000000000,2460722777348798204570430,2431552260638320046986004,2474247096489543048245990,2509838394256622832150030,2559038721337647993594597,264787862100059819252111,214290793290951408288265,163374130437972196790725,144068081378366172720175,0,0
4488,2027890000000000196608,2550362764810667977766000,2505101298452999383519625,2549272428252090779735361,2585931171844890521924049,2636606997308908567899695,265725107137427934744299,215109328693383417529988,164210177321957839571241,144919837851274215995447,50000000000000000,50000000000000000
4500,1966000000000000000000,2503046612793480253488432,2466617267475538497256315,2510209350493553489362373,2546226077560479332116289,2596123781682296571380388,266059952638640246240252,215285024228186719294338,164277623694112027164250,144988761407982234039513,0,0
4512,2007720000000000000000,2534942393406779025249217,2492678453266796428773743,2536792370397071591605193,2573180717411681040372643,2623606073982537993878368,266194158271943736469193,215355483021303848251400,164365779629529264464095,145078889084082008559443,0,26633682742189550
4524,2068829999999999803392,2581662219707801561620931,2530369035164811419856147,2575262786719990496315349,2612125469499655468358587,2663608150212192105122653,266666759988794136615003,215766470073707880018221,164673349801298134276067,145199086190914492125996,0,27939712872571956
4536,2016550000000000065536,2541693106321817258417093,2498222161161079391365287,2542626246781450832777791,2579003521509102141759964,2629758649816851049558393,266926390702724990950929,215963983096548011979770,164909362827376446243672,145508685868784033355149,0,0
4548,1844030000000000065536,2409798090228669632299432,2389016748662605512078790,2431652717169112441590022,2466819588481500769063754,2515262830584167232847777,267929024972294654244913,216887904988116809060767,165629031053712654436129,146340851299523439336108,25670271466208246,50000000000000000
4560,1813099999999999868928,2386151482022310685274501,2368922352755166181168100,2411258517965866931394353,2446513315261807292532760,2494672969304031473515902,268070049283085060166437,216958053534247686347779,166024104595154590271461,146401226310153804539127,93333333333345566,38541571063282826
4572,1868769999999999934464,2428712318713160373023385,2405062509939375061898406,2448192543123726157397634,2483859122425498832465569,2532496709138291437505260,268685998441386426672180,217469744126341108541662,166451015853644101537197,146704000193113445996330,0,0
4584,1783600000000000000000,2363598137628918297313200,2349680147807856635890881,2392033159628364170380035,2426881193900050308894661,2474379601151748446294228,270411491457514320345276,218740807649120622733059,167740384789817468052739,147931350524067485158615,0,37723360097957186
4596,1788280000000000000000,2367176091925903803617070,2352794948173106757150457,2395278102901067793986573,2430172020188274589125242,2477710902808036737035175,270640512323738156396053,218858342146594534197891,167860932257878458254487,148043210067240059249328,0,0
4608,1588070000000000065536,2214111512908923277923866,2217279196703783398083035,2257734486471739085611775,2291781792814795226113178,2339347363813566705793550,274354422056005914474921,222663873783713358769845,169989132738571941138459,149721603214169967361290,32303298004898773,28820969725805336
4620,1593720000000000000000,2218431051750370168344716,2221332508687662619364040,2262343696004699518395993,2296940643201865387179595,2344763916899483940875055,279633661742159004872391,227525034443559215892883,172803033958247794226681,153435333791858942490095,0,0
4632,1593520000000000000000,2218278147720583549179907,2221242346344815785206201,2262437902620159639036394,2297035953182952206849248,2344860752064462742561514,281076091332234981239525,228830255280568866102304,174127499678464142857383,154786404504647925983959,0,0
4644,1674969999999999934464,2280548313850812087009835,2277350519914287577006504,2319771924795547462511116,2355246465381694506107503,2404282834241186994548536,281912783638112400947727,229626602019435057481597,174935901889378808071419,155611474676742987384324,0,50000000000000000
4656,1584240000000000000000,2211183400738527664223336,2214853012518444563394975,2256230800910755906280249,2290733326598311458590311,2338418903088581647946011,282430080577394104346251,229939630698841515368265,175253584318418936969787,155917539329237302127411,0,0
4668,1590529999999999934464,2215992232475288604215642,2219270926974531198088618,2260769328126645455479937,2295340076198585575624897,2343121093956229871652718,282549837020909977147505,229991886656288027898731,175307090903399676318604,155971723238319269430599,0,0
4680,1572800000000000000000,2202437290234785148387431,2206893265728505277076375,2248218277775841100715530,2282574133532401217311025,2330082877145459542003953,282710085911314748071433,230093990205017943444708,175431034615015474320356,156092489149690244754078,0,47979851683751513
4692,1630990000000000065536,2246924717700935901317362,2247396940827617012381039,2289647038121904813167236,2324616753158659121855030,2372954001018956966113880,283497227605973035764739,230826713224818132298044,176171359485690559324729,156803481758480973801044,0,0
