bar,price,hodl,lp5,lp30,lpLive,lpProp,arb5,arb30,arbLive,arbProp,kLive,kProp
0,1308009999999999934464,2000000000000000064852443,2000001574741000518232751,2000002168730666447854647,2000000000000000064853029,2000000000000000064853029,1919548172754548528,0,3992015968063742809,3992015968063742809,0,0
12,1350829999999999803392,2032736752777119628953807,2032521695366784875668260,2032671618709336279571994,2032525292048758734290609,2032590574921172126168447,638700271253578756260,427286748443450925304,394070930439382004208,304772597713063569768,0,34007168234535026
24,1287890000000000196608,1984617854603558721522983,1984678897483300397718652,1985108991593160608682751,1984952970035912630784005,1985049546805365849384827,2872951709091803953312,2323848938963772860422,2287431993136132554836,1885488067293445297197,0,0
36,1329339999999999868928,2016307214776645417618064,2016396672930513073667822,2016912515942985676271255,2016753997216208764917584,2016852119724731040280848,3151525238328277697477,2545504996863489772013,2509069585993257579996,2107137089943344885925,0,0
48,1388310000000000065536,2061390967958961919461590,2060672412154852184590229,2061323752915867623578751,2061161271404144888044896,2061265389030674910252569,3712157986975975339780,3021769123872903201549,2985391113492881567396,2578463061465566288147,50000000000000000,35531604094082956
60,1539109999999999803392,2176680606417382176258327,2169794746931722460283232,2170844540963956928954378,2170673428765022505740667,2170746699238376181050613,10700294890765772288400,9757994741110188022288,9721091143758838456112,9259410105681884665969,78070040652362773,39035020296375266
72,1692660000000000131072,2294072675285358440129275,2275509733320433540669803,2276782937224083738951772,2278158549562747709883449,2278096879723546134312153,11791889267573167652837,10537823103528323261289,10318742289742983298015,9693208173772192648130,52241943041402166,49438002074954936
84,1665520000000000000000,2273323598443439009645759,2257253351015312742438303,2258723442737985893798316,2260572469331513015304157,2260486013206774392434014,13281035859596451000356,11786546198824813725123,10978895725435317294221,10268306283277457546377,0,3289116500591566
96,1818349999999999803392,2390165212804184133215024,2358600957933348915587876,2360334888029064644468334,2363225075797533437694266,2363352621358941301643066,14168331922968725714676,12485003615883419887339,11216292034893435790246,10545915552224872972067,99067482822717806,48826868682506563
108,1784800000000000000000,2364515561807632556440120,2336793702915047490806718,2338666347765420249321875,2340841141439174623072552,2341368493553004934214664,14881931364112682175693,12904002013621697124660,11327061265890771645344,10650772016151804845594,76314607213319440,21847498687213886
120,1790059999999999868928,2368536937790996005318867,2340274548204968377029430,2342271315519330649510834,2344291121472031830462228,2344913245953643690193645,15374838264088064444332,13279005362440969780836,11685051059594697043020,10734238134535623248400,0,14614557191557266
132,1791760000000000000000,2369836622044174421460094,2341439527785235031870878,2343635067432975011429072,2345648498331709759858313,2346249178138443873233628,16723008967236189858807,14508768677095827881118,12936319948439269508178,11702873085862552247147,0,0
144,1779670000000000065536,2360593573443628565029177,2333563667453009219584362,2335860881556652317439900,2337867352104076093155895,2338464416033528247143039,17085104764643954857838,14737899737172411376488,13166479423138575912287,11939226931132425660120,0,0
156,1746099999999999868928,2334928632044098807863225,2311485503097423107233751,2313843295371867363489737,2315821474827792017372486,2316391799158548580172633,17442271395489644463109,14967173247066390343778,13407775878893883041614,12174673110533890939306,0,0
168,1806349999999999803392,2380990971017043323383608,2351059725355359697620582,2353534859298472803822906,2355544456908295509702468,2356113881622629153490696,17742073240543168499874,15165088225819722849349,13610125757703463132249,12394737797138186326657,0,19401160144401683
180,1824790000000000065536,2395088722563284718248863,2363060531302755274849182,2365591066679574388829969,2367608175561551860405927,2368168204637553503696170,17928270678039125042977,15240674988768037629020,13709733043706759691165,12487464585854968322955,0,15876191996997493
192,1808990000000000065536,2383009304210214041236663,2352833283525049573276332,2355414339554256420310360,2357398973076001888431643,2357951273142911273235352,18058675331582828298526,15329114894760903412476,13814888277796751774904,12590120139054729887149,0,0
204,1914680000000000000000,2463811438750469272154642,2420624281308037146294821,2423377557623837059275083,2425393965746431720808635,2426199788582223049993947,18462180067977357662579,15692885411061594368234,14218727795400888125540,12846696778609086438044,80043561660405966,34576550859814283
216,1850070000000000065536,2414415791928197560505276,2379460893355714690471301,2382222700688771002860420,2384170873390930890380724,2384763635819108703088626,18645847682618286960523,15784648501072637080508,14307803739779371474458,12892715294077445304186,0,0
228,1840320000000000000000,2406961720476144930110358,2373206408336909145438266,2375987389367229979295874,2377924439873849673276316,2378511644703877625885028,18730475898924639216560,15806350652221705445385,14347549733293560861381,12941109852431471483466,0,23167958827815393
240,1917560000000000000000,2466013256779384984361941,2422523198608314428684869,2425439072259894316788477,2427389972026021730241987,2428063146044230116640691,18837348241608026000933,15921270862622634686941,14452565938360698333669,13013002183366303402229,26740986681974920,21542725579441466
252,1987460000000000131072,2519453215189487238731846,2466320102001800067012002,2469418744979413008126458,2471318497457799542042618,2472393060827343242844169,19388156061820853965049,16443296232008817397102,14973875418436072679357,13206288042339848512475,50000000000000000,50000000000000000
264,2102429999999999803392,2607350096711799086029846,2536703524348151344405277,2540056368524604255280082,2543134876073218099736331,2544563831768543958097330,20535659061612696663927,17380995568332066170663,15024892317052213930969,14158853387587297952074,86264047160091313,40881817766707556
276,2078409999999999934464,2588986322734538425693930,2522198517648848686639470,2525578717312849613207293,2527995136567069045915876,2529916227078342336903611,20667977821067164798181,17423427833642194640108,15662333355528135499190,14192399592104782492864,36173758892522760,13700133361714553
288,1982230000000000065536,2515454774810591555951994,2463193079411031523540373,2466634471808264826209780,2468912935422008071494751,2470778079719798980524467,21565815903499695736081,18178794018071420973658,16404843383858483653507,14773793071042511589522,50000000000000000,50000000000000000
300,1908299999999999868928,2458933800200304513765287,2416854770557129621746759,2420305871485321943518645,2422611625262473638358424,2424665938164349897045210,21858621630038714326109,18379425199309856549146,16606954807938367213339,14825242609849076622527,68101834036028913,36666667550548403
312,1874320000000000000000,2432955405539714800450516,2395270454016940279520688,2398771925670055437457249,2401409083920584560099040,2403547999598883367745831,22273273724358577348099,18720661377707214303927,16647200896290840059408,15113877177983371318004,60389165516035093,25817907406526326
324,1826030000000000065536,2396036727547955469688851,2364239690721315861814844,2367744526564553361546687,2370378413163752133370909,2372913404564617507061848,22399157740873434725349,18771106788460824512244,16931699860155792290556,15154585123255397551667,0,29706677001082543
336,1881579999999999868928,2438505821820934797027834,2399997258254820671132271,2403799790471733975589575,2406240133731740841675443,2408840793484785040743952,24138495330798474474013,20291161950721818472567,18842859466245636127294,16656282449813190564237,0,0
348,1899259999999999868928,2452022538053990490952572,2411276348508232944670094,2415151246635655179942043,2417603170170066283145010,2420215966656570213268905,24292114780068596012176,20360095276772536765389,18911868842466983505926,16726077387785840999465,0,0
360,1845760000000000000000,2411120710086315067433863,2377103465016207490470050,2381001337947124042581267,2383405993217035344352002,2385980476263131670670408,24525840752488838935164,20532434854669242264431,19090925012207376383626,16904258079486528891387,0,46666666673808336
372,1859960000000000000000,2421976896201100025356068,2386258330804845401013018,2390246060015390531222975,2392648008288005543089565,2395151014825094541946194,24696289170424029452968,20653571443965146461955,19213448247436104515479,16910641319962554249495,0,0
384,1911289999999999934464,2461219715445600953019673,2418996356704607652398765,2423119709535842226185629,2425535731346256579773645,2428049828316470207307287,24998623323973451488671,20837146885907247248105,19421534346940253454598,17120655422079353941671,0,28657966146752920
396,1905059999999999868928,2456456754917776542462712,2415096378018901326622849,2419371718840764573255439,2421674079977066232642195,2424401859639213314147400,25595852311936370483460,21413822499540078138873,19809306514690377902826,17424547921374973902338,0,0
408,1847430000000000065536,2412397458735025210577862,2378323751896432029993790,2382621153946100466570733,2384874300781725549846394,2387539165747377946257048,25919333784409709858856,21586676696458688530512,19996672387679040640222,17564516257288943998187,0,14252658963916383
420,1821369999999999934464,2392474063653949203365527,2361525704855998192636586,2365864751320833164038714,2368091606548584029202778,2370718268246465991600071,26165850874252437088619,21694900476620601118585,20141680704885571716324,17722165643723429757334,0,24737386882084026
432,1804310000000000065536,2379431349913228387017994,2350475291254327095204622,2354882407935131191868074,2357023123605187888767061,2359827569725071395658330,26472392053873621702040,21891900954645905479255,20222440558691013725605,17765118332493228404305,0,41862908031569130
444,1825220000000000131072,2395417466227323950044735,2364081786754604935812477,2368560195772542921428941,2370699900987100477320624,2373505833466060619018887,26606724468510914815898,21958210996509185061080,20332139762640545382596,17841742521750490194337,0,0
456,1790460000000000131072,2368842745850568781244302,2341484748154997902187239,2345948797447977221832919,2348060145642295451180747,2350839025209893293541417,26693752004376736800332,21997337015715223262567,20389667070292327975662,17899891920083266667513,0,30185716364313373
468,1808289999999999934464,2382474140105963305097274,2353141448464346777340654,2357677974160840711951928,2359785828153535578049467,2362571638841596801398375,26860668394034690953151,22098309285264054910598,20526520731718144060069,18015747372690306051698,0,0
480,1810019999999999868928,2383796759963610155548981,2354286921328193853855191,2358851127147250199792284,2360951093728621438272733,2363738219368252418140163,26907925279984002136062,22112286239028972174817,20557779321371530077129,18047030956432688242135,0,0
492,1855270000000000065536,2418391296702625886765484,2383558702758838011852883,2388237277260034363251561,2390326768315659220387182,2393145032760130409190204,27187205987745194690825,22338542479095046088032,20795956328460511164085,18285366043550423299096,0,32548490494872163
504,1789449999999999934464,2368070580500150197093942,2340928675388037015702451,2345597297884354823939074,2347625738922367560190143,2350372921109955849750517,27430628712081973728492,22494084905573486840707,20961805179020783073006,18416937904566843205454,0,24024390842332600
516,1827449999999999934464,2397122346159435103164703,2365676006256805493800142,2370437089100587623044981,2372471918687809326734276,2375216560927074145395772,27516178267887073592625,22546231327941646151954,21013318316449157462004,18452371758898628813712,0,0
528,1903800000000000000000,2455493459530127832629224,2414618713056927665721679,2419544712451579255174862,2421585763414493429882231,2424472160245283622152608,27930160156828156448197,22838078614132891660571,21378399636499465522261,18770514194791160038718,64069016671833180,30703396866197003
540,1865900000000000131072,2426518145885736436358858,2390490518976019149768817,2395424274754843097092658,2397407890983184717222163,2400269885233331246838774,28072142586775417273432,22924047574104113454503,21445620117094812864854,18873277891222789496910,0,0
552,1895489999999999934464,2449140297092531011536796,2409396372293837158544952,2414420370291652578784334,2416404737705311187158332,2419280838328200257131607,28182212107648364022119,22968264741198676733422,21516993940440304657902,18937100640570276273405,0,24251247454787790
564,1903259999999999868928,2455080618649705100847666,2414352546574055439658141,2419421491710455589994593,2421400564303514451246200,2424264753656953819973951,28260022504411327975975,23010211133078600136481,21571564803413713310220,18973104761088580985278,0,0
576,1813929999999999934464,2386786033745921442085984,2357044170316690765566464,2362067864175676712984811,2363960678578449736696859,2366752216324153849682106,28581413795636555554139,23274769436808471663222,21842955769040163162584,19266069395601624557034,58135237474399000,29093651483808560
588,1843630000000000065536,2409492282169099234134454,2376296144843359934283252,2381468638179766462115502,2383316362049052761572931,2386127739023023686339198,28956533053135863775521,23644378204144651109679,22152728440100111454105,19574504844310205290919,0,0
600,1748689999999999934464,2336908739229822755264174,2314343953571927593523995,2319497101688736147834062,2321255188091296180033715,2324419104884672523487388,29963167561052564450476,24524486680354666442324,23084249914581620987716,19981018989150863828801,63107243870753460,43238962637474566
612,1745929999999999934464,2334798663618780919363186,2312549183457497123350959,2317737304700891256584469,2319477907310676699354042,2322661958813047841840182,30160671404260573539192,24577714611102697503178,23148444592778722446948,20040001559470379097097,0,18209395909498096
624,1745880000000000000000,2334760437611333891994259,2312537807533086963230328,2317754907296333423428225,2319491577444121445104341,2322690459596814383495816,30229466019750384653413,24594407753097139974236,23182958045788223898200,20072225307968167912173,0,4146354800396316
636,1662289999999999934464,2270854198362398350470944,2256533472906534508189327,2261733172665203812077535,2263345828174529540024313,2267015572471093455050219,30881093529098606293241,25245824504366142339310,23753774396264695806415,20269892307905390119612,0,28878634251254123
648,1733960000000000000000,2325647357436105306425063,2304698971774753311978965,2310085628726984479580496,2311711720678157445331550,2315336380337246154278092,31243202879574970124239,25495657806579154819680,24018658944380574266636,20398181777449484999640,0,0
660,1733310000000000065536,2325150419339303249744312,2304287252347600802477113,2309694116609752004971779,2311315957497065473862014,2314938871325890393665302,31296833645935578369340,25508923438821575078410,24046755586609826320389,20429056503231409877976,0,0
672,1887140000000000131072,2442756553848977837525878,2404411708519982942153567,2410229353609459103065545,2412339391270237573977327,2416817470056210833336099,31872085872946243562195,26012235477738590191239,24861095002648113522253,20730151214835795759446,52090734581893246,33511467566326606
684,1891640000000000000000,2446196894519157501411531,2407305014069346423175096,2413181045423353702089743,2415167047074882172304185,2419919393599123104818300,32023462793488053216602,26108512131956776347212,25020676519270031399824,20888481599109164674803,50000000000000000,18131913919577933
696,1881369999999999934464,2438345272589659334847469,2400798610544130151368522,2406722285319812594035501,2408689001003458573077524,2413450662439425235181279,32273982918847792947777,26187258789024623820376,25118199652419930686298,20963845882501455629180,0,4250666785037136
708,1860990000000000065536,2422764351954497596034126,2387795899600388352495781,2393756906626091429261274,2395702427527526977109384,2400425070341733931612306,32590880516458039542558,26321617529509159805316,25315590438852550391110,21125388027816833128279,0,0
720,1890720000000000000000,2445493535982143338851520,2406831607705288986760660,2412926550418965127768653,2414873522761466029469471,2419616145902193507365107,32885772598962454705080,26455895696461292770335,25480355744282320864226,21278322621277211785392,0,0
732,1919760000000000000000,2467695201107025849647081,2425282408024484294132123,2431515072896051776371753,2433472055662574083067101,2438208676603735042097015,33527461874761968374469,26881344999864877676197,25936579541787786096797,21703664402575804366398,0,0
744,1960650000000000196608,2498956429996713916845978,2451003317517310167129898,2457348840970602427709509,2459317776278320729771682,2464190291019551139537832,33670317109213019378399,26940304400642646861929,26015816784026426238611,21775617738668337710728,0,29076009588425783
756,1917560000000000000000,2466013256779384984361941,2423947850437388823660534,2430284741587277192087380,2432208204593701488715205,2437002849861993028291352,33842644799974889766918,27055603638528752931649,26153786102415414950813,21882711942783523779139,0,0
768,1859120000000000000000,2421334699276000809516749,2386762530048278283679841,2393082156218446140252106,2394944034358406270178034,2399648876751586501592106,34186001107345696855673,27269896296267437683522,26398018552112700555709,22108650945542713404350,0,21911228414319473
780,1864320000000000000000,2425310204050428850306990,2390120167159377611595687,2396472715224018520155034,2398332307529288402944837,2403021175436794286978217,34258894825071781605106,27288108493256645592721,26431934863017298024955,22116621866286926091691,0,0
792,1890089999999999934464,2445011888288318402235298,2406608685657406833854064,2413054704144702903015534,2414903323494909152198588,2419622587165616652006700,34368189524494365934357,27364741623150189159811,26520221756205671995769,22205918123690437228530,0,2211522361780933
804,1992910000000000065536,2523619850001149280228274,2471243708557486888823828,2477991437472897383709120,2479832254972776723047370,2485053784805369948826828,34988597941447247459756,27925795937875098166854,27149800685932170632384,22502240622882863009260,86858812273576693,44221696477685903
816,1933619999999999868928,2478291450371177124995088,2434240140263774900716444,2440965866355645340592534,2442766177846206653715652,2447591035473366254648650,35540102553818229140728,28358454233166012131100,27476174826377604672176,22536202549645938757008,0,0
828,1894499999999999868928,2448383422145092689268109,2409522393403309336635859,2416236844939281734938188,2418008911887899423994511,2422774512427363336131528,35735902830798417358236,28431301250044862355210,27589546963624073189551,22657501928974315300193,0,0
840,1920990000000000065536,2468635560890208656472882,2426332359698049657037633,2433129034905515423009496,2434900857010709771661115,2439696568733677872074396,35821210575817649703443,28462030112208702621541,27638601511151083737859,22704873510144325221392,0,0
852,1888529999999999934464,2443819236855987689546083,2405768785412467191543029,2412528023179092304641475,2414287369687541396446453,2419042320144872353790359,35954906850710890061170,28505314522540820833424,27713790612508011583468,22781323438895299838402,0,0
864,1852890000000000196608,2416571738748177189825758,2382986546298720807275969,2389733392589762652876795,2391451000339002690448082,2396159820970088919269114,36125851368659850048127,28573745176454013592353,27835174515068303235260,22902179752779315421272,0,27422690106933380
876,1850600000000000000000,2414820987607129404401696,2381535256729175915646183,2388295094668885762558359,2390011974764339041072153,2394703339255894956595634,36180354567966339609177,28587516033857342634870,27860060773675036973327,22921028611472974083001,0,0
888,1865849999999999934464,2426479919878290298499181,2391351460918741218731913,2398169036280584229465966,2399882859744577444665168,2404592880425311581094958,36260219498926526687518,28608932113053422434681,27919023218138348036469,22980747993013292799653,0,0
900,1876180000000000131072,2434377413016720251854714,2397980607245725234532165,2404830879308051245485097,2406545171702757549541313,2411268118263895110275940,36286464140007341274141,28612887481636012795972,27935402420528943995797,22997178400839785510700,0,0
912,1829869999999999803392,2398972484919840527840398,2368222740961960170941697,2375029662318802559872071,2376693640214286523046798,2381357909240700589225734,36377911321670479638768,28691716343150007145399,28016087611032138402431,23078052118257472491074,61846903774493366,30923541390151860
924,1835720000000000000000,2403444927791073354692231,2372031488318692742937251,2378904023952471305123460,2380544580529455065635506,2385210886583261390126949,36496405637396127495214,28769639460680222287146,28091587142580270789301,23150150572028721228699,0,0
936,1830560000000000000000,2399500003822602614406040,2368719742904641065055896,2375599232877080462596822,2377239391033954108603108,2381898225505594545562405,36591124742237906530388,28777949602595103279190,28139944009868685722667,23195727009374743139174,0,0
948,1830800000000000000000,2399683488658344194892114,2368894627457632559518294,2375779725908347922002612,2377426067595161720637634,2382085181537630389327331,36623325989520798894935,28778291412617504325109,28162204497105791852316,23218017173402715305554,0,0
960,1862200000000000000000,2423689421334700722044243,2389144561377733482080639,2396140101102614197550110,2397767303556592719732780,2402472967152359752973097,36684468759242886705261,28823750387970744290059,28216621542468215746882,23268150538601847808959,0,4299819189825243
972,1849289999999999934464,2413819466212032431748453,2380866845190528376474669,2387846625827863218726529,2389471809538379345728201,2394141064639887784148142,36714870912898489214428,28825361842549475017008,28232503574200254460005,23280016440468351578002,0,0
984,1848240000000000000000,2413016720055659665694061,2380210347596475978690936,2387190197590628778826711,2388820012589741558182536,2393487541558573873353410,36749030389392692844743,28825420663654529524993,28251363524900262606315,23300207103006295014450,0,0
996,1837710000000000065536,2404966322887441784823576,2373444206860208224540178,2380417991630167009716058,2382039201518661269108335,2386693230198012319828879,36832513837831764560334,28832780230555544440890,28314297107695369862175,23363743321905205770803,0,0
1008,1785310000000000065536,2364905467083586601244900,2339386179948303334446888,2346318415600641015179812,2347893645364545676823122,2352492683654599711792547,36909657453433699076896,28881846332985122366320,28388483346130037304761,23424473607321987821555,53346790385439993,23821503777600040
1020,1659790000000000065536,2268942897990077160720807,2255684875057169755221672,2262482229603556262491328,2265340667190094105342452,2269830081122737594671770,37456519898240984707175,29421478651540711497962,28626027030081154933674,23540073147598382761802,44558012692846146,50000000000000000
1032,1672329999999999934464,2278529980657640939317515,2264211848877976034902166,2271070318031438888248606,2273227421772252557593287,2278495029666297786138371,37531496907790193308034,29467098695582927327278,29081439078837074898928,23636901755546293221432,19465151999876220,46666666677776626
1044,1642130000000000196608,2255441472159999317853549,2243703406931242419510142,2250563654433820595755366,2252790934524514770034753,2258264980375322297869520,37720259137104360252943,29586792737229685877657,29150373933989848451539,23705197170828764064584,0,36699323563289000
1056,1653249999999999934464,2263942936216085991011624,2251317760219861956102004,2258280615962540703905670,2260431701446278326790046,2265799226218749586429075,37959866461174517763963,29770095975441446182005,29310269302341656089121,23736824474246308704536,0,17409228864618740
1068,1648670000000000065536,2260441433933991624985381,2248215117042406117627360,2255176258967460835240180,2257326396092102668654025,2262706586020231434147740,37990103643227641006396,29771723499196408977503,29318954366312541302057,23792663779248617727650,0,15496137969804693
1080,1641420000000000131072,2254898662854260291308060,2243289554367289398433649,2250260384730508320035178,2252398163637736672961664,2257758145477137326619972,38070744843311546832927,29787579458004776199242,29370765244815358151390,23859607984212673835447,0,5576679699249123
1092,1713720000000000000000,2310173469621793078438027,2292198875678718469418040,2299430047024144652770534,2301528283628740885725126,2306998796394391145010437,38761548859955795748813,30287370964701869116502,29934078064148612493989,24368423566275167658066,0,10712637324091473
1104,1633900000000000131072,2249149471334319186824873,2238213398727280704711250,2245355924594716137511552,2247374618853907287615580,2252740649754561153096452,39018751654999573006833,30465842933639174845577,30125638950722917688126,24573006282649462240522,0,38182345845277850
1116,1631369999999999934464,2247215235357529316632049,2236499819601984764240435,2243643827925114946066921,2245665715523251989437542,2251028859273974562972439,39061518818781382128394,30467352631216687239977,30139790482972647906973,24581549044451648339658,0,0
1128,1631489999999999934464,2247306977775400886611854,2236604239435054079657755,2243774411091568573102111,2245787079395427751514571,2251152992843108621485635,39142603975423649410447,30488010096362718808572,30191892290353428302456,24627407588803823580666,0,0
1140,1624990000000000065536,2242337596807365040509593,2232166843499300566305609,2239352864014586076892701,2241349974401901786814064,2246701138748131557206881,39217705121649991914765,30513379579083253543840,30248543793930674735628,24676748119977198376850,0,0
1152,1623689999999999934464,2241343720613758183556968,2231294558788034959492796,2238489335616500038667372,2240488394052762668577236,2245836948029225965464625,39266049496195925627577,30518673811151510686736,30273290534182902652543,24703402641403741365063,0,0
1164,1608489999999999934464,2229723014350043515131700,2220862672761857802624919,2228163736201409543650893,2230012664247698870653257,2235339275836285232445449,39622986683062018485926,30892946944138695726018,30391135793788243157172,24843036915677976887711,0,0
1176,1624510000000000065536,2241970627135879360487673,2231916300972472157121088,2239294917502755076694588,2241138846809558592627843,2246494671361558484020041,39690995015484148048728,30916636271478460703228,30434739921517666856256,24886966928485864927374,0,32722121546070380
1188,1635720000000000000000,2250540898005367186233736,2239625446123709882270921,2247052252256330844744502,2248900301808355007825978,2254259786606292482653741,39756542427712137336792,30934204524115066236210,30469158653462568893312,24912271388537389679385,0,0
1200,1655040000000000000000,2265311427282666149885694,2252834974040826847200540,2260340904004367949887410,2262181088634038644790148,2267566632511679998643470,39824960877642324793856,30978400458839605026968,30526269641925050836329,24965956306386519352398,0,39077227856128933
1212,1629880000000000000000,2246076100335625203505434,2235666698555408578907185,2243154681388834237391702,2244970992924005649119387,2250307406650592939644095,39899826157231970181689,30997147782916256997450,30572698422675369889918,25005529489348669225235,0,0
1224,1596869999999999803392,2220839290219495150811855,2212938474564318581763732,2220396923799556166436716,2222158989036824178259416,2227443466462647155033001,40050743262843923194011,31071264092715657715596,30656908171099959172079,25142472413271143256209,0,13887481939443746
1236,1593929999999999934464,2218591600981644416351970,2210919705081127587524576,2218374550187787496700541,2220140209452823068742306,2225415199584877023567360,40083114637739994760212,31071491786337080484336,30673226973858637461707,25155242472445074141158,0,0
1248,1591000000000000000000,2216351556945284300204882,2208908573761149523301991,2216387617206281110331590,2218139724575344908842952,2223401392177609922151446,40171682689886943841795,31092955964882322877290,30699432520742751452254,25204195161376713041304,0,0
1260,1621950000000000065536,2240013455554622306167860,2230321434738700156467171,2237950817093622237703292,2239684728307462485051580,2245002862424043532922973,40506075696082725106091,31300244602024487738479,30945439538736384010005,25446875678608582867491,0,14114904078272003
1272,1675890000000000196608,2281251672387828123587150,2267132766159812138351771,2274963999338006651290275,2276707164942350209897165,2282332788167987978399461,40767962086429933417679,31504688377336333927715,31201986385139915086061,25522266102920474872279,0,27417904511337630
1284,1725430000000000065536,2319126000565746961978913,2300424756758101688746387,2308433112344852749425416,2310180012484358985465589,2316212431700603318490887,41064273653234139580901,31719417274870871298080,31458097823044023363471,25641652343417546565698,56937831101380686,22223692967587626
1296,1646380000000000131072,2258690682792946638803238,2247141087917506469192619,2255036179175061013498945,2256734115127516088288538,2262305704154843138047359,41276003365463751034659,31849194815664528394129,31585800672494153218228,25677473343132818190104,0,6057416362542230
1308,1634499999999999868928,2249608183423674094196293,2239043304090708625853228,2246956463590005240909564,2248618487788014149766255,2254172673426745450615355,41394648834013146648959,31899146805021288236292,31640472227121629855922,25712763608281032199744,0,0
1320,1618520000000000000000,2237391151443796412891973,2228092910417456859798496,2235997321747461169469182,2237640619405578867733905,2243164008931387826829780,41459188219349122028195,31921667724020433074300,31683364746495795016432,25760566580494114500934,0,12950211329707970
1332,1579480000000000000000,2207544284829627262817376,2201083267108253087201553,2208950404101704477712729,2210553044594793628742297,2216053222960216400835014,41614014756393880201206,32023600422935764242118,31809165261239475796956,25869750500729527908596,0,16657387268103906
1344,1551360000000000000000,2186045978241756797022087,2181424485096861718012378,2189263906662917313440515,2190822624521857827831999,2196490738624941408937520,41703712600799938085897,32057014739376145668619,31857339063268129103613,25918686792070816200748,50000000000000000,16412239572611266
1356,1547130000000000196608,2182812058011790304437062,2178465823352078846196367,2186326042500039348159351,2187853126783328579942441,2193550867540311336734886,41731843052607336809018,32081122126084969269341,31884952020304552436012,25991482798672042902525,0,23769124979388976
1368,1583120000000000000000,2210327138171727356814785,2203678972886054546816858,2211661095326738289641339,2213189234592033462176998,2218943857291148425095507,41779204641789704686123,32109743817623190608205,31920561468136965662172,26020458486076067648552,0,0
1380,1579310000000000065536,2207414316404310460029607,2201048621334077440902072,2209072614134224589210988,2210579208047777896016728,2216309433809184887389802,41886005245127512467918,32169878897817382820448,31997897302783587390367,26085636571830447072841,0,0
1392,1613750000000000065536,2233744390333407574811646,2224949450422331775358381,2233144145046351302847900,2234633684708410240381861,2240513563740797073259123,42143902022122768991776,32353948764235453670368,32209796460446572804311,26189484698962230954535,0,0
1404,1629449999999999934464,2245747356671585104605052,2235767289804258780083804,2244028031042093271617511,2245518587427271566062015,2251460527214033539504803,42201651652316901105405,32394160608959401891254,32247012777100577565763,26267922031246618875208,0,7850984964590753
1416,1845280000000000000000,2410753740414830451471142,2379289424127067359291198,2388285152117608083345067,2391935643610709876933918,2399129751579169265072349,43139507983124371802244,33228958122755160488532,32693625161610448482906,26851179732197869518199,92662681117980446,50000000000000000
1428,1812420000000000131072,2385631608321037879802913,2358060815995915870633800,2367126779411834279316310,2368977362182485838498307,2377298027933776104451242,43961005612717376247479,33768882865459166176750,33385625495835814373629,26936312257515927579513,43443643740240886,34697500463023050
1440,1788600000000000000000,2367420738373561493443927,2342544541890678275637721,2351617360158796616463316,2353328060433520119948483,2361569185365819489521871,44152046752344131749395,33912544007739146998145,33412500902216069464534,26972896924105975439815,0,2711428325287613
1452,1815449999999999934464,2387948104372291882542797,2360084467251963541534189,2369254089845614453728798,2370970688197611777131290,2379264440625386509841490,44241407832774380591397,33943949099000676343023,33486358476299947561915,27031582828824175057443,0,28049848289401426
1464,1799950000000000065536,2376098042063899419984853,2350014910004513809142655,2359195672885533795520112,2360896828830078350631384,2369138091035922039442324,44386435559381094638987,33981093635310647043868,33554110255886144331469,27083871224540498037910,0,0
1476,1790230000000000065536,2368666906216313797300743,2343694084886583512905144,2352949832536252791649374,2354624129299970297622157,2362793853650149841154975,44673322570959597438802,34198252757054328530292,33791194140762098593217,27253983124074124096736,0,36710806925206270
1488,1889180000000000131072,2444316174952791131771571,2407619464154589265900580,2417204679518932633038967,2418899778206352675269950,2427518642979017712837372,44820963968073660097993,34340680708925531506766,33930992767063789444903,27309408203871118723267,86666666681447940,31690072268965450
1500,1873769999999999934464,2432534919457803422402947,2397807108244609090118077,2407392836658416991879752,2409043463599750605936083,2417611817840109576074511,44979486261038755795012,34392443148653261933143,33998130754626893194099,27349291882101640970800,0,25907600163029256
1512,1914130000000000196608,2463390952668559201392839,2423524442861948348578439,2433272461029849596569855,2434927767664599363057221,2443619823592254228776463,45210875884526754320887,34491386380715127171948,34150012864151627443240,27399370975810760941425,0,19615617594249173
1524,2059150000000000065536,2574261664666173125186391,2513716374992098352092788,2524050320916355798066893,2525733016790666485423330,2535803239862617651113021,47299992489959349864924,36273943343303566814436,35284030803733093865810,28609682549277212038316,23997600493713833,18969904081674953
1536,2047650000000000196608,2565469682953494474321502,2506708611286077777188545,2517050094687685588932430,2518670373980028530436356,2528712329947677533885490,47359533384130907353984,36292988596239607419454,35325711286238520855161,28632742489030821344535,0,10159728255793720
1548,2011790000000000065536,2538053990412917538262440,2484710510060898013342361,2495133807385721910139388,2496695540375516028237480,2506740015263407317601264,48241511923275660343637,36984721249891216632138,36100545131336085222849,29213428572914555619189,0,0
1560,1966529999999999934464,2503451808472414576833995,2456643320298306742833802,2467084177736627727016746,2468626802914849969215568,2478513447709839432575967,48870496866397275071570,37443682911123781588650,36561410973530811312743,29549387421268277256763,0,21531511127581650
1572,1953009999999999934464,2493115496058901543508903,2448215630645068937023453,2458712010627264487644456,2460249358753844331240568,2470104932731313975108742,49151702094600364907056,37680954847916777370301,36798842909804174697710,29598112200936621093951,0,8957854677350460
