block,phase,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on,lp_vf,cum_lvr_vf,cum_noise_vf
1707,4,1616619999999999868928,1621005129969473071836,1621021687148049122475,0,2,79010804933767719,5568582960842640050895555,5547650656157106667638812,270006619526849217094618,283564209113720882117087,3110141621249250429508,5563767782505767784736377,267151324051762432644067,3925809870788349528402
1708,4,1582700000000000131072,1577961971690902674841,1577944134517338998076,0,2,541311730885964046,5509854256401041858252640,5489142721484427052356753,270400500500069956562097,283956944761151647945750,3110141621249250429508,5505112235224140250174329,267525231596384368062412,3928269738967092831505
1709,4,1620089999999999934464,1617630152300317861538,1617620881437965832011,0,2,681919044301826417,5574552605736578736838539,5553597834780715578886512,270884235661584971637817,284439275170352725970992,3110141621249250429508,5569783734487870292013223,267981140311787072089142,3929864956365517608494
1710,4,1617430000000000065536,1619039706212513485389,1619045781456982932646,0,2,262030603652617105,5569973422485280559484535,5549035857786196516897844,270884246322132866766708,284439284829808249785207,3110141621249250429508,5565209784071288595075067,267981140311787072089142,3931190585701177935921
1711,4,1655360000000000000000,1657036907820319012855,1657043236720780114197,0,2,249160025686197011,5634905098203807534185179,5613723455121515898647541,271230928848722807799553,284784547349770679869292,3110141621249250429508,5630109266341652612993632,268301507755249912997929,3932214114621349589958
1712,4,1631420000000000131072,1632201392913110358167,1632204341611786231892,0,2,53346108525889726,5594009835879424259204399,5572981914150379259859844,271400668022754472899921,284953731391992905616712,3110141621249250429508,5589267037556211736364373,268453272343903705585562,3932763510009484553052
1713,4,1568369999999999934464,1564821791426230677831,1564808426169615078657,0,2,111450366657721212,5484851375196491771015816,5464233806169526327198628,272491801233926041684985,286040861485277241745996,3110141621249250429508,5480248077507250021902797,269499383092859830800290,3935249453824099415123
1714,4,1557589999999999803392,1559902203053321236447,1559910930683722603876,0,2,413044990278459619,5465967142893596572695479,5445420544674460271459981,272506461777608937087178,286055413108769866174431,3110141621249250429508,5461388590306108169926271,269507426930401286141893,3937390713382124256978
1715,4,1566059999999999868928,1561095664443066413372,1561076977783352327214,0,2,430044424968770410,5480814050948735496690438,5460211683753680411960240,272517095836761466981590,286065977125992279638031,3110141621249250429508,5476232076488504489055011,269513052469230684386215,3941395513564084866405
1716,4,1556310000000000065536,1554791968656702892449,1554786245041806532237,0,2,418306849438002923,5463719911197778745392230,5443181753916722472858029,272523533926048582388707,286072341099630783696390,3110141621249250429508,5459156588584151752069703,269516154521364225279374,3942448574081575972490
1717,4,1579320000000000000000,1583739715351780810534,1583756403475055743809,0,2,446579363137401217,5503966902924079800975586,5483277492458101508459677,272692096717098012982484,286240349260885733042246,3110141621249250429508,5499387864711100524993993,269669368969392227757407,3945131017157386735731
1718,4,1543569999999999934464,1543189103717645562034,1543187666790374974272,0,2,147443016398325420,5441310263427052146065399,5420856339586212961849383,273141031190706558789402,286687963140959588031360,3110141621249250429508,5436809968044457763164068,270091436109770557272045,3945382580095716077181
1719,4,1578400000000000000000,1575855133976571893424,1575845543370278460453,0,2,364743357822374218,5502359978062907268217144,5481676581080042472071613,273491107720757356285674,287036752520526953677604,3110141621249250429508,5497837844897395128043701,270414220610474567437500,3947319745192926823468
1720,4,1572670000000000065536,1575596372113881471988,1575607419024741920170,0,2,98684359179336752,5492363987898997732623974,5471718170294534970805972,273493918136319206272096,287039535553044008411069,3110141621249250429508,5487854910171377981795063,270414475047757046117515,3949646949709428675276
1721,4,1576849999999999934464,1579672825769973865271,1579683481610122201524,0,2,100302080426401502,5499658045401010833633761,5478984808075913684017693,273494352994297981623486,287039961171956640677122,3110141621249250429508,5495143375091637848921576,270414475047757046117515,3949646949709428675276
1722,4,1578760000000000000000,1582838835609968143852,1582854235799193308379,0,2,64920144574562124,5502990217418720051794896,5482304472350280798807216,273494582821222700761401,287040195510163639136448,3110141621249250429508,5498476007716619761739288,270414475047757046117515,3951273939247735329730
1723,4,1584099999999999868928,1581373999384937581345,1581363726994058908391,0,2,34591461188156025,5512286478469383493067942,5491565769606116016305476,273495019906041862274865,287040620378336989147976,3110141621249250429508,5507767618624908021023314,270414475047757046117515,3952685410901721077942
1724,4,1582000000000000000000,1583040674887850828482,1583044602200534855801,0,2,49321183210578038,5508629774783310188984769,5487922798348851317321581,273495127766439544585053,287040731389518102195846,3110141621249250429508,5504114124792055560988238,270414475047757046117515,3952790622986205952470
1725,4,1603500000000000131072,1603264197606916422127,1603263307978046362209,0,2,28320791559408144,5545935386056141479587880,5525088175432814714555228,273609442421583695875265,287154572335234980579579,3110141621249250429508,5541397588528916422863197,270527767905311826658460,3952881414302974824577
1726,4,1576499999999999868928,1571278972672628519972,1571259321884222175871,0,2,198963712689431569,5499053020603504292016054,5478382097941308547694712,273804246935614175316689,287348631784094122705967,3110141621249250429508,5494567024206925597967725,270711114339432623968472,3955059223747745600633
1727,4,1572099999999999868928,1567096383129331156674,1567077548789851354341,0,2,151350753551638340,5491373172228174408053002,5470731113743105377419541,273804434250447566203677,287348827436984684003523,3110141621249250429508,5486896440477813289582327,270711114339432623968472,3957598682961405458280
1728,4,1573489999999999934464,1578762259490204115950,1578782169428999446646,0,2,188257774883023241,5493800988612126608505327,5473149809278080160575616,273815818788148882548337,287360236236691679088596,3110141621249250429508,5489327574721728225377708,270719590125785316011876,3959958886629684262878
1729,4,1574280000000000000000,1573241592657373594935,1573237676494390898617,0,2,40174031644386063,5495172561165882895390777,5474516170503195713381412,273821371260204639434302,287365817017803986161175,3110141621249250429508,5490700459408907313917698,270723166928211551391558,3960415872669857727164
1730,4,1581089999999999934464,1576856220385024369878,1576840277745452004889,0,2,102334919898803598,5507049857986126410653720,5486348855481027198790915,273838417909181529156571,287382816582596616164440,3110141621249250429508,5502572942568154740410881,270737052328731928965249,3962100254834764637261
1731,4,1579059999999999868928,1576452298426522069784,1576442471307502020384,0,2,49926717731915879,5503510337915946824947203,5482822617387778484182669,273839759732062955371858,287384172786346570608276,3110141621249250429508,5499038015588665537306644,270737608764996018707998,3963027789250606259175
1732,4,1562969999999999934464,1558625896435765198782,1558609539617653538826,0,2,55822098723601094,5475402674287084779038938,5454820636425444073163632,273890251438596562328188,287434401705202880463597,3110141621249250429508,5470958643603560737932034,270783928733075031703399,3964341375671806961468
1733,4,1570190000000000065536,1565585562909272667395,1565568227862662080554,0,2,286906777403112122,5488035271402834219240275,5467405752141068451113224,273927736204716939723402,287471851675048338477276,3110141621249250429508,5483586590614014866176203,270817386705781030769239,3965919173284435932233
1734,4,1582750000000000065536,1584561331672676551042,1584568168133948442152,0,2,156453418703163517,5509935998300947631063632,5489224116305097700057123,274009624771388279012489,287553598192404168351651,3110141621249250429508,5505475737280118848031658,270893658764320162593857,3966502010453434748280
1735,4,1578380000000000131072,1579877128410466893763,1579882778705259641869,0,2,125547526291974839,5502323944979914838337375,5481640674617627726089298,274020132266018713064264,287564089311705500076572,3110141621249250429508,5497872654389918887202892,270901894352591037430293,3967049313460801395223
1736,4,1573150000000000065536,1575635987617761602880,1575645371439658635743,0,2,51425454615338007,5493201434507230863495868,5472552463961684389488841,274032634882150100782398,287576565818169252461099,3110141621249250429508,5488760594360803235296842,270912156042586100395062,3967874819618458441152
1737,4,1578080000000000000000,1581398816155969570805,1581411345283719966159,0,2,17676879657034572,5501803428664613512452592,5481122133122356103052677,274034286983454985848124,287578199084905588424970,3110141621249250429508,5497357379664255766297298,270913062508617014345003,3968869534790766773185
1738,4,1623769999999999934464,1627542319089875320306,1627556561057221217326,0,2,79035494975011207,5580882399094663924055370,5559903850564226394400276,274522005101619643889789,288063792723568317930030,3110141621249250429508,5576385466974570945410820,271388372130082526750664,3969901492714225163916
1739,4,1611480000000000000000,1606663919222585798297,1606645788137370434364,0,1,510332492843580972,5559724459076256657880602,5538825461975236837347156,274590367834179654429225,288132018710498183565081,3110141621249250429508,5555253938729697177667255,271449457151907763906876,3972043173888173532786
1740,4,1585349999999999803392,1582711511988065064423,1582701568946892701657,0,1,210855356550552713,5514460766764277122956308,5493731883745914968108485,274713305370580243286395,288254287222526824886471,3110141621249250429508,5510038080637353146833737,271562145641021620430891,3973300799643770732783
1741,4,1590480000000000000000,1588303548362007983431,1588295344657158421426,0,1,47610383967119077,5523375002369310113619130,5502612606024668669754476,274729857612181000464167,288270819586752799093205,3110141621249250429508,5518950351595298987870002,271574624230833453307124,3974431754003186776456
1742,4,1576790000000000065536,1576698071239035022598,1576697724389523144257,0,1,10724646331730415,5499551215138497172576098,5478878362849687513519568,274766244661788241447361,288307018404189389838443,3110141621249250429508,5495151068022862108257673,271605580711669477711502,3974474827435255656718
1743,4,1563049999999999934464,1566530366264960468907,1566543505679782535002,0,1,110447099229273689,5475540884500821947507222,5454958312687865279442228,274817976257314482066992,288358552932150753660434,3110141621249250429508,5471167726406517650946619,271651111172933215065110,3976055090898545305640
1744,4,1578779999999999868928,1580223407295070324086,1580228854794841342751,0,1,208881846205917062,5503021068529740776552782,5482335177345486992611909,274859710762554839665502,288400041061850228951837,3110141621249250429508,5498631894931874608629509,271687456688566855077588,3976676508329448669697
1745,4,1570190000000000065536,1568014467284025792924,1568006267148577884333,0,1,28725836660017463,5488030673829994735956633,5467401137250127118532357,274887543218118677763196,288427798916309901190106,3110141621249250429508,5483658737375428304432421,271710919508899606096033,3977614660254109403554
1746,4,1592900000000000131072,1593839373664592867960,1593842918624846843003,0,1,159978750340175860,5527574404265522144059572,5506796214399598865562187,275058857341245744907581,288598582454796225637897,3110141621249250429508,5523181948156716258165188,271871494098836230797794,3978008870436484081756
1747,4,1576809999999999934464,1573196964901761212167,1573183355756950920873,0,1,131000360607627887,5499589708447517079510847,5478916738677332051138012,275138182384771802420635,288677642043894145479718,3110141621249250429508,5495229395874348144049299,271942544188145504551620,3979735013287230848647
1748,4,1568470000000000065536,1572692799847367354525,1572708744026444814862,0,1,84584383580958976,5485027670008741015132251,5464409449119833847543964,275144390984142504550990,288683791794292620202136,3110141621249250429508,5480683463744393294873185,271946354092657785285054,3981866574808080639046
1749,4,1619230000000000065536,1616120207215871282615,1616108490345578156472,0,1,89604137146534427,5573073792354963184569569,5552124587537484008685149,275736810812052546196129,289273574409869376832263,3110141621249250429508,5568681260724871225960676,272518152705129360778999,3983209575984713866155
1750,4,1617109999999999803392,1621815201995133877129,1621832968563096983583,0,1,296234425682247914,5569427588156431355850274,5548492114297009009754970,275737071784975506435242,289273840595568846633322,3110141621249250429508,5565041126632680577675118,272518152705129360778999,3985835688718029641935
1751,4,1608380000000000131072,1613389966444950696724,1613408884756537105460,0,1,332163969546335247,5554374766600882485269534,5533495882716712267904597,275785116006256401110319,289321830364405259943768,3110141621249250429508,5550009466765121588303329,272559411257625051637615,3988354883581639550501
1752,4,1638170000000000196608,1642109377489268634472,1642124250470344919229,0,1,223366923952049459,5605574379171401374459063,5584503015462659908815938,275947906474869650566335,289483759471532327610443,3110141621249250429508,5601182188145506281231812,272710441865449037213377,3990154126184978497397
1753,4,1614510000000000065536,1618080298286810002362,1618093777170183303655,0,1,414075468880264138,5564946028275921931502286,5544027381951422222565533,276147763150395942830740,289683077724255487786900,3110141621249250429508,5560601937187743151911315,272895716374399530821369,3992037508373006200310
1754,4,1648740000000000131072,1652215267907993078470,1652228387684870786840,0,1,139132545739600204,5623628847401715250174506,5602489609851808178938989,276395448583003793383558,289929613143786818133392,3110141621249250429508,5619257766104331542637556,273126102458471820215714,3993918881251413507289
1755,4,1695600000000000000000,1689974703754762578333,1689953531480638266413,0,1,349773150438171747,5702990203651827352319592,5681552681980081880418392,276874384717163579877991,290406456646133875566258,3110141621249250429508,5698587607116715992678948,273578189177410539533345,3997373695562196425909
1756,4,1698819999999999868928,1693721402705195583413,1693702208214275744327,0,1,504242068632706493,5708401284890149392218060,5686943412200493316988357,276893830278052191921983,290425922206343240577638,3110141621249250429508,5704003981636674939402481,273591664345200042205276,4000830624243907945671
1757,4,1699040000000000000000,1698653563203262137791,1698652105353250419747,0,1,517459167248596900,5708764486458248227850550,5687305200248428367169085,276900844839237417257662,290432961010419110584217,3110141621249250429508,5704370283974727072396516,273595523617159638295718,4001060529322846456846
1758,4,1704880000000000000000,1703112817014630010994,1703106154300548323835,0,1,536545845211253208,5718567984873634150556673,5697071852754509792859130,276910414078584085630987,290442498751846034406196,3110141621249250429508,5714170437594477275706514,273601820734493959435464,4001987623104882083880
1759,4,1716280000000000000000,1712019458439656894287,1712003412659829167596,0,1,555207869285035178,5737658928614302489834366,5716091061064324137848502,276952954028977140260002,290484921860287773795473,3110141621249250429508,5733254797629582763958958,273638234291263169292841,4003955512234375667928
1760,4,1740910000000000065536,1735595241218485952033,1735575233732668722639,0,1,593518821617629901,5778684576543667591569062,5756962510761580312027603,277155236031020577730904,290686669281752630714825,3110141621249250429508,5774263657047705939940774,273828030397514188355350,4006227465308048256415
1761,4,1729920000000000000000,1725241306072112527985,1725223688428366056238,0,1,678849045950230623,5760414436775326500721751,5738761037507516566625409,277162960297252389784469,290694310438667031934111,3110141621249250429508,5756012242308476761365482,273833112426332255433347,4008368111994354972529
1762,4,1744180000000000131072,1746207455268600178418,1746215107473947565197,0,1,515141671225670333,5784103379688331279735603,5762360901110323775777855,277249139337247597715399,290780326215206240277649,3110141621249250429508,5779692176859465689064258,273911009392355194589429,4009237640860184684970
1763,4,1756809999999999934464,1752625510170792549821,1752609749615898864365,0,1,606316069113958721,5805010749388722442731061,5783189703573988944401885,277275728908333042180939,290806777497014181104911,3110141621249250429508,5800590305359695065687425,273932800911711270884966,4011121160854325444754
1764,4,1752619999999999868928,1751318240481024622548,1751313331441084889347,0,1,631102411598754208,5798080406671662976818514,5776285384014899314642664,277275728915496908045299,290806777521712416022152,3110141621249250429508,5793665764805145037160649,273932800911711270884966,4011653873762343279785
1765,4,1757180000000000131072,1757868919918317574739,1757871519600167604165,0,1,606894321389563072,5805617995517777099314687,5783794636837177515138159,277283831672783048939862,290814863369588099129575,3110141621249250429508,5801199931309810590694613,273938824263724377962238,4011896684118514717310
1766,4,1756859999999999868928,1759696318927953542609,1759707025232039822399,0,1,638478309441437926,5805091117715996028000292,5783269752949754163763152,277284070843856740200445,290815102870753847963039,3110141621249250429508,5800674712523246140150567,273938824263724377962238,4012816723334088609733
1767,4,1789969999999999934464,1795274370739561147840,1795294400002875933407,0,1,647744629358396377,5859542027479791677144713,5837516015406418727945776,277497184999922690991584,291027264498399750478069,3110141621249250429508,5855094269175124281887524,274143166647239930316304,4014278100562247406792
1768,4,1791560000000000000000,1795977650789399839942,1795994329729315609219,0,1,777184633750931933,5862141944260887228698500,5840106144268993800822862,277500328215788429679123,291030429725969357268108,3110141621249250429508,5857695303589329749505360,274144898044361661600818,4015938127739810450276
1769,4,1779470000000000065536,1782221000103985496941,1782231384175530732277,0,1,779053596679642347,5842326002634634066743201,5820364670574572273058517,277562597274889731414119,291092589557999022667701,3110141621249250429508,5837900639283601742079958,274201794420276020775061,4016833456810343142833
1770,4,1760390000000000065536,1754683038844092651793,1754661557974030008884,0,1,490327343687656618,5810925947408425631365443,5789082692898968794007682,277672935875649997535139,291202617350099382551649,3110141621249250429508,5806533462249378878273860,274304897106622787107014,4018698017058617507373
1771,4,1768900000000000131072,1767880752951424004155,1767876908806455204182,0,1,74749455004252942,5824947039952342666885511,5803051024237478092766897,277720350444103520906973,291249997115968748437194,3110141621249250429508,5820549935461328499119126,274346692986467428221001,4019098044290089331660
1772,4,1758900000000000131072,1762414813865067662720,1762428082571449244893,0,1,200897098640053229,5808461471245214658915961,5786627444862865194657733,277739182667112400012592,291268742531355683403547,3110141621249250429508,5804081626692381745267063,274362040464787794012143,4020448032431514735669
1773,4,1773539999999999868928,1776376100875007196077,1776386806314967286252,0,1,126244370087502588,5832583362451643640023129,5810658653939060800588623,277768051897312906048413,291297434462749750373668,3110141621249250429508,5828190192616402963855235,274386984457771415846978,4021426770527972234724
1774,4,1780209999999999934464,1776561691955884421806,1776547947439620369977,0,1,263495281129831425,5843541985175986569638561,5821576092250297105274674,277771447063467495781007,291300797983109768621206,3110141621249250429508,5839143194864177716393545,274389032326048343310217,4022699257684913573550
1775,4,1784700000000000131072,1781356714006364049008,1781344116947043489581,0,1,265292981074045895,5850906053665380874666642,5828912475369780810084635,277786724662650826909682,291316069724858281865006,3110141621249250429508,5846505153531613192612576,274401875315284244925412,4023692312344870523323
1776,4,1778349999999999803392,1775352767239306327780,1775341472462070159037,0,1,315971328110136779,5840487465786568081746967,5818533047318283077360087,277788808073802592614941,291318127963567191625971,3110141621249250429508,5836096037389123708747149,274403133341451566110558,4024504130301893486478
1777,4,1770929999999999934464,1769335170232123848532,1769329156715790963159,0,1,194551866393800624,5828288802600739719712258,5806380227807960772267928,277793340732048657916157,291322620577753962455038,3110141621249250429508,5823908084740829840347150,274406529121630150600413,4024910727234999379881
1778,4,1758259999999999868928,1759109929916304062958,1759113137252792166231,0,1,76983945816580603,5807401907283253567228654,5785571843302673215554307,277821962629881788050607,291351104025971188126279,3110141621249250429508,5803039768079155091549400,274432455526878605133610,4025116966786502712683
1779,4,1787740000000000131072,1788026853076175389900,1788027935471082070822,0,1,100757117526666164,5855884500383116850507687,5833872188853753838405954,278012747057736568587501,291541128365143503374573,3110141621249250429508,5851493049062486558547506,274616032036164846596570,4025186600979619387711
1780,4,1791929999999999934464,1789300358838104069658,1789290447665137942621,0,1,288088969014455038,5862744384913183625673912,5840706298787325282332348,278016231597686171877070,291544597879495337298009,3110141621249250429508,5858349894622610629088456,274618265095184904617684,4026028076804259752318
1781,4,1798710000000000065536,1793287611698966080307,1793267198450318933045,0,1,300778356738009960,5873830250219960981775179,5851750530719274430811091,278036430691605666830474,291564763570280453445168,3110141621249250429508,5869431582770734236277716,274635842641676761673540,4027516945288190780920
1782,4,1770480000000000000000,1767098733016084599613,1767085993200190838537,0,1,343798148018563539,5827550331119062259134828,5805644547833298154027560,278155777290767318178567,291683450161232699699414,3110141621249250429508,5823192887770942347948107,274749327681174976771347,4028360477461026928176
1783,4,1770230000000000065536,1765211215955583737971,1765192319563485169418,0,1,91041463297197263,5827142087543686445905601,5805237862999984969011703,278158060337408765343956,291685743187754369955312,3110141621249250429508,5822787557382642526580151,274750609752265673828627,4029942456984921175994
1784,4,1779500000000000131072,1777780602748460933206,1777774119854781759012,0,1,115502631433134825,5842374189909951997698794,5820412668731409590672515,278205527518526985298111,291733157604432117877429,3110141621249250429508,5838012722947762486325311,274794090407522826747625,4030419628435615181187
1785,4,1796390000000000065536,1795081711093532555164,1795076777376986111256,0,1,78247556596078474,5870034656993297376889863,5847969157715248660132816,278285094618179046312521,291812481137956628151460,3110141621249250429508,5865658213875183345550997,274868326058330762096741,4030792253455084764715
1786,4,1789670000000000065536,1786237999535237508252,1786225068644332681109,0,1,279268529437616498,5859047261573421925335544,5837023081375904842449875,278291771114185045546496,291819120432933806309912,3110141621249250429508,5854681741784672410208116,274873318356785588609334,4031844651720627372164
1787,4,1770569999999999934464,1771505067568427816271,1771508596224040098157,0,1,131255432967255841,5827695988158849096947987,5805789638835724958637126,278348314193131473407873,291875358432144368988086,3110141621249250429508,5823358761202020386414295,274925159363753249508221,4032124871081287604198
1788,4,1750470000000000065536,1749101961538382703264,1749096802705935530368,0,1,78982906836064886,5794523004591428045216407,5772741354555383990300416,278451665161413557922045,291978355244964890035825,3110141621249250429508,5790217438631249315477386,275021920340349631826169,4032550687248228918902
1789,4,1755600000000000000000,1759100530433177094438,1759113745203961348694,0,2,310604968758661982,5803010062306346560953148,5781196527693524097527287,278461639557361501689120,291988307960626060358562,3110141621249250429508,5798701752450714201437024,275029563214738677679173,4033783674524289129095
1790,4,1746800000000000000000,1752191061271820800110,1752211418503200317462,0,2,157256090206138419,5788451905876979151037196,5766693125520943203348634,278497266981753504129602,292023877497929792672482,3110141621249250429508,5784160470501425587791553,275060962923294240309258,4035615703239191497512
1791,4,1721779999999999868928,1718544949547845155887,1718532760357168892768,0,2,230400113286596902,5746843144079776717245108,5725240738774244023683060,278717475886619734955488,292243549884911929853524,3110141621249250429508,5742593248121429895923082,275271418034437121940910,4036641117022154265957
1792,4,1740030000000000065536,1738124457734298305867,1738117273688907717786,0,2,487975198630050212,5777217995179257764283470,5755501397991781381988259,278828951440013959424327,292354733236201953821157,3110141621249250429508,5772955249783985517287485,275373948780138777970923,4037423705379007317587
1793,4,1742430000000000065536,1748509014313648338541,1748531971639788055434,0,2,209676671320563223,5781208739624780341787912,5759477200636491406812246,278833374749656358966566,292359154654736441970021,3110141621249250429508,5776947489193004523084591,275376536532497860547893,4039984328595778665343
1794,4,1729529999999999934464,1731944480800639952458,1731953594286226889130,0,2,84231828742233060,5759761195425467836572833,5738110222494629270029656,278919130348370035432563,292444793579496456926376,3110141621249250429508,5755524402455822335234539,275454580600708714180611,4040967422734323409203
1795,4,1752190000000000065536,1758175054289443969164,1758197656364063952393,0,2,233636190092069968,5797377118471399043910423,5775584799880389269278367,279017007188883230244090,292542214221197592202144,3110141621249250429508,5793123436571912029955705,275543989919395826353664,4043377827321616451079
1796,4,1742710000000000065536,1744635150663877493296,1744642416636815439513,0,2,53307535462450563,5781665341872619296890086,5759932027182217446891467,279073419830762580526663,292598578475779587744624,3110141621249250429508,5777431085642902313940776,275593337048398958807401,4044256826452045028957
1797,4,1738259999999999868928,1743163215089883302345,1743181728932288972734,0,2,76645031977715469,5774283745899558856507593,5752578215152650424261286,279083093002328421081101,292608237224888799774795,3110141621249250429508,5770059887560372795713729,275600200217220209217231,4046409240040915601294
1798,4,1747520000000000000000,1742143274227085222007,1742123033831221250210,0,2,91049176243543991,5789644731707945910865150,5767881467522443292516463,279087602553044285791254,292612691676050265923903,3110141621249250429508,5785413352627032071128893,275603036734713995719940,4048441889548834235712
1799,4,1744259999999999868928,1747936532800422292934,1747950412389214043182,0,2,102471245505255549,5784238257074768278637616,5762495288275607866928802,279088668633572800626051,292613774170210279693432,3110141621249250429508,5780012727298294930454333,275603408534992802332638,4049637640618782091203
1800,4,1775160000000000000000,1777421288452569365542,1777429823450616370730,0,2,17174064392728110,5835245894958159585548236,5813311172853048652045910,279262883941904655093859,292787156297177972138813,3110141621249250429508,5830991978851552252153084,275769272813767350847236,4050307105076394541816
1801,4,1772569999999999934464,1770355179141356084259,1770346830062766385704,0,2,302652348118299142,5830987419052103620737548,5809068704266682580893543,279268328620571188920025,292792599585815609832516,3110141621249250429508,5826739238986884051443930,275772903251194767628251,4051127803758798125751
1802,4,1800320000000000000000,1794678669157152884317,1794657433579866592785,0,2,197193127031301292,5876458993151809028183088,5854369396269353152816814,279475262119464313907627,292998871088979004766072,3110141621249250429508,5872189924648459010583497,275969401009602017221944,4053050058922599311900
1803,4,1790390000000000065536,1792274999438525620963,1792282113778828973936,0,1,394689665807797686,5860223828327333739616452,5838195211199336482496272,279479455214890164032831,293003007205317869091105,3110141621249250429508,5855968911078170339544265,275971922624374952891122,4053776341176312999672
1804,4,1791880000000000000000,1789677234846904132120,1789668931087589828174,0,1,356140560208482055,5862662118943653716594434,5840624338504982669595806,279479490817692451205251,293003043963313318915632,3110141621249250429508,5858405812148653235578490,275971922624374952891122,4054117910233485422739
1805,4,1796099999999999868928,1798159194362916252467,1798166966329803270292,0,1,310037216964308004,5869561397545798623672619,5847497681573882210420064,279488906549968876485475,293012448616076723660104,3110141621249250429508,5865302832610324593731806,275978427199587370728682,4054721317314220483052
1806,4,1795689999999999934464,1789454895476632110304,1789431430772089497856,0,1,389615826031160542,5868899342470441922797591,5846838174709647428380019,279490291764432231939128,293013837318523120866821,3110141621249250429508,5864643725508369644762174,275979115173848337024718,4056452835507408757078
1807,4,1798840000000000000000,1798410843276274731932,1798409224277006463985,0,1,219756481168860037,5874035857912057774969068,5851955315472991244690747,279510383191986939427295,293033953698794412478374,3110141621249250429508,5869779196208073801947412,275996634353595554163025,4056570449167780118030
1808,4,1799109999999999803392,1800033461198704161517,1800036946042509696440,0,1,320317406606278770,5874476829715434127499662,5852394630801643048081065,279510494130320273196183,293034064732658769501504,3110141621249250429508,5870220282297605365590480,275996634353595554163025,4056816509712256168110
1809,4,1813790000000000065536,1817627364813101237336,1817641851600917805256,0,1,338438143852788578,5898397898932631443393778,5876225803884341096667786,279553230048265292776367,293076618355842205257827,3110141621249250429508,5894128112758809627865830,276036133993060151866915,4057693132607916474282
1810,4,1823539999999999868928,1820155275611126368465,1820142522252176018599,0,1,505665689791140532,5914229273970032314662964,5891997663089007885704891,279561027446519342817520,293084348362854105032309,3110141621249250429508,5909950489596582784186103,276042362082864688889823,4058581092296243506390
1811,4,1786990000000000065536,1793122649550820226718,1793145809100064351206,0,1,525814703863523960,5854664600019756700480929,5832656938605884095729337,279808506745928234593632,293330709536739542156648,3110141621249250429508,5850438110539894156242981,276281885140147993863992,4060013295700110515905
1812,4,1810650000000000196608,1814156956587694496458,1814170195428560652396,0,1,6289229406124899,5893289555986253302584269,5871136659208613937148797,279878210000481638824832,293399966493423382665727,3110141621249250429508,5889041547215390591029944,276346145256305972272333,4061061638728819992680
1813,4,1797890000000000196608,1793992138754819357238,1793977455394622561220,0,1,242718742208401740,5872487976696210714869487,5850413278469539471777961,279937763094736937859341,293459391902357355223970,3110141621249250429508,5868261777346877262150038,276400155850593024494091,4062369758379833363441
1814,4,1802900000000000131072,1804202169116940060005,1804207083339410753977,0,1,20152118521994111,5880661342156917823215105,5858555897046138984390653,279955797017334524376701,293477417460871666877202,3110141621249250429508,5876433002816947185225427,276414907508657240711181,4062843910204271268605
1815,4,1820160000000000000000,1815247814478306056627,1815229317539782653672,0,1,94286066122387022,5908748453140823496954523,5886537466094366901483651,280013070812654042036719,293534440671457344942805,3110141621249250429508,5904507227239996375012442,276466570773378521863399,4064548523768849247093
1816,4,1820529999999999934464,1825226453716840109745,1825244185788727165676,0,1,206861222517234689,5909348492987139229986636,5887135246693247710186407,280019307336172458991859,293540697405172647887606,3110141621249250429508,5905110206422457558404585,276471024813127181885613,4066117583543835751445
1817,4,1806000000000000000000,1805127487702303586102,1805124196744580559452,0,1,298938652130666095,5885714716457896303536260,5863590274085165287617773,280101810392521748898622,293623041209741138457318,3110141621249250429508,5881499900425133124543033,276547241269875400610065,4066401063885065230709
1818,4,1779840000000000000000,1777704828937333081506,1777696779807350159367,0,1,18083083076886115,5842932669429937585126814,5820969051707947727618967,280247174752692574222831,293767821717396738394502,3110141621249250429508,5838758194110462762321090,276683596834444476279156,4067155863499993306053
1819,4,1786550000000000065536,1781440476464203353170,1781421238787421367133,0,1,246797263630992884,5853941189801971563252055,5831936228228513265631772,280265200567279149881486,293785812552856992765798,3110141621249250429508,5849764591119329899895299,276697963004939183876864,4069237418238614292914
1820,4,1779529999999999934464,1779371375181233150023,1779370776699724049367,0,1,196572779626567789,5842422760366306483643272,5820461051515626350099891,280266041400214899905367,293786633448899795723962,3110141621249250429508,5838255119491983492215691,276698106435053325586842,4069295115289224443935
1821,4,1775840000000000000000,1772119172117363230236,1772105154877483020817,0,1,217113329042126893,5836365451599874907072182,5814426536334099804175903,280268920584293606357608,293789500838918243699208,3110141621249250429508,5832204437414038669737012,276699863941211931031397,4070466279563926764166
1822,4,1773390000000000065536,1776032622828199916290,1776042597673664238148,0,1,291953612575614186,5832336462328439884001070,5810412680071443088917765,280269295236883644892382,293789882365386815873308,3110141621249250429508,5828179489274153866706294,276699863941211931031397,4071249724273959550920
1823,4,1774880000000000000000,1779422028337079406044,1779439177267253746518,0,1,217967331864050736,5834789255702677741225534,5812856277068406244753557,280269602626590327980533,293790193921125306252958,3110141621249250429508,5830632070914354669139065,276699863941211931031397,4072455721445969641681
