id,block,pool,kind,zeroForOne,amount_in,amount_out
2156,11156845,poincare,noise,0,4141624785314443105739,2001634052606387634
2157,11156845,control,noise,0,4141624785314443105739,2001625755012872874
2158,11156846,poincare,arb,1,5215432625438259306,10762620846582424747126
2159,11156846,control,arb,1,5207435204364666592,10746161832771870382621
2160,11156846,poincare,noise,1,2332349771473556532,4783009627559189859553
2161,11156846,control,noise,1,2332349771473556532,4782986630074397512601
2162,11156847,poincare,arb,1,2003928080660395936,4094790019401640657257
2163,11156847,control,arb,1,1993148606334442997,4072743856046503478443
2164,11156847,poincare,noise,1,1208918748387199286,2463734458376787290491
2165,11156847,control,noise,1,1208918748387199286,2463728334524533128485
2166,11156848,poincare,arb,0,10768369951528627705829,5266178012334416812
2167,11156848,control,arb,0,10747719485192467965675,5256092145247294849
2168,11156848,poincare,noise,1,2424308064409631958,4968916528879113368444
2169,11156848,control,noise,1,2424308064409631958,4968891703175064233804
2170,11156849,poincare,arb,0,29950508306218340575836,14466875534856298801
2171,11156849,control,arb,0,29888382195410352802440,14436939135185241508
2172,11156849,poincare,noise,0,4058503250147278748158,1933774484075771010
2173,11156849,control,noise,0,4058503250147278748158,1933766684135816191
2174,11156850,poincare,arb,0,1318109390930002786349,626699936557701381
2175,11156850,control,arb,0,1304743767254258627559,620342699657155987
2176,11156850,poincare,noise,0,834290903453003266584,396326463741194728
2177,11156850,control,noise,0,834290903453003266584,396326135404912896
2178,11156851,poincare,arb,1,1110804881222759079,2336910193583706636212
2179,11156851,control,arb,1,1109028443969955701,2333174859591749795317
2180,11156851,poincare,noise,1,975712230377232470,2049114972952169615705
2181,11156851,control,noise,1,975712230377232470,2049110799600189716584
2182,11156852,poincare,arb,0,18848685782370939340451,8915307495143690243
2183,11156852,control,arb,0,18806919861178460593808,8895570599531041721
2184,11156852,poincare,noise,1,310339407383622710,660880889725794354165
2185,11156852,control,noise,1,310339407383622710,660880458505511468458
2186,11156853,poincare,arb,0,3520969670173529967801,1651521351918893230
2187,11156853,control,arb,0,3513859396219435559360,1648187332091165875
2188,11156853,poincare,noise,1,1349567947884962736,2877951679767911445883
2189,11156853,control,noise,1,1349567947884962736,2877943511555642435491
2190,11156854,poincare,arb,0,2801014457059615500643,1313529499203684599
2191,11156854,control,arb,0,2801197545691389835914,1313619086528471878
2192,11156854,poincare,noise,0,195774321778310670627,91699060842564898
2193,11156854,control,noise,0,195774321778310670627,91699043138974179
2194,11156855,poincare,arb,0,3512302903471180166746,1642722805058966364
2195,11156855,control,arb,0,3503085061669701217616,1638411254959157154
2196,11156855,poincare,noise,0,3045401057902004484564,1420663750918639313
2197,11156855,control,noise,0,3045401057902004484564,1420659495426398980
2198,11156856,poincare,arb,1,1655346043165696083,3547772523488103205320
2199,11156856,control,arb,1,1654758395227146526,3546523687389486565854
2200,11156856,poincare,noise,1,1662576771044821354,3553282792466479635334
2201,11156856,control,noise,1,1662576771044821354,3553270356432831126181
2202,11156857,poincare,arb,1,22333411531912861056,46781697176888715262020
2203,11156857,control,arb,1,22273760340578268285,46656582800762482199133
2204,11156857,poincare,noise,0,688798319691066662112,334940268263858782
2205,11156857,control,noise,0,688798319691066662112,334940036476605729
2206,11156858,poincare,arb,1,387745048166428659,797355442206341553208
2207,11156858,control,arb,1,387613549936236016,797085582027876083643
2208,11156858,poincare,noise,0,5682047118733050762714,2757685429288263462
2209,11156858,control,noise,0,5682047118733050762714,2757669717591687138
2210,11156859,poincare,arb,1,9541674883323732462,19550101213034891791210
2211,11156859,control,arb,1,9524794975502979399,19515626869333210722181
2212,11156859,poincare,noise,0,3188255501409786683013,1566380569050546970
2213,11156859,control,noise,0,3188255501409786683013,1566375528318934243
2214,11156860,poincare,arb,0,12940424346104492190864,6316277818918206533
2215,11156860,control,arb,0,12900330353916644711715,6296687502384705079
2216,11156860,poincare,noise,1,1296977040129641544,2668226664716243925626
2217,11156860,control,noise,1,1296977040129641544,2668219516156370773351
2218,11156861,poincare,arb,0,6184680070387225578370,3002008522942888311
2219,11156861,control,arb,0,6175931434197313634820,2997770016158808022
2220,11156861,poincare,noise,1,1930391238612636004,3980490539563810820112
2221,11156861,control,noise,1,1930391238612636004,3980474652967662434111
2222,11156862,poincare,arb,1,439342339579699643,904148892616743090120
2223,11156862,control,arb,1,433451461933816776,892022142798387776262
2224,11156862,poincare,noise,0,2208439744557292123659,1072557158847712480
2225,11156862,control,noise,0,2208439744557292123659,1072554781283174056
2226,11156863,poincare,arb,1,1955644814709983462,4023806967648012641373
2227,11156863,control,arb,1,1953447185586726596,4019294179251887880195
2228,11156863,poincare,noise,1,2288060385797429076,4691238193500695805083
2229,11156863,control,noise,1,2288060385797429076,4691216067412962182612
2230,11156864,poincare,arb,0,11764274870722471531704,5721470605367981142
2231,11156864,control,arb,0,11746670011270196957809,5712935553285441778
2232,11156864,poincare,noise,0,4469407355608713459211,2159494424929226632
2233,11156864,control,noise,0,4469407355608713459211,2159484766329770696
2234,11156865,poincare,arb,1,3034068020721365195,6274911593113915236228
2235,11156865,control,arb,1,3031884275510425564,6270423322934455033270
2236,11156865,poincare,noise,0,1388943302417521348787,672907161953801365
2237,11156865,control,noise,0,1388943302417521348787,672906224810366855
2238,11156866,poincare,arb,1,4122661664940608438,8485249010923682282021
2239,11156866,control,arb,1,4114085045757452527,8467608433497050986011
2240,11156866,poincare,noise,0,6131714249551611639201,2981991903810951472
2241,11156866,control,noise,0,6131714249551611639201,2981973552624516424
2242,11156867,poincare,arb,1,2614212462479791222,5377106265734851970852
2243,11156867,control,arb,1,2615108367524305853,5378982132011204364556
2244,11156867,poincare,noise,0,3792254052368031675499,1844875111209667146
2245,11156867,control,noise,0,3792254052368031675499,1844868085042458557
2246,11156868,poincare,arb,1,1497999477528414326,3080114937071492062153
2247,11156868,control,arb,1,1498854743196523815,3081885230759215083893
2248,11156868,poincare,noise,1,834708670559174032,1712972953261281698309
2249,11156868,control,noise,1,834708670559174032,1712970002762716808614
2250,11156869,poincare,arb,1,277525999715772998,569009073868287186548
2251,11156869,control,arb,1,274761115757342292,563339286707381321949
2252,11156869,poincare,noise,0,4614526781825499859256,2246998752788610556
2253,11156869,control,noise,0,4614526781825499859256,2246988336462105584
2254,11156870,poincare,arb,1,1120072565183932304,2302373887421897298185
2255,11156870,control,arb,1,1122863554191855011,2308121626292144278922
2256,11156870,poincare,noise,0,3147079632663699685861,1530488900809386463
2257,11156870,control,noise,0,3147079632663699685861,1530484063818344618
2258,11156871,poincare,arb,1,2083259416935184439,4281757079848767454539
2259,11156871,control,arb,1,2081880457761499367,4278936405798983012658
2260,11156871,poincare,noise,1,2167880673919345194,4440020364631983913535
2261,11156871,control,noise,1,2167880673919345194,4440000533079273025433
2262,11156872,poincare,arb,0,7034528963684329344715,3431079834799346280
2263,11156872,control,arb,0,7028059490345360305705,3427939670956623354
2264,11156872,poincare,noise,0,3297140511276260026521,1601483686649312628
2265,11156872,control,noise,0,3297140511276260026521,1601478387384512676
2266,11156873,poincare,arb,0,1763387155840902390445,854766310834224135
2267,11156873,control,arb,0,1750807282058916967780,848665662858358695
2268,11156873,poincare,noise,0,3853450770244373575997,1863666872060221339
2269,11156873,control,noise,0,3853450770244373575997,1863659681011102603
2270,11156874,poincare,arb,1,1645087864854891192,3402119007554578235270
2271,11156874,control,arb,1,1645624035388380137,3403240964983115138172
2272,11156874,poincare,noise,0,2274849652523490396848,1100497476114986923
2273,11156874,control,noise,0,2274849652523490396848,1100494968196913765
2274,11156875,poincare,arb,1,3675614676409159457,7581677682362615504642
2275,11156875,control,arb,1,3669210731430675033,7568485534984018246603
2276,11156875,poincare,noise,1,1110174800919610480,2280874948951998094280
2277,11156875,control,noise,1,1110174800919610480,2280869721378184490681
2278,11156876,poincare,arb,1,4636973625462261321,9481565869210799272424
2279,11156876,control,arb,1,4622686893610164477,9452331058868792994411
2280,11156876,poincare,noise,0,630977825212196773449,309686820091728206
2281,11156876,control,noise,0,630977825212196773449,309686622854711432
2282,11156877,poincare,arb,0,2336061566136390883252,1145173203626309199
2283,11156877,control,arb,0,2328685856822147164023,1141556790763997075
2284,11156877,poincare,noise,0,2440724303370060739597,1194170054630645593
2285,11156877,control,noise,0,2440724303370060739597,1194167118358709062
2286,11156878,poincare,arb,0,4719985071601529421131,2302668879684430689
2287,11156878,control,arb,0,4702184394270594326387,2293979087584292969
2288,11156878,poincare,noise,0,2613714081512788311761,1271344696876025478
2289,11156878,control,noise,0,2613714081512788311761,1271341359177821264
2290,11156879,poincare,arb,0,2214866979123597618933,1075245415216004712
2291,11156879,control,arb,0,2202863697196380224223,1069415407190206719
2292,11156879,poincare,noise,1,2336699068946275250,4808267658839196256101
2293,11156879,control,noise,1,2336699068946275250,4808244457424946759166
2294,11156880,poincare,arb,0,33519364729078453668479,16103396406783339827
2295,11156880,control,arb,0,33447969133114744792115,16069174024000984130
2296,11156880,poincare,noise,1,1276455502016251454,2690003372524822181610
2297,11156880,control,noise,1,1276455502016251454,2689996193733523544054
2298,11156881,poincare,arb,0,13994073237952954385224,6610693500504888579
2299,11156881,control,arb,0,13965965477269008913986,6597433215183242496
2300,11156881,poincare,noise,0,3502234812190071147881,1642973164737985859
2301,11156881,control,noise,0,3502234812190071147881,1642967489700665123
2302,11156882,poincare,arb,1,25849306743373213,55176808623517761686
2303,11156882,control,arb,1,29863610522806678,63745787484323571827
2304,11156882,poincare,noise,0,2926025262640659623441,1369232634507142190
2305,11156882,control,noise,0,2926025262640659623441,1369228687613710979
2306,11156883,poincare,arb,0,7227886530835841180616,3368749617529344470
2307,11156883,control,arb,0,7202645105996815539080,3356975500427749585
2308,11156883,poincare,noise,0,3338475665288863210217,1549513442860734063
2309,11156883,control,noise,0,3338475665288863210217,1549508367893925347
2310,11156884,poincare,arb,0,4454600836152591005105,2061217662459445309
2311,11156884,control,arb,0,4435228168871564500689,2052246886575606963
2312,11156884,poincare,noise,1,1874525893882512714,4051774322102995752591
2313,11156884,control,noise,1,1874525893882512714,4051758244588418966088
2314,11156885,poincare,arb,1,3724780420997907494,8012914749817210378142
2315,11156885,control,arb,1,3710861207164620332,7982939435973558435622
2316,11156885,poincare,noise,0,3269804351972039206289,1522802105848293497
2317,11156885,control,noise,0,3269804351972039206289,1522797212596219111
2318,11156886,poincare,arb,1,11892953126971943017,25314606691093345318900
2319,11156886,control,arb,1,11867169263713727087,25259805917494780094585
2320,11156886,poincare,noise,0,2349144418873288711739,1113728232115587214
2321,11156886,control,noise,0,2349144418873288711739,1113725637502101548
2322,11156887,poincare,arb,1,783132711814163009,1652290413354917361125
2323,11156887,control,arb,1,783951938597941019,1654022710065960938327
2324,11156887,poincare,noise,0,2286346601740519039819,1083381669661828962
2325,11156887,control,noise,0,2286346601740519039819,1083379213835013156
2326,11156888,poincare,arb,1,2356411789655637938,4967613840840521491303
2327,11156888,control,arb,1,2353244731383458778,4960948527327303295081
2328,11156888,poincare,noise,0,5301543323354047901792,2514478810185355518
2329,11156888,control,noise,0,5301543323354047901792,2514465595236421462
2330,11156889,poincare,arb,1,6601459531302735889,13871013022409411672705
2331,11156889,control,arb,1,6591286565236315438,13849710333384874183318
2332,11156889,poincare,noise,0,1236356580141062682949,591376119320562671
2333,11156889,control,noise,0,1236356580141062682949,591375390848799937
2334,11156890,poincare,arb,1,3294338247613030878,6871761486506168283900
2335,11156890,control,arb,1,3287618274697185017,6857752535840191598376
2336,11156890,poincare,noise,1,3043946209379941690,6315983632816527438353
2337,11156890,control,noise,1,3043946209379941690,6315943778095147383241
2338,11156891,poincare,arb,0,26082785607115185117712,12471592690705484751
2339,11156891,control,arb,0,26033607818512725408271,12448156675610280942
2340,11156891,poincare,noise,0,1926462509597618820748,910891725767096958
2341,11156891,control,noise,0,1926462509597618820748,910889987700816406
2342,11156892,poincare,arb,0,72348160962288838424482,33226859072880389522
2343,11156892,control,arb,0,72163523025310004595161,33141998396491676681
2344,11156892,poincare,noise,0,4409465627188362296172,1965154930481148664
2345,11156892,control,noise,0,4409465627188362296172,1965146601923414286
2346,11156893,poincare,arb,1,3339796537550015066,7485017853117033399699
2347,11156893,control,arb,1,3336371012397396114,7477372393718897627173
2348,11156893,poincare,noise,0,4301182906811516562694,1892713708371259208
2349,11156893,control,noise,0,4301182906811516562694,1921528806285612798
2350,11156894,control,arb,0,6702142338570452199622,2981422954421699112
2351,11156894,poincare,noise,1,2939137425480102082,6573042885608741793477
2352,11156894,control,noise,1,2939137425480102082,6607328343716412366252
2353,11156895,poincare,arb,0,9674792318344376629404,4320909908443931718
2354,11156895,control,arb,0,2956262405366507856470,1316890462347176322
2355,11156895,poincare,noise,0,6762176661379918658549,3000994890138284105
2356,11156895,control,noise,0,6762176661379918658549,3000975337976337289
2357,11156896,poincare,arb,1,11284337693288381511,25245858806834709837267
2358,11156896,control,arb,1,11263623632111718357,25199680502269214922187
2359,11156896,poincare,noise,0,4356228813402462553339,1962911429975126131
2360,11156896,control,noise,0,4356228813402462553339,1962903124595430702
2361,11156897,poincare,arb,1,3026371560329834881,6710191509581655786562
2362,11156897,control,arb,1,3023706382504144880,6704310538167812976008
2363,11156897,poincare,noise,1,1705175932907184576,3765424520217361011847
2364,11156897,control,noise,1,1705175932907184576,3765410712946066408070
2365,11156898,poincare,arb,1,3898954186250230313,8568506904984531847806
2366,11156898,control,arb,1,3884953229869861497,8537706503411461596005
2367,11156898,poincare,noise,1,1791358599698507258,3917625219973371817813
2368,11156898,control,noise,1,1791358599698507258,3917610201928419835692
2369,11156899,poincare,arb,1,174297068512193860,380540191700798790323
2370,11156899,control,arb,1,169386215501239761,369816981837954101029
2371,11156899,poincare,noise,1,1692616039448026834,3689577988643650166186
2372,11156899,control,noise,1,1692616039448026834,3689564645719598904443
2373,11156900,poincare,arb,0,2940314555174465152206,1349282584368413349
2374,11156900,control,arb,0,2942173118224464447700,1350140344025359665
2375,11156900,poincare,noise,0,353311802235484268908,161922437282643926
2376,11156900,control,noise,0,353311802235484268908,161922381199606927
2377,11156901,poincare,arb,1,532417463680148894,1161357709419504771158
2378,11156901,control,arb,1,531491789420260039,1159338945533001722744
2379,11156901,poincare,noise,0,5902937212030462254267,2701153036564823065
2380,11156901,control,noise,0,5902937212030462254267,2701137434715347241
2381,11156902,poincare,arb,0,16284022674569583521179,7387301397539315739
2382,11156902,control,arb,0,16228592366746540926392,7362112729060666642
2383,11156902,poincare,noise,1,551945181514371458,1223825869610731176861
2384,11156902,control,noise,1,551945181514371458,1223824413327691033744
2385,11156903,poincare,arb,0,381834318215133918452,172263496652423882
2386,11156903,control,arb,0,383936433179204871619,173212066117291396
2387,11156903,poincare,noise,1,644244766108013020,1427434511552876041024
2388,11156903,control,noise,1,644244766108013020,1427432529748355453828
2389,11156904,poincare,arb,1,6342364110544119564,13968573833138712865729
2390,11156904,control,arb,1,6324909268481421121,13930111532943615880078
2391,11156904,poincare,noise,1,1181290675731360370,2584968620881426742887
2392,11156904,control,noise,1,1181290675731360370,2584962082610960703130
2393,11156905,poincare,arb,0,410552948325227007178,187775861399277133
2394,11156905,control,arb,0,415978814074107136936,190257987488955637
2395,11156905,poincare,noise,0,2807660928423231768561,1282534355074868565
2396,11156905,control,noise,0,2807660928423231768561,1282530832514265567
2397,11156906,poincare,arb,1,3075653238990681288,6722761070669685109565
2398,11156906,control,arb,1,3071169916934934605,6712979865531534279748
2399,11156906,poincare,noise,0,1786526931590829453836,818912285587182372
2400,11156906,control,noise,0,1786526931590829453836,818910851649360051
2401,11156907,poincare,arb,0,19455058592500120484884,8844283942508398063
2402,11156907,control,arb,0,19401990140117828948807,8820143540691548035
2403,11156907,poincare,noise,1,1559170410525514076,3451237838945593118983
2404,11156907,control,noise,1,1559170410525514076,3451226252812944726837
2405,11156908,poincare,arb,0,8557511883199666240753,3858386966892438982
2406,11156908,control,arb,0,8544743148564091987535,3852642769304186858
2407,11156908,poincare,noise,0,4629202847614364538709,2076552815761881876
2408,11156908,control,noise,0,4629202847614364538709,2076543500427875309
2409,11156909,poincare,arb,0,12063867797710613801439,5376780889913973281
2410,11156909,control,arb,0,12022163028372611713373,5358169331377693983
2411,11156909,poincare,noise,0,3384673231419196720622,1499561731136051707
2412,11156909,control,noise,0,3384673231419196720622,1499556841880942266
2413,11156910,poincare,arb,1,3533667104203009707,7961810018226275878580
2414,11156910,control,arb,1,3528580352108201209,7950374828261646272195
2415,11156910,poincare,noise,0,935546120061350940340,416345865826133046
2416,11156910,control,noise,0,935546120061350940340,416345489592759682
2417,11156911,poincare,arb,1,2435442904446024779,5462980682355559080623
2418,11156911,control,arb,1,2430398161118316485,5451669664860628772362
2419,11156911,poincare,noise,1,339510128785769352,759732942122096454095
2420,11156911,control,noise,1,339510128785769352,759732383425787699750
2421,11156912,poincare,arb,1,795720379402380520,1778862621172078265068
2422,11156912,control,arb,1,792884200996659288,1772520934953769755810
2423,11156912,poincare,noise,0,1922785612042302792338,860052123326808982
2424,11156912,control,noise,0,1922785612042302792338,860050522249123189
2425,11156913,poincare,arb,0,5812448622608512894920,2592121761782964543
2426,11156913,control,arb,0,5793123468693713227639,2583498699450776244
2427,11156913,poincare,noise,1,274575458595014014,616931306790009685207
2428,11156913,control,noise,1,274575458595014014,616930939121679864940
2429,11156914,poincare,arb,0,2485173281335867364743,1105270946485590793
2430,11156914,control,arb,0,2480505432035700736215,1103195596512618749
2431,11156914,poincare,noise,0,2124574493421812533947,943218655160696940
2432,11156914,control,noise,0,2124574493421812533947,943216722311330041
2433,11156915,poincare,arb,0,35831096004786852684301,15678095111099436827
2434,11156915,control,arb,0,35736270282376080076072,15636571546846173886
2435,11156915,poincare,noise,1,2170605448163582158,5019616478116493876832
2436,11156915,control,noise,1,2170605448163582158,5019592506251971678177
2437,11156916,poincare,arb,1,5497466947538340355,12627899574275769132612
2438,11156916,control,arb,1,5478309585940556018,12583834258915006218923
2439,11156916,poincare,noise,1,66814929942993610,152730008671144430719
2440,11156916,control,noise,1,66814929942993610,152729986328598449763
2441,11156917,poincare,arb,1,18116198700055945918,40763235447216518205618
2442,11156917,control,arb,1,18070771564125072310,40661013958739702490475
2443,11156917,poincare,noise,0,3781324927576075865440,1704624815702660015
2444,11156917,control,noise,0,3781324927576075865440,1704618552925953670
2445,11156918,poincare,arb,1,659413871662632991,1464077524666060288202
2446,11156918,control,arb,1,662018888874905337,1469866769226917123270
2447,11156918,poincare,noise,0,2867087539898547527703,1290620758019607674
2448,11156918,control,noise,0,2867087539898547527703,1290617164683872045
2449,11156919,poincare,arb,1,4822635186643931302,10680891691470189074936
2450,11156919,control,arb,1,4813807462015998354,10661370244115332191285
2451,11156919,poincare,noise,0,6001206467317326767270,2714589597929943965
2452,11156919,control,noise,0,6001206467317326767270,2714573749423794579
2453,11156920,poincare,arb,1,7535951307641431165,16591212969171345958715
2454,11156920,control,arb,1,7523890115155688354,16564755657162578250929
2455,11156920,poincare,noise,1,3026053943699598358,6602165900643836098764
2456,11156920,control,noise,1,3026053943699598358,6602123220482384126412
2457,11156921,poincare,arb,0,13509594989608795881510,6175346781846319886
2458,11156921,control,arb,0,13492295284482043920288,6167478814700951464
2459,11156921,poincare,noise,0,4426940041954034702521,2009463272705418244
2460,11156921,control,noise,0,4426940041954034702521,2009454600737629129
2461,11156922,poincare,arb,1,3963125429854988582,8716345823859375333030
2462,11156922,control,arb,1,3958235868603290237,8705629480381756739957
2463,11156922,poincare,noise,1,2202269564200353170,4818071427935358737562
2464,11156922,control,noise,1,2202269564200353170,4818048721124768790120
2465,11156923,poincare,arb,0,6394605989131973241867,2921081765202628848
2466,11156923,control,arb,0,6390644581549964307151,2919285936401740317
2467,11156923,poincare,noise,1,2222465148968530468,4868154502494635601925
2468,11156923,control,noise,1,2222465148968530468,4868131335428619788075
2469,11156924,poincare,arb,0,533269761899363614559,243866973890778629
2470,11156924,control,arb,0,544076559676513497395,248810161531772590
2471,11156924,poincare,noise,0,5037778761859425933342,2298793763385287629
2472,11156924,control,noise,0,5037778761859425933342,2298782445579704782
2473,11156925,poincare,arb,1,2090327657861890689,4581744570646849711182
2474,11156925,control,arb,1,2090837156808981186,4582883893732389350445
2475,11156925,poincare,noise,1,2641729962458161576,5766969561308707054627
2476,11156925,control,noise,1,2641729962458161576,5766937000494113085412
2477,11156926,poincare,arb,0,18788107653763123880819,8562860372479454514
2478,11156926,control,arb,0,18755544016299898615734,8548067445329210589
2479,11156926,poincare,noise,0,6709650078175278301799,3027741450052338807
2480,11156926,control,noise,0,6709650078175278301799,3027721713038060534
2481,11156927,poincare,arb,0,24256865594378355242811,10815694268394944977
2482,11156927,control,arb,0,24179501074646501314404,10781128559402919378
2483,11156927,poincare,noise,0,4015433013349045370405,1770985858229692062
2484,11156927,control,noise,0,4015433013349045370405,1770979024238439723
2485,11156928,poincare,arb,0,56629758194670374816898,24407432616067198853
2486,11156928,control,arb,0,56478246602553690036791,24342037168638765146
2487,11156928,poincare,noise,0,132597188576388981829,55931235190270301
2488,11156928,control,noise,0,132597188576388981829,55931228215016878
2489,11156929,poincare,arb,1,919303777430546609,2177736195532719683016
2490,11156929,control,arb,1,917146782475554471,2172626767054194007940
2491,11156929,poincare,noise,0,7143398106953010909150,2964734303767170687
2492,11156929,control,noise,0,7143398106953010909150,3009862357594001585
2493,11156930,poincare,arb,1,99047293289474275,235671166788789113041
2494,11156930,control,arb,1,128814836321537142,306507695585507611168
2495,11156930,poincare,noise,1,761396500309763326,1810262454790356067514
2496,11156930,control,noise,1,761396500309763326,1810259353309730296214
2497,11156931,poincare,arb,1,118586267770328538,281724335930634483052
2498,11156931,control,arb,1,116370108128442342,276458951635033190745
2499,11156931,poincare,noise,0,5556759027538525415917,2281133981312035167
2500,11156931,control,noise,0,5556759027538525415917,2334376059370187403
2501,11156932,poincare,arb,1,4577515560988412277,10874028155310450106607
2502,11156932,control,arb,1,4598305408842668522,10923732184246876226009
2503,11156932,poincare,noise,1,2218107395483394246,5237400143095954026815
2504,11156932,control,noise,1,2218107395483394246,5237373864318242603848
2505,11156933,poincare,arb,1,10066683531353425073,23512595828612153053430
2506,11156933,control,arb,1,10035453995653860662,23439535879800969214572
2507,11156933,poincare,noise,0,5005598765690026515575,2142965522082154321
2508,11156933,control,noise,0,5005598765690026515575,2158130109918206851
2509,11156934,poincare,arb,1,37672589568747695,87540065864896065362
2510,11156934,control,arb,1,50620602447936232,117628811814956781971
2511,11156934,poincare,noise,1,578756842611267350,1344131138976896935928
2512,11156934,control,noise,1,578756842611267350,1344129387890125123534
2513,11156935,poincare,arb,0,4978099100728430602301,2140522678621092325
2514,11156935,control,arb,0,4968835090278267236682,2136542049075025872
2515,11156935,poincare,noise,1,51216032209830334,119330009806924907060
2516,11156935,control,noise,1,51216032209830334,119329996024486828447
2517,11156936,poincare,arb,1,3010152100811024435,6994559520924916643884
2518,11156936,control,arb,1,3002349284178267432,6976427649503723059873
2519,11156936,poincare,noise,1,2781286981082077954,6429891894874325290889
2520,11156936,control,noise,1,2781286981082077954,6429851770969018898785
2521,11156937,poincare,arb,0,18236157592516530961416,7852942887089283045
2522,11156937,control,arb,0,18206025652680087906741,7840016247972554602
2523,11156937,poincare,noise,0,938885364359644703492,401377128864701443
2524,11156937,control,noise,0,938885364359644703492,401376764894200124
2525,11156938,poincare,arb,1,1767886638944763683,4130379663766820864007
2526,11156938,control,arb,1,1764403314849649119,4122245181495918547008
2527,11156938,poincare,noise,1,901110033791220478,2100339043248514591476
2528,11156938,control,noise,1,901110033791220478,2100334775902578250058
2529,11156939,poincare,arb,0,26549368896181695087335,11286038312875019387
2530,11156939,control,arb,0,26487048929285116062073,11259569202469122438
2531,11156939,poincare,noise,1,343291948795724372,815436214029864144021
2532,11156939,control,noise,1,343291948795724372,815435576708509510429
2533,11156940,poincare,arb,1,3281984284938095786,7770732103923218964018
2534,11156940,control,arb,1,3272744179055434788,7748848311129706669747
2535,11156940,poincare,noise,1,544155313349707516,1284015715920792826535
2536,11156940,control,noise,1,544155313349707516,1284014130589982917786
2537,11156941,poincare,arb,1,23683664617195991,55856966097297874824
2538,11156941,control,arb,1,22236356345375776,52443483264217586351
2539,11156941,poincare,noise,1,525956767873689832,1239842684961252601518
2540,11156941,control,noise,1,525956767873689832,1239841206086372819015
2541,11156942,poincare,arb,1,3313886017455306443,7785309917852416514038
2542,11156942,control,arb,1,3304099024238331920,7762308083247020739766
2543,11156942,poincare,noise,0,6525354815093257047204,2778893801848203692
2544,11156942,control,noise,0,6525354815093257047204,2778876340367682988
2545,11156943,poincare,arb,1,4180567123176715888,9804581047727062927246
2546,11156943,control,arb,1,4176977076031836809,9796222954260753940156
2547,11156943,poincare,noise,0,2087355287928581258009,892621602543798343
2548,11156943,control,noise,0,2087355287928581258009,892619803111704747
2549,11156944,poincare,arb,1,92062699493846146,215436893372705279515
2550,11156944,control,arb,1,94101364995336320,220208039915539196944
2551,11156944,poincare,noise,0,1087220443923414927476,464449144440747723
2552,11156944,control,noise,0,1087220443923414927476,464448656929299014
2553,11156945,poincare,arb,0,10550030095860673643519,4487124899647266425
2554,11156945,control,arb,0,10520369065848648913057,4474504812751868843
2555,11156945,poincare,noise,1,925849120990494702,2183717137924403950780
2556,11156945,control,noise,1,925849120990494702,2183712552350608996722
2557,11156946,poincare,arb,1,1809500610251417961,4257561176961735280170
2558,11156946,control,arb,1,1802528749484617330,4241148229136168825208
2559,11156946,poincare,noise,0,4188864657018510627787,1780350053774749669
2560,11156946,control,noise,0,4188864657018510627787,1780342876326163870
2561,11156947,poincare,arb,1,7299219952264891634,17090256061688132865338
2562,11156947,control,arb,1,7285146276451253612,17057372988805705826774
2563,11156947,poincare,noise,0,4484730722489745582799,1924558337395666485
2564,11156947,control,noise,0,4484730722489745582799,1924549990932019275
2565,11156948,poincare,arb,0,550964086983258575729,235987909230934922
2566,11156948,control,arb,0,538129105527411431701,230489454337639963
2567,11156948,poincare,noise,0,5912727664581568957024,2526348785676852156
2568,11156948,control,noise,0,5912727664581568957024,2526334375987538907
2569,11156949,poincare,arb,0,5685517759098250137344,2418654394737761342
2570,11156949,control,arb,0,5655956145345713510123,2406064977840854431
2571,11156949,poincare,noise,1,2300502644975833810,5408344932163936658171
2572,11156949,control,noise,1,2300502644975833810,5408316776144194103871
2573,11156950,poincare,arb,0,54458387547454772047721,22744256939010473977
2574,11156950,control,arb,0,54333340618217981743787,22692149887813046425
2575,11156950,poincare,noise,1,1911005634963523954,4661681738012498587214
2576,11156950,control,noise,1,1911005634963523954,4661661199135015669236
2577,11156951,poincare,arb,1,1356662832658487132,3299680112792040923032
2578,11156951,control,arb,1,1348334197629436569,3279408728591473184894
2579,11156951,poincare,noise,1,755040809960154172,1832920654105146535609
2580,11156951,control,noise,1,755040809960154172,1832917469462596328733
2581,11156952,poincare,arb,1,1336179942175784883,3237580124175738920139
2582,11156952,control,arb,1,1330849837673968095,3224659613891688838610
2583,11156952,poincare,noise,1,1942778675034916958,4693516995105105310879
2584,11156952,control,noise,1,1942778675034916958,4693496073903059101515
2585,11156953,poincare,arb,1,1245297932014482863,2999886052076556322768
2586,11156953,control,arb,1,1237172160759576060,2980298023733610474109
2587,11156953,poincare,noise,0,1681596531945252861708,698398858948476943
2588,11156953,control,noise,0,1681596531945252861708,698397741087325198
2589,11156954,poincare,arb,1,1046079792197572423,2517953406653754050037
2590,11156954,control,arb,1,1045192504999389157,2515821699832053852941
2591,11156954,poincare,noise,0,3458962774887731802427,1436517129607081488
2592,11156954,control,noise,0,3458962774887731802427,1436512401728657529
2593,11156955,poincare,arb,1,13380469878303479272,31877209700961386875321
2594,11156955,control,arb,1,13350022397669139990,31804777258944112986695
2595,11156955,poincare,noise,1,2269331365839282032,5331477271827924004656
2596,11156955,control,noise,1,2269331365839282032,5331449900882464199223
