id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
1736,11156539,3,poincare,noise,1,225706120192294280,5166182346604938854510
1737,11156539,3,control,noise,1,225706120192294280,5166129935430460073633
1738,11156540,3,poincare,arb,1,1133417682353749713,25847287676717109358454
1739,11156540,3,control,arb,1,1111294130412840794,25342508877045700071407
1740,11156540,3,poincare,noise,0,52111443572585405544472,2278010478075700017
1741,11156540,3,control,noise,0,52111443572585405544472,2277777965052426635
1742,11156541,3,poincare,arb,1,4538812076103241692,103197406993069717806505
1743,11156541,3,control,arb,1,4501778676002311715,102365839653091379783323
1744,11156541,3,poincare,noise,1,2425642009342184136,54123869355361751073561
1745,11156541,3,control,noise,1,2425642009342184136,54118060746878815046938
1746,11156542,3,poincare,arb,0,94564201245054327802708,4217595087462379422
1747,11156542,3,control,arb,0,93900112808498923586965,4188426025067034685
1748,11156542,3,poincare,noise,1,1417893356667740130,32030898185661558744876
1749,11156542,3,control,noise,1,1417893356667740130,32028873525772070388142
1750,11156543,3,poincare,arb,0,52558260422271739814922,2320884256828543776
1751,11156543,3,control,arb,0,52222095367077010338293,2306185547230159818
1752,11156543,3,poincare,noise,0,61802218763976412464018,2692220908830467669
1753,11156543,3,control,noise,0,61802218763976412464018,2691895776614548311
1754,11156544,3,poincare,arb,1,518565524744919269,11974682660659806558327
1755,11156544,3,control,arb,1,553622730548073645,12785765566429087137156
1756,11156544,3,poincare,noise,1,950728828971091524,21866422915906509112714
1757,11156544,3,control,noise,1,950728828971091524,21865487188713433151991
1758,11156545,3,poincare,arb,0,79884320830743202376631,3449614103382345280
1759,11156545,3,control,arb,0,78938981087067781930611,3408937736697245667
1760,11156545,3,poincare,noise,1,1662787048208595448,38694011584274221064926
1761,11156545,3,control,noise,1,1662787048208595448,38691101555733812662576
1762,11156546,3,poincare,arb,0,56472505226094873774831,2421719810656675814
1763,11156546,3,control,arb,0,56180200348623760040470,2409366051302138441
1764,11156546,3,poincare,noise,1,2868963854609262894,66820175055795204697775
1765,11156546,3,control,noise,1,2868963854609262894,66811515506411502764940
1766,11156547,3,poincare,arb,0,125237190287669984319738,5340561849164470258
1767,11156547,3,control,arb,0,124277629968029581741451,5300329659494069722
1768,11156547,3,poincare,noise,1,365448990441028854,8687856177605969682713
1769,11156547,3,control,noise,1,365448990441028854,8687710768868505924747
1770,11156548,3,poincare,arb,0,40636319421684217017739,1703005668442107536
1771,11156548,3,control,arb,0,40116123164975058388617,1681233181944385444
1772,11156548,3,poincare,noise,1,722208485735489760,17279907786965191184894
1773,11156548,3,control,noise,1,722208485735489760,17279334689419551361136
1774,11156549,3,poincare,arb,0,36352508183141336834446,1515988172365087950
1775,11156549,3,control,arb,0,36041475019542436813566,1503067181581252872
1776,11156549,3,poincare,noise,1,2025282030309796062,48496528529188891717358
1777,11156549,3,control,noise,1,2025282030309796062,48492024705852724278800
1778,11156550,3,poincare,arb,1,135843715125880406,3233379648160976969778
1779,11156550,3,control,arb,1,100665332118816602,2395834124472131547542
1780,11156550,3,poincare,noise,1,265727254549614122,6317862701785871723248
1781,11156550,3,control,noise,1,265727254549614122,6317785798756011070932
1782,11156551,3,poincare,arb,1,1784959080125766866,42198987246335126971557
1783,11156551,3,control,arb,1,1751578408287988540,41409316336968643444617
1784,11156551,3,poincare,noise,0,21230591982676208641728,900224302811706884
1785,11156551,3,control,noise,0,21230591982676208641728,900187363791356292
1786,11156552,3,poincare,arb,1,2511365424674415767,58965507139526515267703
1787,11156552,3,control,arb,1,2485102644986061449,58351265556902119376586
1788,11156552,3,poincare,noise,1,541987092216342430,12619159424366820243239
1789,11156552,3,control,noise,1,541987092216342430,12618849509706523019345
1790,11156553,3,poincare,arb,1,1398232141755087190,32382915233672763457917
1791,11156553,3,control,arb,1,1366649631818091770,31650690161983227535816
1792,11156553,3,poincare,noise,0,52643733958352134973582,2267643570896142685
1793,11156553,3,control,noise,0,52643733958352134973582,2267411468943084335
1794,11156554,3,poincare,arb,1,62479206013178988,1459243947389811874699
1795,11156554,3,control,arb,1,98142339117691424,2292415083974402822037
1796,11156554,3,poincare,noise,1,1209947665627723634,28160781873183854839997
1797,11156554,3,control,noise,1,1209947665627723634,28159239668985783327564
1798,11156555,3,poincare,arb,0,80702689058797091982430,3446166269726956609
1799,11156555,3,control,arb,0,79845879946229243675934,3409765539825575764
1800,11156555,3,poincare,noise,0,12696502433862516185347,536259814008315695
1801,11156555,3,control,noise,0,12696502433862516185347,536246673635433631
1802,11156556,3,poincare,arb,0,40731883434876844186536,1709714733406320573
1803,11156556,3,control,arb,0,39862186599554195200528,1673168338537008421
1804,11156556,3,poincare,noise,0,26451423429719496039063,1101661880720638048
1805,11156556,3,control,noise,0,26451423429719496039063,1101606079401955414
1806,11156557,3,poincare,arb,0,25590875918015696732224,1059421045958568041
1807,11156557,3,control,arb,0,24743741528501578555044,1024299161265545972
1808,11156557,3,poincare,noise,0,42009832544076367005970,1725638996874416337
1809,11156557,3,control,noise,0,42009832544076367005970,1725501259794112022
1810,11156558,3,poincare,arb,1,818606235972447519,19979225997203983280292
1811,11156558,3,control,arb,1,833233001110653141,20337835909940720471623
1812,11156558,3,poincare,noise,0,57102711882473524219819,2329730489439157476
1813,11156558,3,control,noise,0,57102711882473524219819,2329478807124412451
1814,11156559,3,poincare,arb,0,1454311181600664055310,57758405035450454
1815,11156559,3,control,arb,0,501131391182595350082,20306564803932607
1816,11156559,3,poincare,noise,0,42480996428242732985507,1678717685396389856
1817,11156559,3,control,noise,0,42480996428242732985507,1712834548568194589
1818,11156560,3,control,arb,0,12693347724180949583255,508535187225184793
1819,11156560,3,poincare,noise,1,1069077143855845046,26558272586331001913590
1820,11156560,3,control,noise,1,1069077143855845046,26641771362601978380479
1821,11156561,3,control,arb,0,84802357967502989460543,3380234493824258574
1822,11156561,3,poincare,noise,1,213690763705749552,5289322624106775337752
1823,11156561,3,control,noise,1,213690763705749552,5410313821063104641077
1824,11156562,3,control,arb,1,1969481116039933507,49549805724925880480140
1825,11156562,3,poincare,noise,0,41623270963704064520409,1674653233244242148
1826,11156562,3,control,noise,0,41623270963704064520409,1655927681164047345
1827,11156563,3,poincare,arb,1,542162554644203232,13518618881612455162500
1828,11156563,3,control,arb,1,2485445866287014262,62324685901151359887988
1829,11156563,3,poincare,noise,1,321123513472718442,7987523669634786435024
1830,11156563,3,control,noise,1,321123513472718442,7987403137830302356947
1831,11156564,3,poincare,arb,1,788625015677957585,19554513169495714528897
1832,11156564,3,control,arb,1,770505915104497535,19104949000327379765046
1833,11156564,3,poincare,noise,0,6134563850543609627359,247783119650794107
1834,11156564,3,control,noise,0,6134563850543609627359,247780240968344898
1835,11156565,3,poincare,arb,1,1854884170716410842,45715304769023277327249
1836,11156565,3,control,arb,1,1828641810916327634,45069061582719738368431
1837,11156565,3,poincare,noise,1,2833505654218460042,68920895330435663007692
1838,11156565,3,control,noise,1,2833505654218460042,68911853435019948820178
1839,11156566,3,poincare,arb,0,113589357002669287949156,4646131001054527884
1840,11156566,3,control,arb,0,112851003620695111457646,4616535880990290029
1841,11156566,3,poincare,noise,0,64191035936155490078872,2572719609181928705
1842,11156566,3,control,noise,0,64191035936155490078872,2572409124567939492
1843,11156567,3,poincare,arb,1,618318022153339570,15513134626318379400758
1844,11156567,3,control,arb,1,649917468470642342,16307909087711828898056
1845,11156567,3,poincare,noise,1,3018095500348318080,74945793940065448275226
1846,11156567,3,control,noise,1,3018095500348318080,74935215472192696427239
1847,11156568,3,poincare,arb,0,98486919664400737876316,3955538321818158835
1848,11156568,3,control,arb,0,98091980223381983602948,3940232493229154256
1849,11156568,3,poincare,noise,0,70232920366195795195101,2767330800724809502
1850,11156568,3,control,noise,0,70232920366195795195101,2766968610025035297
1851,11156569,3,poincare,arb,1,1317976981568908202,33588063922481470443630
1852,11156569,3,control,arb,1,1341278699336678919,34186372297723763477537
1853,11156569,3,poincare,noise,1,2288801321070214832,57730990186517575765961
1854,11156569,3,control,noise,1,2288801321070214832,57724755645457733836349
1855,11156570,3,poincare,arb,0,107357607156829516963922,4232621541873554227
1856,11156570,3,control,arb,0,106541108271744062054478,4200884375162086572
1857,11156570,3,poincare,noise,0,43241168629787951583174,1676164194221072021
1858,11156570,3,control,noise,0,43241168629787951583174,1676030013443168040
1859,11156571,3,poincare,arb,1,528559450444736035,13680792968132244152628
1860,11156571,3,control,arb,1,547162456718548379,14163431516896725916527
1861,11156571,3,poincare,noise,1,1022983922148414116,26359804931824072111713
1862,11156571,3,control,noise,1,1022983922148414116,26358516571038075183337
1863,11156572,3,poincare,arb,0,61309337045209024606147,2370068391609062846
1864,11156572,3,control,arb,0,60737420230567412160477,2348074256593823210
1865,11156572,3,poincare,noise,1,894628125702634406,23241105135483586895386
1866,11156572,3,control,noise,1,894628125702634406,23240107488507299623076
1867,11156573,3,poincare,arb,0,54040413872398682533167,2073091609556738921
1868,11156573,3,control,arb,0,53536549352488300600159,2053850585283929569
1869,11156573,3,poincare,noise,0,36323002735971382048471,1379510552171544831
1870,11156573,3,control,noise,0,36323002735971382048471,1379418691851177318
1871,11156574,3,poincare,arb,1,3627778971544672975,94900181713841426997147
1872,11156574,3,control,arb,1,3590979153937862636,93943779637758575761024
1873,11156574,3,poincare,noise,1,2073115419081244568,53343259566657929265256
1874,11156574,3,control,noise,1,2073115419081244568,53337987963508821994220
1875,11156575,3,poincare,arb,1,319300547657021327,8159506377052890053782
1876,11156575,3,control,arb,1,280239062666310729,7160609222679124502594
1877,11156575,3,poincare,noise,0,37288281957847593715629,1454420175545994993
1878,11156575,3,control,noise,0,37288281957847593715629,1454319428068432081
1879,11156576,3,poincare,arb,1,3032648073766728146,77400196373764897080897
1880,11156576,3,control,arb,1,3006779263287011611,76745280604647128263454
1881,11156576,3,poincare,noise,0,70116124756582957568117,2749489593533301025
1882,11156576,3,control,noise,0,70116124756582957568117,2749131192218012992
1883,11156577,3,poincare,arb,1,3933930332545090728,99982849057487807330933
1884,11156577,3,control,arb,1,3914233315039085403,99495208689248650533884
1885,11156577,3,poincare,noise,1,618890695385930542,15525895971600444873064
1886,11156577,3,control,noise,1,618890695385930542,15525442710490870961325
1887,11156578,3,poincare,arb,0,42192036952286045291642,1676786470022701465
1888,11156578,3,control,arb,0,41756199928419976558012,1659513980415031501
1889,11156578,3,poincare,noise,1,1805922890798971464,45424752901487755601343
1890,11156578,3,control,noise,1,1805922890798971464,45420884906132005683534
1891,11156579,3,poincare,arb,0,96557391207337808839636,3816727786705814070
1892,11156579,3,control,arb,0,95718669736880709515217,3783896946938514745
1893,11156579,3,poincare,noise,1,163497672763132610,4179621147374533339648
1894,11156579,3,control,noise,1,163497672763132610,4179588585659921243394
1895,11156580,3,poincare,arb,0,52597714662407169218601,2046381214646888145
1896,11156580,3,control,arb,0,51807149576494945980324,2015638974069543503
1897,11156580,3,poincare,noise,0,75914090255235002038489,2911496891608623492
1898,11156580,3,control,noise,0,75914090255235002038489,2911090641867011208
1899,11156581,3,poincare,arb,1,575629505049819197,15110837083089537083435
1900,11156581,3,control,arb,1,613361459587437588,16103584746619059305774
1901,11156581,3,poincare,noise,0,23183969300629031587935,882376998443955973
1902,11156581,3,control,noise,0,23183969300629031587935,882339427654626142
1903,11156582,3,poincare,arb,0,29829372712612050948916,1128661766228537293
1904,11156582,3,control,arb,0,28963812587555348932496,1095864678825425071
1905,11156582,3,poincare,noise,0,34467063618854924513806,1294926365879210293
1906,11156582,3,control,noise,0,34467063618854924513806,1294844976076295114
1907,11156583,3,poincare,arb,0,1681833841608343013628,62935523988979963
1908,11156583,3,control,arb,0,1091623094307683207083,40846813538444145
1909,11156583,3,poincare,noise,0,50110062417727139581802,1864547162991918026
1910,11156583,3,control,noise,0,50110062417727139581802,1864377751660958252
1911,11156584,3,poincare,arb,1,353908740440204115,9553740044874259503647
1912,11156584,3,control,arb,1,378403844347931532,10215911757348424806690
1913,11156584,3,poincare,noise,1,361714166419420218,9743860879949823938574
1914,11156584,3,control,noise,1,361714166419420218,9743688537763770879712
1915,11156585,3,poincare,arb,0,46578391376184911144208,1722157782789184968
1916,11156585,3,control,arb,0,45976813810107051946779,1699945530137324400
1917,11156585,3,poincare,noise,0,10133477805949673582329,372356407115754460
1918,11156585,3,control,noise,0,10133477805949673582329,372349592812834997
1919,11156586,3,poincare,arb,1,1248113053199325280,33878866056965023595304
1920,11156586,3,control,arb,1,1233807573629952635,33491170046045069255164
1921,11156586,3,poincare,noise,0,48435583452467492603068,1781567500880283279
1922,11156586,3,control,noise,0,48435583452467492603068,1781411920937204485
1923,11156587,3,poincare,arb,1,3610375838429246211,97628192738897241748758
1924,11156587,3,control,arb,1,3580360915286143361,96825014530754984520900
1925,11156587,3,poincare,noise,0,12842281541143626543073,469747055544137273
1926,11156587,3,control,noise,0,12842281541143626543073,479322527687489833
1927,11156588,4,poincare,arb,1,1186054058580596821,31709967797869523653270
1928,11156588,4,control,arb,1,1179202674420574897,31527972727636635072651
1929,11156588,4,poincare,noise,0,77515496859911222432606,2884838689071340458
1930,11156588,4,control,noise,0,77515496859911222432606,2884433468357467657
1931,11156589,4,poincare,arb,1,3604631076241067068,96652353124515757594856
1932,11156589,4,control,arb,1,3592463668385258640,96339636167925432711574
1933,11156589,4,poincare,noise,0,45909067839524720911836,1721701019759599032
1934,11156589,4,control,noise,0,45909067839524720911836,1721556983005953756
1935,11156590,4,poincare,arb,1,2953102946887889553,78461707777549080357471
1936,11156590,4,control,arb,1,2932836469035950447,77929762386433398824098
1937,11156590,4,poincare,noise,1,281815185348628510,7417074140466800920776
1938,11156590,4,control,noise,1,281815185348628510,7416973013467926686218
1939,11156591,4,poincare,arb,1,2049512376533459060,53576909195874211846381
1940,11156591,4,control,arb,1,2011415959343173260,52580302578637138330127
1941,11156591,4,poincare,noise,1,1583152916483915520,40952412603444585295124
1942,11156591,4,control,noise,1,1583152916483915520,40949308937380274837006
1943,11156592,4,poincare,arb,0,910267011896859196470,35347108182890521
1944,11156592,4,control,arb,0,1561495370465867701031,60639931365137836
1945,11156592,4,poincare,noise,0,54403677902209206588250,2099583190235196002
1946,11156592,4,control,noise,0,54403677902209206588250,2099372146577729654
1947,11156593,4,poincare,arb,1,4646248847755868349,119514785984532134038858
1948,11156593,4,control,arb,1,4604422529214096408,118450799963098299565666
1949,11156593,4,poincare,noise,0,14469529893087682420505,569166671427217883
1950,11156593,4,control,noise,0,14469529893087682420505,569151274255310031
1951,11156594,4,poincare,arb,1,1946001060402385014,49277716741363130195299
1952,11156594,4,control,arb,1,1923486698202162916,48708913270975304031452
1953,11156594,4,poincare,noise,1,1183490333467048626,29702610365146719430728
1954,11156594,4,control,noise,1,1183490333467048626,29700951775030804036527
1955,11156595,4,poincare,arb,1,450825911280600428,11262133737300465445446
1956,11156595,4,control,arb,1,424119413875961285,10594384043940230117184
1957,11156595,4,poincare,noise,0,75793356096824339885986,3011955376373365049
1958,11156595,4,control,noise,0,75793356096824339885986,3011527928003531485
1959,11156596,4,poincare,arb,1,4407185771960762446,110465964245807398733452
1960,11156596,4,control,arb,1,4383958747891684721,109899376278197822015636
1961,11156596,4,poincare,noise,1,2253500245142447038,55427617235310165152077
1962,11156596,4,control,noise,1,2253500245142447038,55421791987201975666524
1963,11156597,4,poincare,arb,0,7294744021288663198203,298218227646957302
1964,11156597,4,control,arb,0,8075462049427828842409,330169653384418449
1965,11156597,4,poincare,noise,0,68814104759380543655905,2788823544826900648
1966,11156597,4,control,noise,0,68814104759380543655905,2788460528989246141
1967,11156598,4,poincare,arb,1,5312650359602252985,130166298430696644157876
1968,11156598,4,control,arb,1,5271045280305231655,129163737141645198190900
1969,11156598,4,poincare,noise,1,1655279480818099904,39771463719748274083867
1970,11156598,4,control,noise,1,1655279480818099904,39768426477222745650202
1971,11156599,4,poincare,arb,0,11336673023473349143135,473385771646785949
1972,11156599,4,control,arb,0,11798291055820144905072,492699194846233365
1973,11156599,4,poincare,noise,1,2792749720025782470,66452879285033918516751
1974,11156599,4,control,noise,1,2792749720025782470,66444372385202180301133
1975,11156600,4,poincare,arb,0,14068173151622477767243,594843108406290367
1976,11156600,4,control,arb,0,14915689082678500209502,630759282774317076
1977,11156600,4,poincare,noise,0,62200857517934457942156,2606795515616335374
1978,11156600,4,control,noise,0,62200857517934457942156,2606483514220674826
1979,11156601,4,poincare,arb,1,4261270394634858472,101215475475380609472424
1980,11156601,4,control,arb,1,4233922481918759825,100577934365101547505766
1981,11156601,4,poincare,noise,1,644512366244933014,15102448303651060619010
1982,11156601,4,control,noise,1,644512366244933014,15102004174426307727555
1983,11156602,4,poincare,arb,1,570120551631154711,13314772693664687105845
1984,11156602,4,control,arb,1,550272134304888844,12850848655926103174564
1985,11156602,4,poincare,noise,0,42443233335064031618661,1811166892080659759
1986,11156602,4,control,noise,0,42443233335064031618661,1811017459576654888
1987,11156603,4,poincare,arb,1,4415763621477486864,102745960816156343312862
1988,11156603,4,control,arb,1,4373052257635334823,101760548941225660597653
1989,11156603,4,poincare,noise,1,1636244580154136352,37447513517203705332197
1990,11156603,4,control,noise,1,1636244580154136352,37444754328058023452411
1991,11156604,4,poincare,arb,0,12034166643550863834700,527412639925368411
1992,11156604,4,control,arb,0,12446689064990409054604,545532154694355519
1993,11156604,4,poincare,noise,1,1758911191439160810,40000181367532833606359
1994,11156604,4,control,noise,1,1758911191439160810,39997023699904019353536
1995,11156605,4,poincare,arb,0,7065454517968681873396,311906714859361886
1996,11156605,4,control,arb,0,7600485955390461214484,335552335113382317
1997,11156605,4,poincare,noise,0,19433257398140881830440,855182109931072291
1998,11156605,4,control,noise,0,19433257398140881830440,855149257954799200
1999,11156606,4,poincare,arb,1,3723737689136515727,83967321171386043390396
2000,11156606,4,control,arb,1,3676829532348631749,82912764678901868645828
2001,11156606,4,poincare,noise,1,785490923534899742,17498335367296696822691
2002,11156606,4,control,noise,1,785490923534899742,17497723984065926864614
2003,11156607,4,poincare,arb,1,310019073255110270,6748314022725526927636
2004,11156607,4,control,arb,1,292117253469585114,6488179084831867134956
2005,11156607,4,poincare,noise,1,2517300492446469820,54384314808639340540401
2006,11156607,4,control,noise,1,2517300492446469820,55487110905229435337047
2007,11156608,4,poincare,arb,0,34668820378001744415984,1576376514147138271
2008,11156608,4,control,arb,0,35613500827588166312371,1619633209487086149
2009,11156608,4,poincare,noise,0,49742134133625804382880,2238821705403371958
2010,11156608,4,control,noise,0,49742134133625804382880,2238598481819754897
2011,11156609,4,control,arb,1,4919540361972836510,108523821912456351055376
2012,11156609,4,poincare,noise,1,1224384190239785178,26731666248607496415527
2013,11156609,4,control,noise,1,1224384190239785178,26564076924056949379757
2014,11156610,4,poincare,arb,1,5034301977045778685,110309576478715090565183
2015,11156610,4,control,arb,1,36305742976706719,785018759836701698725
2016,11156610,4,poincare,noise,0,3475531343402045791871,160684703561161471
2017,11156610,4,control,noise,0,3475531343402045791871,160683563508550405
2018,11156611,4,poincare,arb,1,1540996683209318164,33209966852509958185062
2019,11156611,4,control,arb,1,1518292420288564233,32720900211973938269215
2020,11156611,4,poincare,noise,1,1014087990536048398,21708061799057300948611
2021,11156611,4,control,noise,1,1014087990536048398,21707095927812045045297
2022,11156612,4,poincare,arb,1,944199029898838641,19706221182150907756569
2023,11156612,4,control,arb,1,911989477644314736,19421565381020325567989
2024,11156612,4,poincare,noise,0,22346456787566036513871,1048948215420699164
2025,11156612,4,control,noise,0,22346456787566036513871,1048951884496447928
2026,11156613,4,control,arb,1,3295558709838486735,69790047734426466805613
2027,11156613,4,poincare,noise,1,1232152371323132624,25187326855940777808005
2028,11156613,4,control,noise,1,1232152371323132624,25781786406579991849578
2029,11156614,4,control,arb,1,1751627917941723069,36364369118238546651453
2030,11156614,4,poincare,noise,0,51921011254971921578743,2430371369971748134
2031,11156614,4,control,noise,0,51921011254971921578743,2496063654664329108
2032,11156615,4,poincare,arb,1,10150358659096697539,206224990229811547969232
2033,11156615,4,control,arb,1,5004571629396370954,103419990463573604299792
2034,11156615,4,poincare,noise,1,2572118723139263234,50604324402761167917655
2035,11156615,4,control,noise,1,2572118723139263234,52110034823023681489043
2036,11156616,4,poincare,arb,0,13243892616991795096133,656198449999843953
2037,11156616,4,control,arb,0,17728682989774449160939,878939971521718890
2038,11156616,4,poincare,noise,1,2748959751192477934,52440479825096159028843
2039,11156616,4,control,noise,1,2748959751192477934,55180707039874472353448
2040,11156617,4,control,arb,0,639025202640731921373,32059104264628421
2041,11156617,4,poincare,noise,0,30487619426775877505699,1522850612593408755
2042,11156617,4,control,noise,0,30487619426775877505699,1523393937274303640
2043,11156618,4,control,arb,1,3102755690048487772,61843543099411369478789
2044,11156618,4,poincare,noise,1,2067963021375420298,40103404267611398822421
2045,11156618,4,control,noise,1,2067963021375420298,40673976943315360005050
2046,11156619,4,control,arb,0,11837851920449747092630,604126793527988827
2047,11156619,4,poincare,noise,1,416655044028117734,7888447104513529838093
2048,11156619,4,control,noise,1,416655044028117734,8168257483866309424129
2049,11156620,4,control,arb,1,544812335540251486,10654498975206883197892
2050,11156620,4,poincare,noise,1,607763889641403524,11486950122713590731264
2051,11156620,4,control,noise,1,607763889641403524,11850698972966323592313
2052,11156621,4,control,arb,1,501771601697071407,9756351822965235514840
2053,11156621,4,poincare,noise,0,28439831224359759854355,1431838937238133315
2054,11156621,4,control,noise,0,28439831224359759854355,1459100504287962922
2055,11156622,4,control,arb,1,2333020024913655734,45372814618541408886169
2056,11156622,4,poincare,noise,1,2371996699096655798,45762076683657039450360
2057,11156622,4,control,noise,1,2371996699096655798,45583148817411552167615
2058,11156623,4,poincare,arb,1,5812897696561423346,112142924747548838316246
2059,11156623,4,control,arb,0,6685139871918664478980,349658547238169772
2060,11156623,4,poincare,noise,1,1680802949970498782,31828657700068985945280
2061,11156623,4,control,noise,1,1680802949970498782,32027778316303593820841
2062,11156624,4,control,arb,1,936238547385470569,17722927656215827113270
2063,11156624,4,poincare,noise,0,23112798708863070452804,1214118589488338637
2064,11156624,4,control,noise,0,23112798708863070452804,1220094438763171812
2065,11156625,4,control,arb,1,2355693778638588760,44498182901338721123285
2066,11156625,4,poincare,noise,1,2808526345502878892,50992299604223834680395
2067,11156625,4,control,noise,1,2808526345502878892,52371357615245650905716
2068,11156626,4,control,arb,0,17368209131099718329891,935771489423371403
2069,11156626,4,poincare,noise,0,34474308389298353328896,1821982895332011929
2070,11156626,4,control,noise,0,34474308389298353328896,1844590573206812342
2071,11156627,4,control,arb,1,3748397215062420277,69724772369899834544953
2072,11156627,4,poincare,noise,0,46290110690689183724331,2420901759907654365
2073,11156627,4,control,noise,0,46290110690689183724331,2496346812216945635
2074,11156628,4,poincare,arb,1,11899270149950745517,220092552800505339027948
2075,11156628,4,control,arb,1,5623879772281906123,103482253338151872332956
2076,11156628,4,poincare,noise,1,1886643415078478888,33748885443158128939381
2077,11156628,4,control,noise,1,1886643415078478888,34076923019118553834280
2078,11156629,4,control,arb,1,407214677198879276,7313929578015610220314
2079,11156629,4,poincare,noise,0,31530965214291611001335,1745545128838976051
2080,11156629,4,control,noise,0,31530965214291611001335,1749766906822028853
2081,11156630,4,control,arb,1,4012030785723157347,71899383208924314122905
2082,11156630,4,poincare,noise,1,1245416766644977872,22298661797439500935506
2083,11156630,4,control,noise,1,1245416766644977872,22034515740493686957830
2084,11156631,4,poincare,arb,1,5641191723174089589,100357223551911358781277
2085,11156631,4,control,arb,1,1025554560235080685,18044938831169021485678
2086,11156631,4,poincare,noise,1,781268484879359202,13687147744455154942297
2087,11156631,4,control,noise,1,781268484879359202,13686688306160170204197
2088,11156632,4,poincare,arb,1,293755670174131605,5030570230093395309742
2089,11156632,4,control,arb,1,274623963824168303,4798756744394350860026
2090,11156632,4,poincare,noise,1,1368117006443027822,23337380927053179195374
2091,11156632,4,control,noise,1,1368117006443027822,23811928000026878522478
2092,11156633,4,control,arb,1,1683431687397714835,29085808631980943620005
2093,11156633,4,poincare,noise,1,2356983532246236678,39042884215729704560255
2094,11156633,4,control,noise,1,2356983532246236678,40331369981634519065439
2095,11156634,4,control,arb,0,13194581809567376072483,774020715364671010
2096,11156634,4,poincare,noise,0,40438705793207201959161,2343152857700748421
2097,11156634,4,control,noise,0,40438705793207201959161,2354540852232917639
2098,11156635,4,control,arb,1,3505955473915513355,60049023285124372660569
2099,11156635,4,poincare,noise,0,26070308904474784359228,1496974181306832997
2100,11156635,4,control,noise,0,26070308904474784359228,1529331086996571845
2101,11156636,4,poincare,arb,1,9203455836047910110,155841774274414763003629
2102,11156636,4,control,arb,1,4606280610739412113,77951956180812564170063
2103,11156636,4,poincare,noise,1,290259298303077984,4807829929424842863119
2104,11156636,4,control,noise,1,290259298303077984,4855274966161302387098
2105,11156637,4,control,arb,1,999265929948299967,16664332139862581676794
2106,11156637,4,poincare,noise,0,23020037453276632468202,1372409641611711957
2107,11156637,4,control,noise,0,23020037453276632468202,1379143908202757173
2108,11156638,4,control,arb,1,3326121416320663026,55264702583791677507625
2109,11156638,4,poincare,noise,0,38494307889792465430491,2275547894279794870
2110,11156638,4,control,noise,0,38494307889792465430491,2322285266571189267
2111,11156639,4,poincare,arb,1,7641473583248091267,127673773519350626444196
2112,11156639,4,control,arb,1,3244619523334405104,53666928001008096558083
2113,11156639,4,poincare,noise,1,2174013435667431850,35508573203341957534055
2114,11156639,4,control,noise,1,2174013435667431850,35505329465478306022149
2115,11156640,4,poincare,arb,0,16574569983645683742282,1017474256512983799
2116,11156640,4,control,arb,0,16913179078537736495271,1038355535025476162
2117,11156640,4,poincare,noise,1,1712775233913027206,27856697087841512583862
2118,11156640,4,control,noise,1,1712775233913027206,27854695386985805140695
2119,11156641,4,poincare,arb,1,769246302817039583,12191535043796284363745
2120,11156641,4,control,arb,1,724433482018044787,11714781810822646339170
2121,11156641,4,poincare,noise,1,988951744415792246,15611492563178748150304
2122,11156641,4,control,noise,1,988951744415792246,15928876926851085816467
2123,11156642,4,control,arb,1,896465019330768071,14376331221067693908915
2124,11156642,4,poincare,noise,0,21069467405354234736320,1307001215673341050
2125,11156642,4,control,noise,0,21069467405354234736320,1312563708025865864
2126,11156643,4,control,arb,1,4438625477696653134,70738732887623088178069
2127,11156643,4,poincare,noise,1,57006982693401914,903165316102888074758
2128,11156643,4,control,noise,1,57006982693401914,899160205447695459103
2129,11156644,4,poincare,arb,1,7066523969198703721,112415073367701544048550
2130,11156644,4,control,arb,1,1596009437974733441,25078490129475107170928
2131,11156644,4,poincare,noise,0,16132973697254646048342,1028092356546800960
2132,11156644,4,control,noise,0,16132973697254646048342,1028048664946062512
2133,11156645,4,poincare,arb,1,3753585221974734097,57373012478437313157029
2134,11156645,4,control,arb,1,3704222102947254041,57776439321675501595681
2135,11156645,4,poincare,noise,0,32686746969868414825282,2103156703266220189
2136,11156645,4,control,noise,0,32686746969868414825282,2103328230047734328
2137,11156646,4,control,arb,1,3215132586067743559,49838915097866940879614
2138,11156646,4,poincare,noise,1,2443508259644973566,36429708314845572295746
2139,11156646,4,control,noise,1,2443508259644973566,37394926363721771774646
2140,11156647,4,control,arb,0,10286310091100395819723,674833986022267953
2141,11156647,4,poincare,noise,0,45993174977901733717460,2957517674739334962
2142,11156647,4,control,noise,0,45993174977901733717460,2992461027527140389
2143,11156648,4,control,arb,1,5457762907891386540,83420162403282164025999
2144,11156648,4,poincare,noise,0,43905067152483415589096,2787114004334605356
2145,11156648,4,control,noise,0,43905067152483415589096,2889244885607659038
2146,11156649,4,poincare,arb,1,12777398789167264792,194901473403252903913102
2147,11156649,4,control,arb,1,4696395971606147663,71078444626967497075056
2148,11156649,4,poincare,noise,0,5225880064577523511207,348586023576957140
2149,11156649,4,control,noise,0,5225880064577523511207,348681491532597767
2150,11156650,4,poincare,arb,1,3885864382248854518,57807015249399420233840
