id,block,scenario,pool,kind,zeroForOne,amount_in,amount_out
3184,11156942,6,poincare,noise,0,7583369997037952584547,879728838093132867
3185,11156942,6,control,noise,0,7583369997037952584547,879664338647539968
3186,11156943,6,poincare,arb,1,4886985073992852718,41856271620674569040195
3187,11156943,6,control,arb,1,4689746830804168383,40169901714619922114160
3188,11156943,6,poincare,noise,0,5292005008787809725618,609682707214320084
3189,11156943,6,control,noise,0,5292005008787809725618,622093161334536694
3190,11156944,6,poincare,arb,1,7642331007669093837,64284772082869052827157
3191,11156944,6,control,arb,1,7302718212441259759,61431838012615081042007
3192,11156944,6,poincare,noise,1,2266389689370546150,18766271445316491157490
3193,11156944,6,control,noise,1,2266389689370546150,18762800869447809572077
3194,11156945,6,poincare,arb,1,617717108296952263,5091614164244802823904
3195,11156945,6,control,arb,1,475779681422277437,3920951071821404641016
3196,11156945,6,poincare,noise,1,2801260909419929326,22965952284365980024933
3197,11156945,6,control,noise,1,2801260909419929326,22960731045033780273747
3198,11156946,6,poincare,arb,0,3887978295160929614751,475971325941699995
3199,11156946,6,control,arb,0,4821653819360412680869,590407317176250114
3200,11156946,6,poincare,noise,1,2483669386450855028,20224207615790043763530
3201,11156946,6,control,noise,1,2483669386450855028,20220143678112245054408
3202,11156947,6,poincare,arb,1,1075732140146031710,8710888981928215694537
3203,11156947,6,control,arb,1,900560993811388855,7290951159070733882530
3204,11156947,6,poincare,noise,0,8696877507708426572371,1074004724320403574
3205,11156947,6,control,noise,0,8696877507708426572371,1073911546200186066
3206,11156948,6,poincare,arb,0,14320327392955362349580,1760638182456781277
3207,11156948,6,control,arb,0,13187566692106995800773,1621228232391213974
3208,11156948,6,poincare,noise,1,2064797162125057208,16786252841411842942757
3209,11156948,6,control,noise,1,2064797162125057208,16783449861341903690291
3210,11156949,6,poincare,arb,0,68970558001349336492587,8399489444032492200
3211,11156949,6,control,arb,0,66399574812545577598808,8087736105611054852
3212,11156949,6,poincare,noise,0,8321677359270206906199,998561415117647314
3213,11156949,6,control,noise,0,8321677359270206906199,998479697929290837
3214,11156950,6,poincare,arb,0,13364486556770325906898,1597083255354185885
3215,11156950,6,control,arb,0,12297231243092417129983,1469423820271173042
3216,11156950,6,poincare,noise,0,25221458804151861076604,2992079217452535974
3217,11156950,6,control,noise,0,25221458804151861076604,2991342624987088211
3218,11156951,6,poincare,arb,0,23649020611554988471256,2779790800271721239
3219,11156951,6,control,arb,0,21243925868181726565646,2496472593090559825
3220,11156951,6,poincare,noise,0,26038930328088689171201,3032290283031320723
3221,11156951,6,control,noise,0,26038930328088689171201,3031526756493004379
3222,11156952,6,poincare,arb,0,22320776796487207657001,2575911053218688783
3223,11156952,6,control,arb,0,19940819022653576446318,2300674513564515319
3224,11156952,6,poincare,noise,1,1641825785444692132,14248205130366172323570
3225,11156952,6,control,noise,1,1641825785444692132,14246249923970305288463
3226,11156953,6,poincare,arb,1,3588856969631936650,30883487357167080472499
3227,11156953,6,control,arb,1,3331435971334041947,28664347177164541323188
3228,11156953,6,poincare,noise,1,2925321732517762856,24911440636767595496691
3229,11156953,6,control,noise,1,2925321732517762856,24905413828164091162981
3230,11156954,6,poincare,arb,1,1663400299607168330,14061571836344943987933
3231,11156954,6,control,arb,1,1437572532615430952,12149594390576887269307
3232,11156954,6,poincare,noise,1,1582534031299194586,13308928090877148445438
3233,11156954,6,control,noise,1,1582534031299194586,13307195035238188118397
3234,11156955,6,poincare,arb,1,825029662460749162,6911880039688540392473
3235,11156955,6,control,arb,1,706544661834024630,5918473290622569957250
3236,11156955,6,poincare,noise,1,1853216989481344640,15459930509660334676187
3237,11156955,6,control,noise,1,1853216989481344640,15457583064673872117308
3238,11156956,6,poincare,arb,1,2336515837937364018,19362899944127856756395
3239,11156956,6,control,arb,1,2130323786624593335,17651488746368805940172
3240,11156956,6,poincare,noise,1,50106193005456478,413671147173809589361
3241,11156956,6,control,noise,1,50106193005456478,413669455040502351815
3242,11156957,6,poincare,arb,1,7304503163409781765,59613609826320339930290
3243,11156957,6,control,arb,1,6942555981508532636,56659449831184828899527
3244,11156957,6,poincare,noise,0,21013116338290263156140,2593883284159782638
3245,11156957,6,control,noise,0,21013116338290263156140,2593340377832175496
3246,11156958,6,poincare,arb,0,29295546483116233581641,3581455528749683854
3247,11156958,6,control,arb,0,26819673482799104386325,3278087462746948903
3248,11156958,6,poincare,noise,1,2097822252335336858,17199691265021085344762
3249,11156958,6,control,noise,1,2097822252335336858,17196761044704356873939
3250,11156959,6,poincare,arb,0,59961240952420405807423,7254019200952327854
3251,11156959,6,control,arb,0,57853858727513676415471,7000263921176408937
3252,11156959,6,poincare,noise,1,1213962012789210666,10130548174885305377140
3253,11156959,6,control,noise,1,1213962012789210666,10129539814719220654771
3254,11156960,6,poincare,arb,0,31953882790053771124695,3813293541566990189
3255,11156960,6,control,arb,0,30878868445224720846870,3685370945535764000
3256,11156960,6,poincare,noise,1,3015249957340018274,25298579652559472577358
3257,11156960,6,control,noise,1,3015249957340018274,25292318096939470329981
3258,11156961,6,poincare,arb,0,70150852349514595077840,8290734023906650496
3259,11156961,6,control,arb,0,67937246675696308488905,8031108189477637251
3260,11156961,6,poincare,noise,0,24259817571376597210424,2816615549913139400
3261,11156961,6,control,noise,0,24259817571376597210424,2815955657719198371
3262,11156962,6,poincare,arb,0,20386741837423153422084,2347296926051672294
3263,11156962,6,control,arb,0,18189521621300310959624,2093821829195538356
3264,11156962,6,poincare,noise,1,1279036054277985768,11127877683722544013635
3265,11156962,6,control,noise,1,1279036054277985768,11126686198484282976239
3266,11156963,6,poincare,arb,1,2897224126998910467,25036972734438937799418
3267,11156963,6,control,arb,1,2691695113798358239,23258359874077810800052
3268,11156963,6,poincare,noise,1,2884397719578822346,24695190478730038216972
3269,11156963,6,control,noise,1,2884397719578822346,24689283557438840651490
3270,11156964,6,poincare,arb,1,126826765453288246,1080607161056721614867
3271,11156964,6,control,arb,0,182007040237581719839,21366586988839343
3272,11156964,6,poincare,noise,1,794586053543087590,6760161585355136635045
3273,11156964,6,control,noise,1,794586053543087590,6759716722442038686427
3274,11156965,6,poincare,arb,1,6035800363108628612,50795374677580776892359
3275,11156965,6,control,arb,1,5699652106281474523,47963301436046420107767
3276,11156965,6,poincare,noise,0,11090828784917542644238,1327804528129372095
3277,11156965,6,control,noise,0,11090828784917542644238,1327659916423886148
3278,11156966,6,poincare,arb,1,7210306115750334069,59669653591282936662726
3279,11156966,6,control,arb,1,6920662120870699844,57278912236216773506801
3280,11156966,6,poincare,noise,1,270749400649376800,2214306946984382492740
3281,11156966,6,control,noise,1,270749400649376800,2214258243099928089991
3282,11156967,6,poincare,arb,1,6119903054150480255,49553993610862484742679
3283,11156967,6,control,arb,1,5805395711281552948,47006335211529364618150
3284,11156967,6,poincare,noise,0,5977635564610497426966,744464533673347117
3285,11156967,6,control,noise,0,5977635564610497426966,744419939488851073
3286,11156968,6,poincare,arb,0,18238352827589766262208,2260822303594013911
3287,11156968,6,control,arb,0,17046595613746064317075,2112965758664300148
3288,11156968,6,poincare,noise,0,18533963339435425365951,2281224951870942914
3289,11156968,6,control,noise,0,18533963339435425365951,2280804316181416816
3290,11156969,6,poincare,arb,0,4894643914268124131775,599739017624662517
3291,11156969,6,control,arb,0,3741636601384490574616,458376896489939278
3292,11156969,6,poincare,noise,0,10699056020385445532662,1307033447943178642
3293,11156969,6,control,noise,0,10699056020385445532662,1306894728959303914
3294,11156970,6,poincare,arb,0,47574899593476766593883,5747585425373407964
3295,11156970,6,control,arb,0,44707025449450638533131,5400540589549298426
3296,11156970,6,poincare,noise,0,13046245281731078278873,1558030972489873659
3297,11156970,6,control,noise,0,13046245281731078278873,1557831657992511759
3298,11156971,6,poincare,arb,0,9571615573639076326009,1138188243243358324
3299,11156971,6,control,arb,0,8458508051470689012543,1005696764847499276
3300,11156971,6,poincare,noise,1,473235086438208408,3983892626338293429980
3301,11156971,6,control,noise,1,473235086438208408,3983737264532261108863
3302,11156972,6,poincare,arb,0,45643106019110111328267,5379429702896089028
3303,11156972,6,control,arb,0,43592748646971062378070,5137977950773178624
3304,11156972,6,poincare,noise,1,2658158506576762222,22651946566031403446430
3305,11156972,6,control,noise,1,2658158506576762222,22646963998417401509210
3306,11156973,6,poincare,arb,1,3633352437309775899,30652533648081847071886
3307,11156973,6,control,arb,1,3323724210209683686,28034208102209163641263
3308,11156973,6,poincare,noise,1,2251635853151746038,18818684341032069611318
3309,11156973,6,control,noise,1,2251635853151746038,18815210564905825817380
3310,11156974,6,poincare,arb,1,4350599974316884548,35983677202707802405287
3311,11156974,6,control,arb,1,4025679841078904691,33290126655579136418678
3312,11156974,6,poincare,noise,1,1028898044548470788,8438075772602458904796
3313,11156974,6,control,noise,1,1028898044548470788,8437369961132124803935
3314,11156975,6,poincare,arb,1,6348575663810200944,51467798313045847871702
3315,11156975,6,control,arb,1,5985503243660273736,48520317313517423319370
3316,11156975,6,poincare,noise,0,11952031754629940058805,1485549882684296369
3317,11156975,6,control,noise,0,11952031754629940058805,1485372250161873899
3318,11156976,6,poincare,arb,1,6337161974462703744,50603979815232887718558
3319,11156976,6,control,arb,1,6098218795165797442,48701776312972689500607
3320,11156976,6,poincare,noise,0,5701230420521969969317,720219414611549683
3321,11156976,6,control,noise,0,5701230420521969969317,720177972682496284
3322,11156977,6,poincare,arb,1,8121458887340249146,63562994838238889943412
3323,11156977,6,control,arb,1,7757175425215556065,60715406128097725146468
3324,11156977,6,poincare,noise,0,12089198842572539637565,1560300938820227430
3325,11156977,6,control,noise,0,12089198842572539637565,1560108645123061753
3326,11156978,7,poincare,arb,1,1250420935686632640,9498978413270587608128
3327,11156978,7,control,arb,1,1265478968475389753,9810768924947367677878
3328,11156978,7,poincare,noise,0,16850693417284706813572,2170674684630102900
3329,11156978,7,control,noise,0,16850693417284706813572,2170385101330039139
3330,11156979,7,control,arb,1,1694081133892827021,13162776386146456307483
3331,11156979,7,poincare,noise,0,2632730765884803852689,337844444717004454
3332,11156979,7,control,noise,0,2632730765884803852689,339578436710000836
3333,11156980,7,control,arb,1,531774288784903864,4121540318551749555146
3334,11156980,7,poincare,noise,0,13471200373311982904555,1723229757575592140
3335,11156980,7,control,noise,0,13471200373311982904555,1734735128611854871
3336,11156981,7,control,arb,1,1872132693227622571,14534961669059125979205
3337,11156981,7,poincare,noise,1,3004354992714147066,23440258347049042554229
3338,11156981,7,control,noise,1,3004354992714147066,23143536956359943744409
3339,11156982,7,poincare,arb,1,873294066209169276,6773159247487008631764
3340,11156982,7,control,arb,0,24706600348698839230324,3206222516265685443
3341,11156982,7,poincare,noise,0,9551936588854965664706,1230900671750001867
3342,11156982,7,control,noise,0,9551936588854965664706,1230780828204235515
3343,11156983,7,poincare,arb,1,675542688046079972,5246743600917739418275
3344,11156983,7,control,arb,1,702764139077890127,5458696166921117523390
3345,11156983,7,poincare,noise,1,217661437858325972,1688205104528608842574
3346,11156983,7,control,noise,1,217661437858325972,1688176021860285900630
3347,11156984,7,poincare,arb,0,958742473956971064113,123629094678380565
3348,11156984,7,control,arb,0,994626177727360786650,128258479813993046
3349,11156984,7,poincare,noise,1,157264727491707312,1219523794139347094476
3350,11156984,7,control,noise,1,157264727491707312,1219508615637722272890
3351,11156985,7,poincare,arb,1,397701368768541745,3081397516954588207943
3352,11156985,7,control,arb,1,370379367530312321,2869670431957417071310
3353,11156985,7,poincare,noise,0,23528318890342205969435,3024496774025486060
3354,11156985,7,control,noise,0,23528318890342205969435,3023773419562009637
3355,11156986,7,poincare,arb,1,2804761441399641864,21826268461169835912365
3356,11156986,7,control,arb,1,2814856061350355064,21910063533061162461917
3357,11156986,7,poincare,noise,1,2648875509605467024,20442105145531739636859
3358,11156986,7,control,noise,1,2648875509605467024,20437838988294007813551
3359,11156987,7,poincare,arb,0,22186833522982806255839,2873967534190207589
3360,11156987,7,control,arb,0,22096671179995490096911,2862885839982466566
3361,11156987,7,poincare,noise,1,478800988752782882,3709833570533279695715
3362,11156987,7,control,noise,1,478800988752782882,3709693088987377195977
3363,11156988,7,poincare,arb,0,4709325135196284117770,607678297263737397
3364,11156988,7,control,arb,0,4659977846331261268133,601333430421520914
3365,11156988,7,poincare,noise,0,11333735730026499640598,1457859942994871187
3366,11156988,7,control,noise,0,11333735730026499640598,1457691710055676317
3367,11156989,7,poincare,arb,1,982473182151745901,7643525807323470261961
3368,11156989,7,control,arb,1,1005709113459555468,7825201626363301680020
3369,11156989,7,poincare,noise,0,13779852045898485703440,1769081185387135301
3370,11156989,7,control,noise,0,13779852045898485703440,1768833283425336623
