block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
978,7,7843095249704644099912,7897687054229016604105,7900519034717913767303,0,2,163358851722786659,10203809679031836932362003,9701463555876226461905307,153133779528083658280011,218818376109093364504637,123691974274868245712653
979,7,7851395493312871928842,7836028655074661804789,7835234171840239906789,0,2,325641663011984941,10209151027934749438310422,9706536247552643476226519,153177881232099341748582,218865576964123982558075,123691974274868245712653
980,7,7853691753714904426364,7830204840842228834456,7828991532402879318897,0,2,49817007003565927,10210650379993808843230263,9707962444809724243424432,153184351566337249670100,218872295291863765181905,123691974274868245712653
981,7,7867929565604892711910,7890707988981167228819,7891888377807529536863,0,2,80690620676234246,10219900755356131168649852,9716757329241510661574215,153213861904321326888070,218902191212715874963290,123691974274868245712653
982,7,7866222077429980474547,7920278180488546252548,7923082306426534691258,0,2,239209666791644007,10218840973695828850600173,9715754685375009181500383,153226200315051450090660,218915078539990618074124,123691974274868245712653
983,7,7854458715135137493033,7881620452520483485701,7883028194344512474858,0,2,355159220833781343,10211152696071121324041450,9708440410491194023231351,153315086496687534281651,219006910355120135496180,123691974274868245712653
984,7,7843575258311174368936,7869218217784016839101,7870547178492352281554,0,2,84822505813928991,10204074137634825664402615,9701710178802009062966827,153344950802914166859196,219037439068084086651329,123691974274868245712653
985,7,7855071254760088645661,7812184364882937263880,7809973205069808086200,0,2,4224556716865773,10211573899434908247446645,9708843201024924468231051,153349083615408354853472,219042140538432496620849,123691974274868245712653
986,7,7853841099293148168217,7896939027369325787438,7899173897557225423292,0,2,297239737866557776,10210774237317166108114280,9708082904294310402590003,153385181532405924768375,219080212281477513432176,123691974274868245712653
987,7,7847654698431678506597,7824992087551545453285,7823821266481350736437,0,2,166645795184014898,10206724438562614548743357,9704229706165260188589702,153435186587441257639610,219132150382016645612940,123691974274868245712653
988,7,7851856872900332007523,7830842922506622909005,7829757094683319507635,0,2,154074435163355700,10209455255999137517887856,9706825928547479052661873,153450177302271795805201,219147674791514307012611,123691974274868245712653
989,7,7864217294116169013940,7867387492671408806937,7867551666494126356241,0,2,122572028931453872,10217479011431196003990616,9714453755556576637514607,153473277486563377668224,219171093322248112996910,123691974274868245712653
990,7,7859566453906922341136,7915573994476585947401,7918479542422252592174,0,2,74201884845249486,10214521464046996845128681,9711648283278531841295895,153474540549582928164672,219172345121462376844349,123691974274868245712653
991,7,7845756088627696591930,7910734072173526357219,7914106001772463017682,0,2,280856159558624904,10205565801264378714354353,9703135780189001042211909,153574669046720815892546,219275594659609939049351,123691974274868245712653
992,7,7833484504516160449295,7776211598384705554938,7773263063986482228168,0,2,246031438175404658,10197563318481179178542721,9695525447675133786175722,153697418969426052977736,219402657965855020125426,123691974274868245712653
993,7,7845455012905203087707,7853935357125921449733,7854374603573683900186,0,2,362000184083422083,10205284693430237797300603,9702859915647489013133431,153797673425740949517453,219506306559905716538146,123691974274868245712653
994,7,7835987984065052470389,7870298108607896586979,7872076766199788742483,0,2,6131882643590713,10199148376519169084899020,9697028005810777761808407,153804346000395280386233,219512964590302435784301,123691974274868245712653
995,7,7837753096099113378641,7847467498355504013266,7847970684802370906154,0,2,58234294754049307,10200274645708978172450074,9698096568979837928333565,153826239110120065308520,219536112002548196970144,123691974274868245712653
996,7,7839149576808830902524,7781043049377065115497,7778051838656532081670,0,2,48027518820161126,10201251941931881296518462,9699032669126996302259322,153827673250334475145792,219537645401040910546459,123691974274868245712653
997,7,7848033614784527308834,7873813634265404517600,7875149703645594181299,0,2,303744690664815277,10206973897816177609411288,9704467191949435821954839,153921436586723228484700,219634968766615882958748,123691974274868245712653
998,7,7835036786454950991967,7817045995356456427283,7816116099987039203768,0,2,111990260443995963,10198511732251079257573592,9696420929545723327133225,153952508264006986202523,219666576189271322712358,123691974274868245712653
999,7,7833695367154362881356,7777926388359951197562,7775054840810145739369,0,2,105646766958492102,10197696993510166879930589,9695652181800216212485832,153958278526629320797643,219672693037302963776182,123691974274868245712653
1000,7,7820221151292905092732,7776299073624397517191,7774034823210475464504,0,2,235352170754068894,10188898421667889394679651,9687284294809910177781810,153995734841897060501212,219713320151815282552730,123691974274868245712653
1001,7,7815581796478843484036,7803389733516281803855,7802759191898461319495,0,2,241090184134518449,10185838398400058226829323,9684371160459171770465025,154028062546674908048743,219747711682682839473225,123691974274868245712653
1002,7,7826420837813756635331,7824168440637208488835,7824051835471819156562,0,2,73699616564323745,10192896067499035694289019,9691081064858414524557625,154039128539850593237467,219758817754741598099593,123691974274868245712653
1003,7,7828292949806431693717,7771142446363256855784,7768200188292245049419,0,2,48910286511737180,10194183394526064743196912,9692311900844731656667779,154039482454727851272840,219759173546050788773845,123691974274868245712653
1004,7,7823157575906007385017,7851522144513589136957,7852992291314756647859,0,2,231581136549451012,10190787438394530539511783,9689077920564694748622354,154096172689844793531305,219819365715994347246301,123691974274868245712653
1005,7,7811221774330933988454,7829145471227112391964,7830074139633308318947,0,2,182115423451729847,10183000436257093588502110,9681673278092912101891303,154129880459226088143882,219853788414223345107404,123691974274868245712653
1006,7,7802897947803918328895,7852718532342718856770,7855302615249384517658,0,2,58809765566360721,10177618215516534877398065,9676560555649786239758873,154144227424189451231423,219868409636152075789232,123691974274868245712653
1007,7,7810722387756073949566,7792291965057081338052,7791339394102143574673,0,2,172469008897422201,10182675338861163448719013,9681364227931158492770925,154180827201064559057711,219907608709097727001849,123691974274868245712653
1008,7,7804716231085771503093,7742526629157424979255,7739326644620569515317,0,2,155195377507616434,10178833867215746668189731,9677719369938040340544813,154184056614485753815639,219911168436517390526788,123691974274868245712653
1009,7,7809087674098564222797,7841626207318640484894,7843312931119783851873,0,2,344979809239961377,10181624613820870492215340,9680366735175415688372043,154277313610660814423378,220008604759439536973319,123691974274868245712653
1010,7,7803414836506632004153,7743245529830262290244,7740148865835445415127,0,2,136408042519274351,10177980000029331205071052,9676907016036628874401581,154307670838512147494197,220040065022630783284801,123691974274868245712653
1011,7,7799036912901024609512,7823419845019773232008,7824683456819013341802,0,2,213083076461886555,10175060727983199081736672,9674125032048280905467635,154373227275877112794214,220109532828017588940325,123691974274868245712653
1012,7,7810783788142034968409,7882384171959127192298,7886100615779398503249,0,2,76554188860239330,10182814244490708329205338,9681506257585218462075086,154376553144836550774540,220113358391041567211277,123691974274868245712653
1013,7,7812523104430405633549,7844999696344988920991,7846683204951083662556,0,2,241554882514099391,10183863851750587077761305,9682495721428382183587615,154477441498506984874654,220219706670616567932814,123691974274868245712653
1014,7,7813250424500739666836,7803480366076839989174,7802974960632605747868,0,2,87735183971288481,10184317968020782181357810,9682925471581513718810817,154498377044670741299531,220241773662874683756451,123691974274868245712653
1015,7,7814375672766974280489,7747201117821002937470,7743746358171626358351,0,2,72580446859434732,10185144205327734679915076,9683720393781652352096843,154500855433183555951602,220244353885516201666530,123691974274868245712653
1016,7,7819115427922757553272,7816661361298987919731,7816534318447484338435,0,2,258832350375501801,10188137803328119715112195,9686557060793537638096391,154609580750300025414582,220357947643629567179154,123691974274868245712653
1017,7,7803684511059518132754,7805283724224123659848,7805366537731736615314,0,2,38742000045954074,10178079691597556650443593,9676994121116597285616490,154613093064561759158604,220361222028369388323281,123691974274868245712653
1018,7,7811417499791000272395,7857455606409850214124,7859843194584878814829,0,2,9042588277957877,10183165281744457005151059,9681833765966297924691808,154613878531902676786931,220361948788763914330094,123691974274868245712653
1019,7,7822022499296216700141,7804224968094499702347,7803305046613574370205,0,2,201070065465703000,10190038036596262202638496,9688364396625688697918745,154639898242350151571999,220390125195598365516672,123691974274868245712653
1020,7,7830188866460536325525,7828096250833557250245,7827987915700901006833,0,2,50978105168759400,10195349441521713030544778,9693413653301544175039820,154653957086244228240740,220404457550853503997895,123691974274868245712653
