block,scenario,fair,price_on,price_off,kappa,trend,d,lp_on,lp_off,cum_lvr_on,cum_lvr_off,cum_noise_on
293,2,6831041160859211881483,6877158234320903022149,6885840263107679136950,40238953282043234,1,710949197203691455,9099197079228770900757803,9053938493381175195726663,8730055170396914883858,9615477657034410330193,10688205587484311269055
294,2,6919070004005330514963,6915840868089166940657,6959068629372054452385,50000000000000000,1,883870663840764821,9158246130565752986828402,9112054090496284343697171,8730055170396914883858,9641875783845439012915,11267828244688611721758
295,2,6959308776073482944271,6925932473260578468193,6969744591740639395006,50000000000000000,1,891569706805142060,9185036074955741506320027,9138476469827941570880076,8730055170396914883858,9641877144098509491471,11418492788591830361729
296,2,6994200746179944968236,6946921341521287965515,7015930693708748637865,48715114892986090,1,893856404402428845,9208407273976574244659750,9161365120006026232545367,8730055170396914883858,9655927610132389487682,11697762231654204319135
297,2,7025598744246574473904,6944484807556559404196,7023107994881672766585,48736692230940047,1,899361768683660586,9229155575750940459454911,9181894552922945549872031,8730055170396914883858,9658104073927169181784,11706875024083642428625
298,2,7131013147486092280296,7000162421504455688508,7189063557260178828437,45944361135061185,1,885192070334444533,9299253054607191590041914,9250598035264536144625351,8730055170396914883858,9926931594758463204206,12087679154480278611898
299,2,7243822012316795048157,7044812374744076179519,7290655209990556598825,50000000000000000,1,905295977797595868,9373791694124340626870045,9323452508550466139780361,8730055170396914883858,9994035104790842794295,12342184101840576162858
300,2,7274927168556909051752,7021141658194812156257,7249956782885564034647,50000000000000000,1,919351335433684217,9394464998562174555981410,9343413938842868578919699,8730055170396914883858,9999482249509161521501,12595724741866372876514
301,2,7365275856885041355145,7055370614394633137550,7401327455350868960752,44695267992656426,1,747720044120576801,9453840549637788246334608,9401267845387605906434583,8730055170396914883858,10292144186449895843508,12595724741866372876514
302,2,7448181639420585926365,7384023455705233521599,7393039478204722237326,46248002907957420,1,782800668560446479,9510826294961810313167284,9454068623232827765577745,8730055170396914883858,10339205231300561970758,12617532036550467019794
303,2,7507614205079891433413,7409084344701033850937,7533689062701739607345,50000000000000000,1,917328764690956129,9549230714957667381228774,9491661667173686572815488,8730055170396914883858,10619811829436896942525,12897860299722581986921
304,2,7572486346396632813302,7404567958325257455370,7567791558754219682698,50000000000000000,1,921832420770151578,9590792285363007872736051,9532567591902792844921292,8730055170396914883858,10651251328651547424200,12929739763589081487307
305,2,7648051111736679428436,7462718644698028429446,7708945297131672813644,46991866643988802,1,898565554676354817,9639554181873860206779478,9580086449475090575282305,8730055170396914883858,10784525667181274060923,13227235512911450673537
306,2,7709357507307285323494,7526874585787298532580,7776657119382283389398,50000000000000000,1,915056925432594802,9679142821736320939869240,9618421769248613695572592,8730055170396914883858,10784529104612326192920,13616098104961404891607
307,2,7775677871248940460928,7555997916310317269186,7806229331427513515467,50000000000000000,1,930510380140717216,9721468946306601362826738,9659632144410296531127825,8730055170396914883858,10784548252640561033178,13792223279887946424604
308,2,7834541939509609111779,7496198332083880060289,7771016937647898795744,50000000000000000,1,936976151921060993,9759572012619255203385631,9696187970006757200470054,8730055170396914883858,10800434156286956296703,14490580138147151416085
309,2,7946731550151079510477,7930301939662083620586,7937279528619379413554,30000000000000000,1,562952346984550217,9831176700016019082053681,9765286087428203363350440,8730055170396914883858,11410716347856954470007,14493145899549156023067
310,2,8042710734036296111742,7859301290878618473107,7969712675064167850055,50000000000000000,1,838734587443469266,9891020708219639376216407,9824181119624822374667059,8730055170396914883858,11624542762458995501099,14804044184973998196859
311,2,8114544269977036138565,7911665459200032425962,8169208973049448740393,40005498048501997,1,632966440965769966,9935903121488997596980031,9867909029534260402829168,8730055170396914883858,12024619893550424125810,14950533703853278076437
312,2,8179156977923264922310,7849051619392102097713,8112901776100761662939,43039333479449282,1,667327710618135255,9976699174501907411343428,9907144239564604389627108,8730055170396914883858,12026454058108149719326,15606182960982910680059
313,2,8275816075616409441931,8329563502806977276079,8335808485055670019130,23039333479449282,1,462541463370985047,10036916560630627888127451,9965494879572288218200978,9145326614331922128895,12518863854227641466075,16008753762077940680009
314,2,8408026067480001899427,8340838281432114147121,8419686208911224324714,43039333479449282,1,749799409307227383,10116950030600772303658367,10044718077326910827772538,9145326614331922128895,12612294586973827705262,16127115956705430300960
315,2,8475584521122688942955,8419307944151383702535,8557253044156075497835,48627225415260113,1,753547769667768596,10158676100460906304725290,10085105479479312373184831,9145326614331922128895,12667491666754677432508,16929386585196500269928
316,2,8559594638552846597968,8383511025515208300648,8522633239529049566673,50000000000000000,1,781830549339835861,10209393150592572038266929,10134871313982539888290779,9145326614331922128895,12667586500521412917583,17108536208129720734057
317,2,8655170573523036381138,8443596769241662208091,8718056082704985435984,43949308807692276,1,672650909125699203,10267290382311397684425171,10191339838744565268206384,9145326614331922128895,12970946991160272368762,17347891846513186319598
318,2,8747670232510041308233,8479217002200247026545,8785082882430199394026,47400618626129205,1,709893690107383860,10323000180035584581562242,10245609829238554291891719,9145326614331922128895,12985674625807564455306,17491127944128241287251
319,2,8870791973605631849324,8532001510900589725471,8926537079060347586994,48408731603520355,1,732332395691984802,10396902760414549128217266,10317487487119218726000624,9145326614331922128895,13107244172384030938073,17563908659589132165076
320,2,8931417579733785395588,8575059469220052418469,8976944323989618632411,50000000000000000,1,765723245357447582,10433228753605508473702301,10352666498350044419120003,9145326614331922128895,13107630794035201649711,17637060005670953776037
321,2,8986758507280825335914,8539222988909090426204,8948022997259509415259,50000000000000000,1,792029009613665570,10466746663702126548363194,10384681272874240163851505,9145326614331922128895,13109180605486823943491,18149552888013073544856
322,2,9025320395686254137933,8925590114992940289170,8935839321316476205841,44010075451562435,1,604657935223442280,10492394983561097707173950,10407042464886638107268257,9145326614331922128895,13205423788249833434485,18180334882170938643897
323,2,9113780546849612496931,8891514908670132671015,9078335661950762497647,50000000000000000,1,833962679805767493,10544330029880255310057659,10457809604719244793770583,9145326614331922128895,13713651806283922545998,18390140622446915081607
324,2,9224244168032043407966,8870886082245139956032,9202268973425292600351,44312496771804731,1,725809878532809574,10609253612280498901144646,10520983197778698771980636,9145326614331922128895,14047987947611282020078,18616112656107946264372
325,2,9292917785914861314812,9298205561874429617841,9307325531893018684413,39876869215012927,1,651865830088448304,10651795633923201791815986,10560070091650849303470259,9145326614331922128895,14174826505486399753382,18775437576842415147899
326,2,9404540692916321904046,9212299902551804094173,9316406979316736514837,50000000000000000,1,833012583824658840,10716148197505351083903527,10623417038038154996991464,9145326614331922128895,14318201035110168732338,19055863444014046690695
327,2,9517343341157874726025,9184346979295407613337,9487737329543165492155,39765088218565179,1,624547478405171269,10781358431773955892229323,10686832891280134089123240,9145326614331922128895,14926474715709500325958,19322140434615841665294
328,2,9648339416874079252504,9614073067735956439802,9618543375803428097623,19765088218565179,1,552297905107417381,10856273753520906589964852,10760127782995458331363786,9764927406026300432907,15305446101614891569285,19326121200004642599268
329,2,9782053511154779861344,9572602517010768935253,9739113513712353477908,39765088218565179,1,756220977354682826,10931865030217994980383026,10834445537472458359124275,9764927406026300432907,15690266384525409684351,19530075173872799876186
330,2,9887157151302069110938,9514687627251027607011,9825828208080546168348,43897620219798631,1,666520917892676861,10991819170585874916191569,10892521938873004573461724,9764927406026300432907,16000164408515682016781,20067036171000620367042
331,2,9998390232053110275886,10083669763853196767058,10091659092936939966924,23897620219798631,1,529444180289831811,11055462953606932161145276,10953687452430235458227816,9846943932842215110195,16415164939692962776755,20657386727576791983442
332,2,10157203234847075858385,10055985161289073552387,10128955909131809366501,43897620219798631,1,762830547351249899,11142957971241392995994879,11040229850144710595075697,9846943932842215110195,16473003519477693359663,20712858493297256661464
333,2,10253425674134547976857,10121725277830403585361,10321982094092649495213,45208946180660341,1,712572137564478193,11196552483719766318700487,11092451221497416599720630,9846943932842215110195,16679839053392534857177,21201092794022674767555
334,2,10358414100067824986520,10182963111333521121022,10422493301561928039100,48139059221325875,1,734959075983728235,11254743026866173788587466,11149087456343487639649684,9846943932842215110195,16697139476806965838690,21645393690100057194070
335,2,10429299963795735133088,10111533813163732194276,10354572372471355014966,50000000000000000,1,756870851327057223,11294126813041819925953009,11187189882326935479511349,9846943932842215110195,16697735509141702870820,22118082044544154480649
336,2,10555521782066321801230,10199007032276070947722,10647119345446305736621,30000000000000000,1,567793860216836274,11363329197824114127867079,11254715697720690947118534,9846943932842215110195,17217482586788342209535,22118082044544154480649
337,2,10618212875229276807839,10713712429543087928709,10727359681098067798249,46311937637631313,1,628884463554321640,11402163840767230678864996,11288130318369695032530766,9846943932842215110195,17227911348043363690679,23424037747858534352948
338,2,10671342402523391895442,10619497033098725318456,10618975057319044612089,50000000000000000,1,815355095366636221,11430573649840924361695178,11316222142439664290742031,9869379381932014654054,17266685430929374557750,23424037747858534352948
339,2,10799059328279720259049,10600728988027831983418,10779619255828318291924,40139331558538340,1,631517003453550710,11499231759978823854872050,11383708407835118848388107,9869379381932014654054,17669095611908111345213,23509178522230360993729
340,2,10913553741422548781461,10598749985162646405923,10911465613088736938126,20139331558538340,1,591179977627350000,11560771372360339263371581,11443891213039671707462349,9869379381932014654054,17887215269911612021410,23524868640144106448935
341,2,11050232732691754487189,10941621858985496761392,10940564646327920905786,139331558538340,1,586006538460904903,11631851732052429839986295,11515471797845498626541775,12382541588851431966210,18117094983707860634056,23524868640144106448935
342,2,11217101123567379414080,11165688493699656511386,11167999796499407519178,20139331558538340,1,755474664922348062,11720712560296451809610282,11601976604044685485482825,12382541588851431966210,19020762187406674932448,23527784691530988660696
343,2,11362386250688934643749,11215574079912213735408,11414269136469363407558,40139331558538340,1,815563338641972935,11797129734787963540529780,11676872119709129463725819,12382541588851431966210,19455386861208217047131,23836336379468743274805
344,2,11468949798186207797985,11093278642470181549926,11341209391225642610551,50000000000000000,1,827233412016970924,11853713741509412145011348,11731654356754598448645789,12382541588851431966210,19488880135393734803463,24556239073153974073042
345,2,11568853357957930794216,11133822350800642798612,11611320979043236276760,30000000000000000,1,529669587583285276,11906096013769938405495303,11782474539028290844642377,12382541588851431966210,20070578279264963617843,24556239073153974073042
346,2,11747715805660830681253,11883131763811719854563,11888507479148857244340,10000000000000000,1,559505567066668220,11997761250080612547494529,11873398490575756323477358,15070782982964274486726,20272989406622834670374,24897202183645715329883
347,2,11871600396118616330984,11756137120448373774703,11754936525500678002535,30000000000000000,1,817653926353649465,12060802037327481632860237,11935773050155347432343892,15072204010355743984507,20276011138887886936455,24897202183645715329883
348,2,12004547254471586352222,11778542146996989537267,12027875163586447201736,38546263901480271,1,621682199970881228,12128776692677211866763706,12002279066335598555783001,15072204010355743984507,20938413646723951886674,25003347448024298225062
349,2,12090148074443650794083,11701799945108633601048,12009512303097675673455,37632931889219189,1,630506510702204743,12173015351458569723247020,12045057124717323063661867,15072204010355743984507,20978564383917487435766,25520319752148115925385
350,2,12159274856467001086830,12145353435880731111460,12149393602822220479102,17632931889219189,1,482145761219300592,12208224908987095389273602,12079375910503209058005527,15232797601466792341172,21210476655419482057094,25521146692879062271711
351,2,12231969361703879838197,12188614843944659417217,12276691893680278587557,37632931889219189,1,685642793177495151,12245099238362235950682834,12115449686127211580722645,15232797601466792341172,21279963364440654889976,25860825008503231377024
352,2,12401706012683357285090,12223158557389588216588,12437828266172026743850,50000000000000000,1,699738561169724464,12330518339779816417381820,12199212551376828384414909,15232797601466792341172,21436492038579479762823,26156772712905097279480
353,2,12491947936984007152755,12306843195057864638876,12579653642159281842438,49858406872865544,1,712561910230462490,12376399712083859543473668,12243578304722314686528862,15232797601466792341172,21465342368114027004534,26775988079771953271163
354,2,12676752181974613008257,12300260210668962860906,12669795745337742021537,50000000000000000,1,745337918725400744,12468680300226378237942801,12333735753701326886600734,15232797601466792341172,21556491333879395911335,26825357702380077699697
355,2,12745966728755847560629,12180624136786934350592,12618430240733877484350,47054127085621985,1,726045508144082919,12504469286710501656428400,12367516639971751979435970,15232797601466792341172,21612033496078903693462,27905669141216056044762
356,2,12802718847734263868888,12857304924839499996828,12867645229269234111020,27054127085621985,1,378187850646716887,12533779491837043912928393,12394902539815122939642920,15232797601466792341172,21937746778464360624586,28318397005989356231521
357,2,12958381396075882601559,12845541498957935974004,12946345737486596154727,47054127085621985,1,740209767751347944,12609837634639811158641275,12469988384918680774639262,15232797601466792341172,22014710435364922331082,28340967528539196499053
358,2,13047411826050904411316,12698453701256975886796,12895181045798864577679,46737216343737782,1,719029549488390378,12654122779451638619888240,12512966605800990466949351,15232797601466792341172,22109290699963209570795,28903369583235767277704
359,2,13150954195328278663216,12598664679270056033265,13044623841957023473480,26737216343737782,1,442845462346869899,12705990144749926410886701,12562406239598434225999140,15232797601466792341172,22715041493182864393574,29776049102596031679360
360,2,13258466220822752427314,13270493871294812045601,13273014895907359734435,6737216343737782,1,268349419789811779,12756022031810575057468373,12613549955927842507030149,18276625164012618389450,23131913574022354886603,29798723416586432557819
361,2,13332390338598513494849,13250157538818258144430,13311680573667329353662,26737216343737782,1,633347548693541490,12791593832504565091554072,12648667151972286346651785,18276625164012618389450,23163412099558315354564,29821485027581559736865
362,2,13530623370200263711166,13337928929201238675371,13622453506736350117841,46221981086362149,1,603824041562504983,12887616914672647693047794,12742422750288351401730532,18276625164012618389450,23587311638027962645467,30381425854042516033621
363,2,13702828012931690794472,13421765422487960904950,13790948757385690500112,49223925809099839,1,638943916675343640,12970757873535710473988774,12823245508229534327394091,18276625164012618389450,23642783902433359482062,30857820336985393201967
364,2,13885035694969454199391,13547883226477407298050,14018129752716047212798,50000000000000000,1,673300447322739425,13058564273267063514680373,12908300402981111763062590,18276625164012618389450,23717375584744189435870,31387159988047356698271
365,2,13966566654298401777236,13683814355008972194969,14109785690857130305574,50000000000000000,1,722557511159263413,13098223351718881109770785,12946163949785394221015685,18276625164012618389450,23739351318004935032599,32067595383006702249291
366,2,14053549354238674653626,13765323658939377964529,14139271765959661717632,50000000000000000,1,769024047184988271,13139967570983430198865567,12986306302532127904461655,18276625164012618389450,23765240648392573755627,32547331401157153217395
367,2,14191948216077224286610,13714240395724569292279,14137845845311923727367,50000000000000000,1,794604079496642928,13205736313857605454395048,13050057459869935000646558,18276625164012618389450,23787797849415625048673,32920953093006793444123
368,2,14418299501763641941605,14246192191895679659321,14260225877875269667816,44401738691078802,1,651481670899752033,13316407532931866160982320,13153891086934598817768255,18276625164012618389450,24422210906607458676174,32959062972874159074342
369,2,14520221379425564944144,14205084625807597789675,14477401612357485524263,50000000000000000,1,827498337066492283,13363954353681520006755031,13200115018316861905892345,18276625164012618389450,24960865563904306358941,33142553354736194128598
370,2,14698560165132675185706,14218738497634259592412,14712945276272641111077,45091930293297970,1,743899701616939735,13446963702783383391191349,13280917294198376766524096,18276625164012618389450,25342435242794004175566,33181262502713393630442
371,2,14789433935372864999770,14276046998099510249754,14849919618613185788623,43392542325535082,1,748677595239885281,13489317129751027669459701,13321934781517122162583218,18276625164012618389450,25387208491313102523313,33249327055006567531936
372,2,14861913420034589489840,14413473364382213744353,15007103431763824790933,44244534437857033,1,771033358124577328,13523276522957291689043117,13354668662033895768531875,18276625164012618389450,25388296551351538512178,33413148350843074065811
373,2,15000547520760800481173,14523091965100350431845,15116678352616821801599,49728135863091300,1,818974110911699213,13587701294667168194758846,13416752464892287587394749,18276625164012618389450,25388616747643473009836,33698466666981119035785
374,2,15192092507120556553906,14504334808287794945082,15171771989120345697818,50000000000000000,1,850017699063176068,13676058094911437504568929,13502043983602204505163233,18276625164012618389450,25430413306367216866368,33897256168265257891195
375,2,15349770732086352462646,15152320660346534170623,15170077111082178396260,46423020885860561,1,784758770036490710,13752609819838303608302983,13572163952076673782414275,18276625164012618389450,25661217428010141754039,33947102978112575872536
376,2,15550936708729396508222,14955080440741712795434,15343190409160042829323,50000000000000000,1,913598439785147057,13844784918200979141295695,13660881345622959957630375,18276625164012618389450,26711116835239887537515,35112762958455029105637
377,2,15790517758187864000476,15797646484574487320783,15811284381845938936186,30000000000000000,1,563000597133883121,13954263158727368764339549,13765402098131059035001052,18276625164012618389450,28132186150536635677163,35244741222658771132730
378,2,16019030402824916496316,15643436542893352351180,15859431470894236443341,50000000000000000,1,776814269047702853,14055858743942767881365615,13864818178803726960299043,18276625164012618389450,28427494806423270750535,35719718642916539353257
379,2,16085817128508293474632,15489662123879743457820,15923307542096246449984,39325388768127590,1,601513224490161953,14086649077108713255425693,13893695733951687842809382,18276625164012618389450,28776381031997137679061,36682486691957705423922
380,2,16187466069408548014443,16079901476103870377742,16085405964580209716485,19325388768127590,1,424588387503435628,14131687474309433449435807,13937414950872755123853613,18664677458587841484001,29248009312222335512244,36690985671173711659363
381,2,16264550726191686113681,16145925155049691445660,16333233119530282177175,39325388768127590,1,622129110633637276,14165893909100640382087982,13970521649429392627924148,18664677458587841484001,29462225591370768253518,37106722193867014001602
382,2,16418223737184904836763,16152965117718784573271,16425606699541337919386,50000000000000000,1,639098371989817405,14233114895668119860965778,14036334806553829683751274,18664677458587841484001,29509486996576477664365,37160319051374646590194
383,2,16550780366956885395590,16301298153171517856817,16706788408347154900405,47863271654285137,1,641240862895134766,14292000029332555055150956,14093038523121597464026693,18664677458587841484001,29611016992196287229201,37965162031963113201141
384,2,16782678014827329440138,16261945430065948270079,16740991917517359410696,50000000000000000,1,689548934850893273,14393148601186974495083860,14191280688533716338060581,18664677458587841484001,29647453863327583720076,38217785127360123597916
385,2,16904037262992271260394,16382315471907084212731,17031402352004402029292,45485830139899444,1,617560065416868423,14446317549301311266482748,14242587705888845357579149,18664677458587841484001,29814693220465590582235,38426333229998758007626
386,2,16988481140259716122702,16530397384655565580809,17145293729805811514574,49131401829572128,1,671021255940458712,14483573983472045798176791,14278167822045715771160011,18664677458587841484001,29826056841105365218340,38883348131121923043421
387,2,17256750881997448518902,16595116511818728204940,17325546760194172138652,50000000000000000,1,728836719098330538,14599640616450254397202790,14390338081615372157749990,18664677458587841484001,29901581876319085349246,39001618223648208569480
388,2,17335362616700283109817,16789542458219364271453,17542139517786175456506,50000000000000000,1,752451096774362472,14634124690245962424945322,14423302794810352245912650,18664677458587841484001,29902160243465170740206,39328521496889537535214
389,2,17557143065186335738644,16874912960628483877692,17647988354547250937316,50000000000000000,1,813098270410844980,14729404554822336002378894,14515065266669027843306364,18664677458587841484001,29903486351910156263212,39451729762994973481279
390,2,17827103244269390165682,17994199444916084228520,18027081592667037686880,50000000000000000,1,835088756369911117,14851826596117476402873846,14626410842771861163678631,18664677458587841484001,30089920580381530447014,41428674616850225907486
391,3,18054994452755133245341,18219561813200561439384,18290161148830460128330,50000000000000000,1,942384567605254130,14948837464355882516550819,14719680853777212094436728,18664677458587841484001,30094324964058096220517,43645718747245368903984
392,3,18253002684395437164725,18263865604369718577111,18299195263081069425091,50000000000000000,1,950229329681769387,15030899808934391046959743,14799877770573619583608660,18664677458587841484001,30101976195694370331331,44096546313244241448392
393,3,18437260811474363829183,18233943251328688533660,18406438332399500810213,49523924106677491,1,951829136341005291,15106806854283817736800703,14874383502482638066979642,18664677458587841484001,30207024623265595154742,44154931964118101506482
394,3,18565041292173932067263,18481981154181987695273,18825233610387009258066,45657524283274758,1,900281871908628262,15161271627793367011856788,14926194566050359906315140,18664677458587841484001,30344366663101277280163,45618766353919115658883
395,3,18646523006462599680589,18462608681831534536938,18626581953573187430265,50000000000000000,1,921607023860630275,15194654928982434898886008,14958554078600238890423711,18664677458587841484001,30514488281828906174084,45654024174640975543570
396,3,18853110442092858885722,18392039781652708110156,18779147996258790094380,46626057238150906,1,882546523929308513,15279578115984480467345856,15041216680093011384851071,18664677458587841484001,30789225597580447450854,45959148253575214664671
397,3,19112123788661052936978,18622734596630949283330,19356036313588771425626,40934737220813080,1,722707727294240495,15386304177507340484485239,15144461243568564429179256,18664677458587841484001,31373998465323485632742,46122252207518100746207
398,3,19200988834972619853529,18891215635964688732176,19484948460317012060589,48822382243177020,1,793904675645974063,15424018002154774551437294,15179732563182462833713787,18664677458587841484001,31496728277853586478456,47192624751391869993171
399,3,18943860009262860079734,18671107303010886558046,18719309762355850165032,50000000000000000,1,849405797812263501,15320291212975207235933600,15077612575874803037140009,18664677458587841484001,32991525003689107211792,47312588568841130322311
400,3,18850559694431921973504,18450751418699882133483,18623465549337805624100,30000000000000000,1,449813900575374086,15282993822689648584784397,15040446265878961589674490,18664677458587841484001,33083304470410865355495,47739533688029421036518
401,3,18728769969779468498758,18182370677482589332446,18449957448503905398886,10000000000000000,1,138364870367545209,15234337819610026675641147,14991927152141808701521863,18664677458587841484001,33142881363326665226872,48561322757763509874884
402,3,18644738384388190508699,18755597338077787666498,18757383371916206776681,0,1,144995093483876332,15198524213876107161431018,14957903931915947373471252,19862687879159725277444,33349094829855933546984,48561322757763509874884
403,3,18815016668360205963123,18855690957013686347519,18856345628653586148987,0,1,309881600151656122,15267710687525657181634642,15025993204187273999841101,19881782164462059961805,33366772407083265400583,48561322757763509874884
404,3,18960055882696181939119,18883681071198829275774,18882456230863636870929,0,1,364035979104548970,15326467050545277780976442,15083820050198159842743618,19940150516177366749044,33423496280483203029953,48561322757763509874884
405,3,19176542498980431786079,19143165661822512650323,19142629452948729320019,0,1,380958331776187833,15413692238979104299385458,15169663484356838751614972,20396478906758056088712,33876393865941258235905,48561322757763509874884
406,3,19318957298300685296619,19186257672313534847992,19184134167065040538186,0,1,526010659345028621,15470907347736240166122210,15225975506614415911317087,20558070933881547337813,34036403717145232765002,48561322757763509874884
407,3,19399126605166161054363,19337731391284773386517,19336746131655607595492,0,1,547830556447931475,15502901907286910859032701,15257461223331994793674045,20793994474829091327618,34273273871306756941031,48561322757763509874884
408,3,19612951142282998330766,19819175254126376142747,19827520580427251165174,20000000000000000,1,623584501387535066,15590243072664269911840744,15341524689197340939473886,20793994474829091327618,34659021631427953048076,49384394548763382117277
409,3,19825728012692637098219,20094981057620606726136,20111849314659633327235,40000000000000000,1,772542785842890716,15676943076261417081998457,15424686307012366658556483,20793994474829091327618,34659037391884890041318,51563156767579645002238
410,3,20071980623485613134794,19801571926423795315308,19797194352872310225503,50000000000000000,1,822019762494549621,15774007121987591105848193,15520154948731827932636525,20796580520911810634090,34666676055151643975534,51563156767579645002238
411,3,19987704990804775546743,20062841054070009953266,20258606583230702223302,30000000000000000,1,413091989767481505,15742099349913379590733699,15487521671286057825973247,20796580520911810634090,34844238655661290249457,52644032723075091701081
412,3,19764253369781109309885,19888132345784817202516,19890810254321814915669,10000000000000000,1,530479297666400328,15654152984524785797519538,15400436880898197454981291,21236522568591943569727,36019160601522288932644,52888135364618814063044
413,3,19619795546361525744289,19836792708564795691413,19840377690450925161886,0,1,311669590594811373,15596999371066841940179942,15344214015298157499775369,21596281415963620652728,36380139267488766925785,52888135364618814063044
414,3,19385315940140161469614,19260970695302153001068,19258932157364662785558,0,1,245870191389904280,15503363782493542115244336,15252090984653264799371513,22623459613932684018177,37406595204699437100964,52888135364618814063044
415,3,19617192932410644470526,19767386130688280629285,19769865332476200601033,0,1,273391139887994494,15595842390551212519889023,15343071798627470743407505,23278146432392448927302,38058132532380366830476,52888135364618814063044
416,3,19725927735211840375832,19624520528545560968333,19622856415830098330447,0,1,127212573897296029,15638943440352873268108948,15385472271092799639357867,23286763393975817096695,38067652833374715027706,52888135364618814063044
417,3,19866794644948864196691,19583997187839517518507,19579388822561782135956,0,1,15589750137427089,15695035697543451271486917,15440666832375981747727902,23582118344880821775382,38362251040142549162504,52888135364618814063044
418,3,19953943645968663663637,19904758315063416854636,19903949518879678861928,0,1,19013940646455700,15729030310286754860610127,15474097727258534145311242,24270691034689743564111,39056808493399105232665,52888135364618814063044
419,3,20185866812802185970649,19928525961456137088770,19924327604207400203923,0,1,236544715758275460,15820488394543567537564151,15564083690864004356008296,24659610124623551505458,39441644535639927356329,52888135364618814063044
420,3,20443248186503275535138,20727357063278025970412,20732054122275084671415,0,1,253729304740096867,15921080546339790349194235,15663047206404458877201283,25953732436769619263089,40735917446742061597639,52888135364618814063044
421,3,20543426827566907282308,20638812950344443262366,20641369107535005233586,20000000000000000,1,612657708064538720,15960078761136216387110612,15701035511223113536862043,26112229414599930365520,40899873955534725089463,53260376883062198202801
422,3,20682591744209677012894,20408957854254892129679,20448235015525587957405,0,1,513541782031435944,16014357879006882627568318,15754337777290849065676595,26112229414599930365520,40907712421582027646591,53350726315818614604157
423,3,20400213183198027114098,20439535627191412598907,20440184711115292917671,0,1,260249551632140340,15904315219517717341590706,15646175018058743919183199,26112594551901581107815,40918524389769581402802,53350726315818614604157
424,3,20306426005758761203929,20093978941630547866474,20090501858486934617560,0,1,280373148813313407,15867926189794347383436990,15610383533119740370202036,26197266080488945197749,41002633302070100090147,53350726315818614604157
425,3,20145183819594883177747,19919626451713893536194,19915936885565440420118,0,1,77056858036327149,15804833329812964309766197,15548315736198045320563298,26210062202384106651144,41016991905339206878400,53350726315818614604157
426,3,19910292374606197088796,19756182152978198878957,19753654567438879974155,0,1,216749301404602441,15712291112694298509685503,15457271256673167654105531,26210493652099954092411,41017147148942700363010,53350726315818614604157
427,3,20039409276763422797582,19935193508330472015499,19933480913568164544664,0,1,335590504303749156,15763089957375960245833434,15507243470731686685132222,26609726382172529482417,41416992376997270852699,53350726315818614604157
428,3,20218273077433723422777,20062487472433581016909,20059932339845607633963,0,1,105948165413216366,15833345824704785440527245,15576361143144729290021974,27003209953172701503462,41808820921335904622522,53350726315818614604157
429,3,20423403646814726366091,20131384657849905218283,20126619380455023644847,0,1,39693492738506336,15913757653046155876245515,15655477404969120952267282,27635567427745427580202,42439834383226099127364,53350726315818614604157
430,3,20508501450344271491778,20734932860505759056146,20738679092766191626566,0,1,117900559229725551,15946703875762777772584198,15687883273317391309334140,28322175991064103943854,43132640613584180263263,53350726315818614604157
431,3,20718534567809075363253,20674134793323344856134,20673403455079726440937,0,1,530089968615882751,16027920790738427444476890,15767774427115366597549527,28323430063244564951456,43134502075102954666119,53350726315818614604157
432,3,20842977698629765856998,20927986302030505412687,20929390278188533240089,0,1,446122515374879748,16076007561313755184652671,15815081495706020474628336,28456372625669655763148,43266426964662920621748,53350726315818614604157
433,3,21025171802407089675328,20912721471413895106769,20910873766170057778696,0,1,568996480956994907,16146141654263902414468214,15884078061850765569384064,28499695033056889057347,43307820946505183311689,53350726315818614604157
434,3,21134485427675113711471,21409946886351637269835,21414506578682606109289,0,1,543407087728452797,16188341706204672554954725,15925602343410042556408414,28724849175923004254013,43533046904406663721040,53350726315818614604157
435,3,20839931376770654249448,20955534600569211042764,20958636573023502270045,20000000000000000,1,724368041398870983,16075310657579306611328251,15813955655784533375787460,30188027576678210398893,44995285019761279229612,53798183048194111202934
436,3,20581592352027891158886,20677821883658553888695,20679414161062483173354,0,1,187341555637276379,15975344718668201401865194,15715613142091833473441966,30835440886394180473810,45642686599954649129855,53798183048194111202934
437,3,20330042656638720172967,20395153718498420001648,20396230687953914778820,0,1,44079872278557191,15877395789060386666770289,15619255943935932325312899,31406452728813006618034,46209526404237928167363,53798183048194111202934
438,3,20115062370385920833676,19923441070480840285410,19920297167023089458866,0,1,236098048113576172,15793385513024166638247708,15536616788528007194784116,31783960682801649555292,46583738277643926085660,53798183048194111202934
439,3,20222279577126598398502,20073008525665891978565,20070555412133910240496,0,1,464630815072882570,15835347782945206052152167,15577894460425920642727084,32222700730189991750080,47024543688881518611390,53798183048194111202934
440,3,20462047300750745158496,20662248823031861486167,20665565754384676672953,0,1,308264833491061843,15929027403203871794199030,15670053620688769476010661,32956383549640526446948,47755517992326663915874,53798183048194111202934
441,3,20673030336211035372418,20717261241520488960841,20717992645788382477411,0,1,137169839987242309,16010757874658937437042947,15750449414760806976964626,32956928176874843730625,47755774772937974494370,53798183048194111202934
442,3,20864613104755452773912,20936881503711565766944,20938076938046992131203,0,1,169647464940582547,16084789731119393127263579,15823278122055128691955606,33057921339782084895899,47854138639709726745481,53798183048194111202934
